ID,Zip_Code,Total_Population,Has?
10133,31533,16629,0
10134,31535,12351,0
10135,31537,10787,0
10136,31539,14570,0
10137,31542,2750,0
10138,31543,4247,0
10139,31544,741,0
10140,31545,16474,0
10141,31546,8020,0
10142,31547,1438,0
10143,31548,20613,0
10144,31549,2393,0
10145,31550,759,0
10146,31551,1257,0
10147,31552,881,0
10148,31553,4963,0
10149,31554,8313,0
10150,31555,2801,0
10151,31556,64,0
10152,31557,2994,0
10153,31558,21217,0
10154,31560,2431,0
10155,31561,268,0
10156,31562,2447,0
10157,31563,1233,0
10158,31565,1945,0
10159,31566,4307,0
10160,31567,767,0
10161,31568,846,0
10162,31569,5922,0
10163,31601,33607,0
10164,31602,35141,0
10165,31605,21818,0
10166,31606,4115,0
10167,31620,10623,0
10168,31622,2004,0
10169,31623,95,0
10170,31624,1396,0
10171,31625,1432,0
10172,31626,3176,0
10173,31627,256,0
10174,31629,642,0
10175,31630,574,0
10176,31631,430,0
10177,31632,12469,0
10178,31634,5668,0
10179,31635,6224,0
10180,31636,10011,0
10181,31637,3165,0
10182,31638,1227,0
10183,31639,10276,0
10184,31641,1996,0
10185,31642,4905,0
10186,31643,8539,0
10187,31645,5531,0
10188,31647,3880,0
10189,31648,953,0
10190,31649,1028,0
10191,31650,3596,0
10192,31698,742,0
10193,31699,617,0
10194,31701,19007,0
10195,31705,33118,0
10196,31707,25357,1
10197,31709,16035,0
10198,31711,696,0
10199,31712,1158,0
10200,31714,5930,0
10201,31716,2698,0
10202,31719,9369,0
10203,31720,350,0
10204,31721,20520,0
10205,31722,388,0
10206,31730,9034,0
10207,31733,1320,0
10208,31735,652,0
10209,31738,2048,0
10210,31743,516,0
10211,31744,2716,0
10212,31747,123,0
10213,31749,2558,0
10214,31750,18539,0
10215,31756,796,0
10216,31757,10530,0
10217,31763,24607,0
10218,31764,1474,0
10219,31765,2887,0
10220,31768,23240,0
10221,31771,6580,0
10222,31772,491,0
10223,31773,3371,0
10224,31774,6674,0
10225,31775,3260,0
10226,31778,2364,0
10227,31779,9682,0
10228,31780,1942,0
10229,31781,1795,0
10230,31783,977,0
10231,31784,707,0
10232,31787,1415,0
10233,31788,10133,0
10234,31789,979,0
10235,31790,1749,0
10236,31791,12229,0
10237,31792,24719,0
10238,31793,10973,0
10239,31794,25524,0
10240,31795,2091,0
10241,31796,1103,0
10242,31798,826,0
10243,31801,2888,0
10244,31803,5912,0
10245,31804,5977,0
10246,31805,2519,0
10247,31806,5064,0
10248,31807,3292,0
10249,31808,7099,0
10250,31810,207,0
10251,31811,6022,0
10252,31812,559,0
10253,31814,287,0
10254,31815,3499,0
10255,31816,5233,0
10256,31820,10038,0
10257,31821,380,0
10258,31822,5814,0
10259,31823,789,0
10260,31824,1774,0
10261,31825,2197,0
10262,31826,2626,0
10263,31827,2389,0
10264,31829,861,0
10265,31830,2882,0
10266,31831,3558,0
10267,31832,188,0
10268,31833,6848,0
10269,31836,847,0
10270,31901,6688,0
10271,31903,19835,0
10272,31904,34387,0
10273,31905,19276,0
10274,31906,21777,1
10275,31907,56573,0
10276,31909,38202,0
10277,32003,29163,0
10278,32008,4808,0
10279,32009,3647,0
10280,32011,14446,0
10281,32024,19479,0
10282,32025,22427,0
10283,32026,1695,0
10284,32033,4683,0
10285,32034,33695,0
10286,32038,9891,0
10287,32040,7553,0
10288,32043,24381,0
10289,32044,2117,0
10290,32046,9070,0
10291,32052,9452,0
10292,32053,3256,0
10293,32054,11723,0
10294,32055,16851,0
10295,32058,4728,0
10296,32059,2649,0
10297,32060,23702,0
10298,32061,443,0
10299,32062,2511,0
10300,32063,14081,0
10301,32064,6782,0
10302,32065,37734,0
10303,32066,7488,0
10304,32068,54614,0
10305,32071,3172,0
10306,32072,296,0
10307,32073,40139,0
10308,32079,416,0
10309,32080,22349,0
10310,32081,11634,0
10311,32082,29726,0
10312,32083,3561,0
10313,32084,34187,1
10314,32086,28244,0
10315,32087,5551,0
10316,32091,14829,0
10317,32092,33562,0
10318,32094,2460,0
10319,32095,8543,0
10320,32096,2303,0
10321,32097,17515,0
10322,32102,2178,0
10323,32110,7803,0
10324,32112,8043,0
10325,32113,5365,0
10326,32114,32087,1
10327,32117,24566,0
10328,32118,16853,0
10329,32119,22470,0
10330,32124,5832,0
10331,32127,30128,1
10332,32128,19285,0
10333,32129,21574,0
10334,32130,5837,0
10335,32131,4816,0
10336,32132,7341,0
10337,32133,54,0
10338,32134,7242,0
10339,32136,7842,0
10340,32137,41496,0
10341,32139,978,0
10342,32140,1236,0
10343,32141,18351,0
10344,32145,5662,0
10345,32147,668,0
10346,32148,10745,0
10347,32157,191,0
10348,32159,30742,0
10349,32162,55439,0
10350,32164,45739,1
10351,32168,25288,0
10352,32169,10232,0
10353,32174,50041,1
10354,32176,14772,0
10355,32177,26331,0
10356,32179,8023,0
10357,32180,3825,0
10358,32181,2145,0
10359,32187,1654,0
10360,32189,5866,0
10361,32190,1265,0
10362,32193,811,0
10363,32195,3620,0
10364,32202,6240,0
10365,32204,7573,0
10366,32205,28865,0
10367,32206,16750,0
10368,32207,35381,0
10369,32208,32470,0
10370,32209,35541,0
10371,32210,60819,0
10372,32211,34112,0
10373,32212,2663,0
10374,32216,38120,0
10375,32217,18878,0
10376,32218,59891,0
10377,32219,11810,0
10378,32220,13928,0
10379,32221,30040,0
10380,32222,9710,0
10381,32223,24371,1
10382,32224,40354,0
10383,32225,54270,0
10384,32226,16289,0
10385,32227,2848,0
10386,32228,390,0
10387,32233,24423,0
10388,32234,6177,0
10389,32244,60141,0
10390,32246,51513,0
10391,32250,26574,1
10392,32254,12972,0
10393,32256,44557,0
10394,32257,38069,0
10395,32258,30529,0
10396,32259,47988,0
10397,32266,7030,0
10398,32277,30415,0
10399,32301,29668,1
10400,32303,49849,0
10401,32304,47800,0
10402,32305,20719,0
10403,32308,22561,0
10404,32309,31001,0
10405,32310,16172,0
10406,32311,20866,0
10407,32312,32365,0
10408,32317,14854,0
10409,32320,3721,0
10410,32321,6253,0
10411,32322,4089,0
10412,32323,400,0
10413,32324,4520,0
10414,32327,27829,0
10415,32328,3184,0
10416,32330,581,0
10417,32331,4252,0
10418,32332,1512,0
10419,32333,10403,0
10420,32334,2094,0
10421,32336,1301,0
10422,32340,11179,0
10423,32343,3322,0
10424,32344,12572,0
10425,32346,1803,0
10426,32347,8135,0
10427,32348,12612,0
10428,32350,1012,0
10429,32351,19275,0
10430,32352,6500,0
10431,32355,203,0
10432,32356,122,0
10433,32358,2067,0
10434,32359,1240,0
10435,32361,210,0
10436,32399,0,0
10437,32401,23476,0
10438,32403,3557,0
10439,32404,39552,0
10440,32405,32513,1
10441,32407,9735,0
10442,32408,16861,0
10443,32409,10036,0
10444,32410,1089,0
10445,32413,13591,1
10446,32420,1763,0
10447,32421,5344,0
10448,32423,1034,0
10449,32424,7334,0
10450,32425,13718,0
10451,32426,951,0
10452,32427,1040,0
10453,32428,17083,0
10454,32430,899,0
10455,32431,3782,0
10456,32432,43,0
10457,32433,17679,0
10458,32435,7610,0
10459,32437,888,0
10460,32438,3783,0
10461,32439,8931,0
10462,32440,7654,0
10463,32442,3336,0
10464,32443,2842,0
10465,32444,21364,0
10466,32445,2664,0
10467,32446,11501,0
10468,32447,156,0
10469,32448,8811,0
10470,32449,595,0
10471,32455,4530,0
10472,32456,7943,0
10473,32459,14028,0
10474,32460,6016,0
10475,32461,22,0
10476,32462,3460,0
10477,32463,169,0
10478,32464,4221,0
10479,32465,8463,0
10480,32466,6038,0
10481,32501,11868,0
10482,32502,2699,0
10483,32503,34761,0
10484,32504,22989,0
10485,32505,24993,0
10486,32506,36310,0
10487,32507,30201,0
10488,32508,6288,0
10489,32509,722,0
10490,32511,1065,0
10491,32514,44166,0
10492,32526,36593,0
10493,32530,0,0
10494,32531,5546,0
10495,32533,27135,0
10496,32534,14636,0
10497,32535,5523,0
10498,32536,22746,0
10499,32539,29195,0
10500,32541,17524,1
10501,32542,3178,0
10502,32544,1848,0
10503,32547,34058,0
10504,32548,21076,0
10505,32550,8290,0
10506,32561,9154,0
10507,32563,25344,0
10508,32564,2569,0
10509,32565,4904,0
10510,32566,36714,0
10511,32567,3114,0
10512,32568,2751,0
10513,32569,12358,0
10514,32570,30099,0
10515,32571,33442,0
10516,32577,4321,0
10517,32578,32246,0
10518,32579,10230,0
10519,32580,4200,0
10520,32583,29678,0
10521,32601,18182,0
10522,32603,7414,1
10523,32605,23739,0
10524,32606,23991,0
10525,32607,30728,0
10526,32608,48948,0
10527,32609,18426,0
10528,32612,7756,0
10529,32615,14531,0
10530,32616,956,0
10531,32617,4598,0
10532,32618,7922,0
10533,32619,4475,0
10534,32621,5471,0
10535,32622,997,0
10536,32625,1564,0
10537,32626,8452,0
10538,32628,5048,0
10539,32631,287,0
10540,32639,83,0
10541,32640,11132,0
10542,32641,14091,0
10543,32643,11554,0
10544,32648,433,0
10545,32653,13583,0
10546,32656,14080,0
10547,32658,308,0
10548,32664,618,0
10549,32666,6019,0
10550,32667,4019,0
10551,32668,4619,0
10552,32669,12646,0
10553,32680,10104,0
10554,32681,96,0
10555,32683,202,0
10556,32686,4944,0
10557,32692,246,0
10558,32693,12079,0
10559,32694,2474,0
10560,32696,12408,0
10561,32697,450,0
10562,32701,21987,0
10563,32702,2785,0
10564,32703,48853,1
10565,32707,35399,0
10566,32708,45097,1
10567,32709,1742,0
10568,32712,45683,0
10569,32713,20223,0
10570,32714,36004,1
10571,32720,30940,1
10572,32724,35314,0
10573,32725,47405,0
10574,32726,22048,0
10575,32730,5640,1
10576,32732,4559,0
10577,32735,4261,0
10578,32736,10210,0
10579,32738,45042,0
10580,32744,3808,0
10581,32746,42044,1
10582,32750,24107,0
10583,32751,22610,0
10584,32754,10469,0
10585,32757,26129,1
10586,32759,2757,0
10587,32763,22957,0
10588,32764,3514,0
10589,32765,63974,1
10590,32766,17240,0
10591,32767,3057,0
10592,32771,52002,1
10593,32773,31659,0
10594,32776,12644,0
10595,32778,20694,0
10596,32779,29600,0
10597,32780,35199,0
10598,32784,11824,0
10599,32789,25879,1
10600,32792,50867,0
10601,32796,20772,0
10602,32798,2420,0
10603,32801,12383,0
10604,32803,18302,0
10605,32804,17848,0
10606,32805,22312,0
10607,32806,27324,0
10608,32807,33310,0
10609,32808,54058,0
10610,32809,28575,0
10611,32810,36535,0
10612,32811,40236,0
10613,32812,35290,0
10614,32814,8079,0
10615,32817,36033,1
10616,32818,53839,0
10617,32819,28301,0
10618,32820,9687,0
10619,32821,17294,0
10620,32822,60935,0
10621,32824,44568,0
10622,32825,57344,0
10623,32826,36125,0
10624,32827,9872,0
10625,32828,64955,0
10626,32829,19885,0
10627,32830,6,0
10628,32831,3311,0
10629,32832,21419,0
10630,32833,9451,0
10631,32835,42861,0
10632,32836,18471,0
10633,32837,55855,0
10634,32839,54617,0
10635,32901,24763,0
10636,32903,13506,0
10637,32904,30068,1
10638,32905,23848,0
10639,32907,42895,0
10640,32908,12500,0
10641,32909,30468,0
10642,32920,10077,0
10643,32922,15392,0
10644,32925,1442,0
10645,32926,23373,0
10646,32927,26401,0
10647,32931,14112,0
10648,32934,17802,0
10649,32935,41704,0
10650,32937,26604,0
10651,32940,38683,0
10652,32948,8035,0
10653,32949,2508,0
10654,32950,4196,0
10655,32951,11134,0
10656,32952,20599,0
10657,32953,23578,0
10658,32955,37979,0
10659,32958,27439,0
10660,32960,21323,0
10661,32962,24429,0
10662,32963,15039,0
10663,32966,16889,1
10664,32967,20782,0
10665,32968,13738,0
10666,32970,327,0
10667,32976,8900,0
10668,33001,212,0
10669,33004,16945,1
10670,33009,41250,0
10671,33010,47500,0
10672,33012,75992,0
10673,33013,34180,0
10674,33014,40690,0
10675,33015,66343,1
10676,33016,52124,1
10677,33018,50119,0
10678,33019,14956,0
10679,33020,44667,1
10680,33021,47461,0
10681,33023,71766,0
10682,33024,74780,0
10683,33025,68450,0
10684,33026,30962,1
10685,33027,60467,1
10686,33028,28498,0
10687,33029,48169,0
10688,33030,34967,0
10689,33031,6676,0
10690,33032,45380,0
10691,33033,57924,1
10692,33034,23041,0
10693,33035,16688,0
10694,33036,3364,0
10695,33037,11105,0
10696,33039,442,0
10697,33040,34713,0
10698,33042,6609,0
10699,33043,5385,0
10700,33050,9475,0
10701,33051,670,0
10702,33054,32768,0
10703,33055,45389,0
10704,33056,35055,0
10705,33060,36288,0
10706,33062,22012,1
10707,33063,54383,0
10708,33064,61076,0
10709,33065,55913,0
10710,33066,17137,0
10711,33067,29289,0
10712,33068,51978,0
10713,33069,27302,0
10714,33070,5177,0
10715,33071,38686,1
10716,33073,33154,0
10717,33076,35123,0
10718,33101,0,0
10719,33109,431,0
10720,33122,402,0
10721,33125,61036,0
10722,33126,53962,0
10723,33127,32051,0
10724,33128,7313,0
10725,33129,12559,0
10726,33130,25924,0
10727,33131,16593,0
10728,33132,11816,0
10729,33133,34421,0
10730,33134,42496,0
10731,33135,39502,0
10732,33136,13931,0
10733,33137,23316,0
10734,33138,30151,0
10735,33139,38154,0
10736,33140,22044,0
10737,33141,40391,0
10738,33142,56468,0
10739,33143,32153,1
10740,33144,29466,0
10741,33145,32286,0
10742,33146,15713,0
10743,33147,47168,0
10744,33149,13074,0
10745,33150,28836,0
10746,33154,14775,0
10747,33155,46324,0
10748,33156,33923,1
10749,33157,69127,1
10750,33158,6501,0
10751,33160,41045,0
10752,33161,56540,0
10753,33162,47349,0
10754,33165,57357,0
10755,33166,24406,0
10756,33167,20503,0
10757,33168,28886,0
10758,33169,40106,0
10759,33170,14399,0
10760,33172,43085,1
10761,33173,31824,0
10762,33174,34162,1
10763,33175,54144,0
10764,33176,52828,0
10765,33177,58683,0
10766,33178,49430,0
10767,33179,45094,0
10768,33180,31878,1
10769,33181,19462,1
10770,33182,18173,0
10771,33183,39100,0
10772,33184,22896,0
10773,33185,31647,0
10774,33186,71260,0
10775,33187,18613,0
10776,33189,27231,0
10777,33190,15802,0
10778,33193,51417,0
10779,33194,7867,0
10780,33196,49857,0
10781,33301,14144,0
10782,33304,18558,0
10783,33305,12369,0
10784,33306,3380,0
10785,33308,27141,0
10786,33309,40183,1
10787,33311,71227,0
10788,33312,53365,0
10789,33313,62625,0
10790,33314,25243,0
10791,33315,14110,0
10792,33316,9689,1
10793,33317,37678,0
10794,33319,46533,0
10795,33321,48037,0
10796,33322,39060,0
10797,33323,21774,1
10798,33324,47588,1
10799,33325,29412,1
10800,33326,33465,0
10801,33327,23323,0
10802,33328,29310,0
10803,33330,15187,0
10804,33331,24948,1
10805,33332,11147,0
10806,33334,29680,0
10807,33351,35019,1
10808,33401,27477,0
10809,33403,12539,0
10810,33404,28348,0
10811,33405,20555,0
10812,33406,25441,0
10813,33407,30218,0
10814,33408,17903,0
10815,33409,32693,1
10816,33410,35904,1
10817,33411,70441,0
10818,33412,14140,0
10819,33413,16457,1
10820,33414,60452,1
10821,33415,50843,0
10822,33417,32707,0
10823,33418,39226,0
10824,33426,23009,1
10825,33428,41069,0
10826,33430,22383,0
10827,33431,19720,0
10828,33432,19894,1
10829,33433,41433,0
10830,33434,20497,0
10831,33435,35264,0
10832,33436,44143,0
10833,33437,38222,0
10834,33438,365,0
10835,33440,20004,0
10836,33441,27214,1
10837,33442,28295,0
10838,33444,23688,1
10839,33445,31494,0
10840,33446,24302,0
10841,33449,11584,0
10842,33455,22741,0
10843,33458,54945,1
10844,33460,32617,0
10845,33461,46890,0
10846,33462,33228,0
10847,33463,60934,0
10848,33467,52293,1
10849,33469,15643,0
10850,33470,25791,0
10851,33471,7438,0
10852,33472,19979,0
10853,33473,10777,0
10854,33476,8264,0
10855,33477,14253,0
10856,33478,12696,0
10857,33480,10008,0
10858,33483,11809,0
10859,33484,25134,0
10860,33486,24672,0
10861,33487,19080,0
10862,33493,5491,0
10863,33496,22124,0
10864,33498,13953,0
10865,33503,96,0
10866,33510,27899,0
10867,33511,58401,1
10868,33513,11995,0
10869,33514,2109,0
10870,33521,398,0
10871,33523,17489,0
10872,33525,19867,0
10873,33527,15129,0
10874,33534,16570,0
10875,33538,4435,0
10876,33540,8515,0
10877,33541,19625,0
10878,33542,20387,0
10879,33543,25521,0
10880,33544,25720,0
10881,33545,17601,0
10882,33547,24707,0
10883,33548,6670,0
10884,33549,16931,0
10885,33556,22535,0
10886,33558,22113,0
10887,33559,17480,1
10888,33563,27552,0
10889,33565,17511,0
10890,33566,20144,0
10891,33567,12504,0
10892,33569,26170,0
10893,33570,26436,0
10894,33572,17716,0
10895,33573,21334,0
10896,33576,4284,0
10897,33578,47735,0
10898,33579,32166,0
10899,33584,25905,0
10900,33585,1384,0
10901,33592,10463,0
10902,33594,35437,0
10903,33596,29788,0
10904,33597,8558,0
10905,33598,16072,0
10906,33602,13929,0
10907,33603,20386,0
10908,33604,38088,0
10909,33605,17801,0
10910,33606,18926,0
10911,33607,24371,0
10912,33609,18573,0
10913,33610,43494,0
10914,33611,32192,0
10915,33612,47083,0
10916,33613,34500,0
10917,33614,47751,0
10918,33615,46195,0
10919,33616,15334,0
10920,33617,46295,0
10921,33618,26654,1
10922,33619,38193,0
10923,33620,5359,0
10924,33621,2369,0
10925,33624,38139,0
10926,33625,25981,0
10927,33626,29471,0
10928,33629,25591,0
10929,33634,20955,0
10930,33635,18068,0
10931,33637,16732,0
10932,33647,66380,0
10933,33701,15545,0
10934,33702,30605,0
10935,33703,24784,0
10936,33704,16293,0
10937,33705,27171,0
10938,33706,16195,0
10939,33707,24734,0
10940,33708,15948,0
10941,33709,26285,0
10942,33710,34043,1
10943,33711,19457,0
10944,33712,25072,0
10945,33713,32177,0
10946,33714,20179,0
10947,33715,7282,0
10948,33716,18028,0
10949,33744,167,0
10950,33755,24948,0
10951,33756,32992,0
10952,33759,18060,0
10953,33760,17160,0
10954,33761,20057,1
10955,33762,7666,0
10956,33763,19153,0
10957,33764,26039,0
10958,33765,14108,0
10959,33767,7895,0
10960,33770,25742,0
10961,33771,29505,1
10962,33772,22317,1
10963,33773,18163,0
10964,33774,18860,0
10965,33776,12657,0
10966,33777,16997,0
10967,33778,14869,0
10968,33781,25346,1
10969,33782,22811,0
10970,33785,5546,0
10971,33786,1648,0
10972,33801,35570,0
10973,33803,28753,1
10974,33805,25358,0
10975,33809,29666,0
10976,33810,48030,0
10977,33811,21836,0
10978,33812,12770,0
10979,33813,36108,0
10980,33815,14536,0
10981,33823,30725,0
10982,33825,25425,0
10983,33827,2834,0
10984,33830,27651,0
10985,33834,7837,0
10986,33837,25218,0
10987,33838,4011,0
10988,33839,2984,0
10989,33841,8658,0
10990,33843,12049,0
10991,33844,35692,0
10992,33847,169,0
10993,33848,1401,0
10994,33849,1121,0
10995,33850,7818,0
10996,33851,1116,0
10997,33852,20634,0
10998,33853,12017,0
10999,33854,193,0
11000,33855,0,0
11001,33856,450,0
11002,33857,1892,0
11003,33859,10493,0
11004,33860,23631,0
11005,33865,449,0
11006,33867,416,0
11007,33868,11962,0
11008,33870,21952,0
11009,33872,15982,0
11010,33873,14451,0
11011,33875,10575,0
11012,33876,4573,0
11013,33877,464,0
11014,33880,38733,1
11015,33881,32920,0
11016,33884,31486,0
11017,33890,4795,0
11018,33896,9808,0
11019,33897,18359,0
11020,33898,16766,0
11021,33901,20399,0
11022,33903,22160,0
11023,33904,32340,0
11024,33905,37092,0
11025,33907,22975,0
11026,33908,35917,0
11027,33909,28760,1
11028,33912,17648,0
11029,33913,21647,1
11030,33914,36359,0
11031,33916,22740,0
11032,33917,29006,0
11033,33919,29848,0
11034,33920,5665,0
11035,33921,1001,0
11036,33922,3634,0
11037,33924,225,0
11038,33928,23518,1
11039,33930,999,0
11040,33931,10594,0
11041,33935,20315,0
11042,33936,22768,0
11043,33944,264,0
11044,33945,0,0
11045,33946,2114,0
11046,33947,8775,0
11047,33948,16050,0
11048,33950,21045,0
11049,33952,33184,0
11050,33953,6156,0
11051,33954,8595,0
11052,33955,11559,0
11053,33956,3671,0
11054,33957,7128,0
11055,33960,738,0
11056,33965,1562,0
11057,33966,9418,0
11058,33967,24206,0
11059,33971,25938,0
11060,33972,16328,0
11061,33973,14975,0
11062,33974,16785,0
11063,33976,18120,0
11064,33980,12736,0
11065,33981,10017,0
11066,33982,11201,0
11067,33983,15239,0
11068,33990,32633,0
11069,33991,21736,0
11070,33993,23923,0
11071,34101,0,0
11072,34102,11135,1
11073,34103,13037,0
11074,34104,23807,0
11075,34105,16909,0
11076,34108,16742,0
11077,34109,24720,0
11078,34110,24092,0
11079,34112,26834,0
11080,34113,19861,0
11081,34114,16331,0
11082,34116,36240,0
11083,34117,15461,0
11084,34119,30985,0
11085,34120,31597,0
11086,34134,13898,0
11087,34135,44842,0
11088,34137,485,0
11089,34138,74,0
11090,34139,580,0
11091,34140,197,0
11092,34141,129,0
11093,34142,29461,0
11094,34145,17561,0
11095,34201,3758,0
11096,34202,22462,1
11097,34203,36511,0
11098,34205,32163,0
11099,34207,36055,1
11100,34208,38248,0
11101,34209,34547,0
11102,34210,17381,0
11103,34211,6872,0
11104,34212,17863,0
11105,34215,504,0
11106,34216,1016,0
11107,34217,5067,0
11108,34219,22984,0
11109,34221,44115,0
11110,34222,10976,0
11111,34223,17151,0
11112,34224,15826,0
11113,34228,7179,0
11114,34229,7663,0
11115,34231,28926,0
11116,34232,34545,0
11117,34233,17166,0
11118,34234,21985,0
11119,34235,14719,0
11120,34236,12452,0
11121,34237,17398,0
11122,34238,19077,0
11123,34239,15453,1
11124,34240,11261,0
11125,34241,15001,0
11126,34242,7715,0
11127,34243,30887,0
11128,34251,5223,0
11129,34266,31580,0
11130,34268,74,0
11131,34269,4062,0
11132,34275,18492,0
11133,34285,18910,0
11134,34286,19725,0
11135,34287,26734,1
11136,34288,12046,0
11137,34289,2755,0
11138,34291,5763,0
11139,34292,15928,0
11140,34293,35968,0
11141,34420,14776,0
11142,34428,9455,0
11143,34429,7413,0
11144,34431,8014,0
11145,34432,13720,0
11146,34433,5838,0
11147,34434,8204,0
11148,34436,7854,0
11149,34442,13591,0
11150,34445,0,0
11151,34446,16130,0
11152,34448,10592,0
11153,34449,2736,0
11154,34450,10952,0
11155,34452,11174,0
11156,34453,11378,0
11157,34461,10873,0
11158,34465,17563,0
11159,34470,19636,0
11160,34471,25082,1
11161,34472,31317,0
11162,34473,19274,0
11163,34474,15937,0
11164,34475,12275,0
11165,34476,22347,0
11166,34479,14320,0
11167,34480,19368,0
11168,34481,18447,0
11169,34482,24105,0
11170,34484,3687,0
11171,34488,9766,0
11172,34491,25173,0
11173,34498,568,0
11174,34601,21946,0
11175,34602,6719,0
11176,34604,10808,0
11177,34606,26028,0
11178,34607,8562,0
11179,34608,33685,0
11180,34609,40234,0
11181,34610,13782,0
11182,34613,17460,1
11183,34614,7520,0
11184,34637,8205,0
11185,34638,25452,0
11186,34639,27583,0
11187,34652,23339,0
11188,34653,35079,0
11189,34654,23180,0
11190,34655,39222,0
11191,34661,180,0
11192,34667,33930,0
11193,34668,45482,1
11194,34669,12252,0
11195,34677,21858,0
11196,34679,64,0
11197,34681,834,0
11198,34683,32672,0
11199,34684,28910,1
11200,34685,19210,0
11201,34688,6429,0
11202,34689,27398,0
11203,34690,12013,0
11204,34691,20164,0
11205,34695,17797,0
11206,34698,38230,0
11207,34705,2854,0
11208,34711,57273,1
11209,34714,21168,0
11210,34715,17068,0
11211,34731,12270,0
11212,34734,4206,0
11213,34736,16713,0
11214,34737,2441,0
11215,34739,381,0
11216,34741,45936,1
11217,34743,42793,0
11218,34744,51648,0
11219,34746,42077,0
11220,34747,17324,0
11221,34748,39053,0
11222,34753,5816,0
11223,34756,3301,0
11224,34758,39531,0
11225,34759,39117,0
11226,34760,801,0
11227,34761,45278,1
11228,34762,452,0
11229,34769,23144,1
11230,34771,15783,0
11231,34772,30395,0
11232,34773,3937,0
11233,34785,30140,0
11234,34786,41244,1
11235,34787,57570,1
11236,34788,17153,0
11237,34797,948,0
11238,34945,5414,0
11239,34946,6474,0
11240,34947,13120,0
11241,34949,6992,0
11242,34950,15805,0
11243,34951,15349,0
11244,34952,38936,0
11245,34953,69139,0
11246,34956,9819,0
11247,34957,23144,0
11248,34972,20121,0
11249,34974,23871,0
11250,34981,5957,0
11251,34982,25492,0
11252,34983,42223,0
11253,34984,15328,0
11254,34986,24208,1
11255,34987,7897,0
11256,34990,29088,0
11257,34994,16563,1
11258,34996,11069,0
11259,34997,43109,0
11260,35004,11167,0
11261,35005,7549,0
11262,35006,2896,0
11263,35007,26215,0
11264,35010,20896,0
11265,35013,48,0
11266,35014,4668,0
11267,35016,16473,0
11268,35019,2047,0
11269,35020,26768,0
11270,35022,20238,0
11271,35023,24429,0
11272,35031,8399,0
11273,35032,62,0
11274,35033,3455,0
11275,35034,5277,0
11276,35035,1387,0
11277,35036,352,0
11278,35040,16714,0
11279,35042,5708,0
11280,35043,11043,0
11281,35044,7522,0
11282,35045,14893,0
11283,35046,4882,0
11284,35049,3545,0
11285,35051,9161,0
11286,35052,233,0
11287,35053,2218,0
11288,35054,3936,0
11289,35055,20780,0
11290,35057,13439,0
11291,35058,9364,0
11292,35060,290,0
11293,35061,1479,0
11294,35062,7879,0
11295,35063,4007,0
11296,35064,11403,0
11297,35068,8160,0
11298,35070,278,0
11299,35071,15688,0
11300,35072,4877,0
11301,35073,2282,0
11302,35074,0,0
11303,35077,12498,0
11304,35078,1901,0
11305,35079,9034,0
11306,35080,17286,0
11307,35082,0,0
11308,35083,3500,0
11309,35085,8433,0
11310,35087,1584,0
11311,35089,1855,0
11312,35091,3001,0
11313,35094,13938,0
11314,35096,7443,0
11315,35097,1925,0
11316,35098,1093,0
11317,35111,16347,0
11318,35112,341,0
11319,35114,8479,0
11320,35115,15152,0
11321,35116,4281,0
11322,35117,4984,0
11323,35118,2889,0
11324,35119,235,0
11325,35120,13305,0
11326,35121,15208,0
11327,35124,24545,0
11328,35125,10422,0
11329,35126,21727,0
11330,35127,10224,0
11331,35128,11176,0
11332,35130,2915,0
11333,35131,4063,0
11334,35133,3292,0
11335,35135,2007,0
11336,35136,1922,0
11337,35139,148,0
11338,35143,3290,0
11339,35146,12159,0
11340,35147,5912,0
11341,35148,2614,0
11342,35149,493,0
11343,35150,17895,0
11344,35151,7225,0
11345,35160,26197,0
11346,35171,3880,0
11347,35172,2943,0
11348,35173,27385,0
11349,35175,5857,0
11350,35176,910,0
11351,35178,4122,0
11352,35179,9328,0
11353,35180,14653,0
11354,35183,922,0
11355,35184,5257,0
11356,35186,4862,0
11357,35187,10,0
11358,35188,3484,0
11359,35203,3151,0
11360,35204,9900,0
11361,35205,20833,0
11362,35206,15952,0
11363,35207,8939,0
11364,35208,14330,0
11365,35209,28765,0
11366,35210,13569,0
11367,35211,25095,0
11368,35212,12501,0
11369,35213,13513,0
11370,35214,18652,0
11371,35215,48418,0
11372,35216,36699,1
11373,35217,13363,0
11374,35218,7097,0
11375,35221,4716,0
11376,35222,8856,0
11377,35223,10898,0
11378,35224,5376,0
11379,35226,35119,0
11380,35228,10037,0
11381,35229,1206,0
11382,35233,1759,1
11383,35234,5446,0
11384,35235,19630,0
11385,35242,53153,0
11386,35243,17114,0
11387,35244,33638,1
11388,35254,1403,0
11389,35401,36898,1
11390,35404,22175,0
11391,35405,44106,0
11392,35406,17040,0
11393,35441,1111,0
11394,35442,6130,0
11395,35443,2286,0
11396,35444,4063,0
11397,35446,1970,0
11398,35447,3032,0
11399,35452,3181,0
11400,35453,11144,0
11401,35456,3403,0
11402,35457,0,0
11403,35458,794,0
11404,35459,1207,0
11405,35460,596,0
11406,35461,1906,0
11407,35462,4251,0
11408,35463,1729,0
11409,35464,680,0
11410,35466,5311,0
11411,35469,261,0
11412,35470,4798,0
11413,35473,16571,0
11414,35474,6715,0
