ID,Zip_Code,Total_Population,Has?
19761,58237,5366,0
19762,58238,191,0
19763,58239,28,0
19764,58240,1048,0
19765,58241,132,0
19766,58243,557,0
19767,58244,139,0
19768,58249,2521,0
19769,58250,228,0
19770,58251,2126,0
19771,58254,426,0
19772,58256,838,0
19773,58257,2141,0
19774,58258,247,0
19775,58259,378,0
19776,58260,160,0
19777,58261,1218,0
19778,58262,86,0
19779,58265,416,0
19780,58266,132,0
19781,58267,1329,0
19782,58269,179,0
19783,58270,1910,0
19784,58271,651,0
19785,58272,232,0
19786,58273,264,0
19787,58274,926,0
19788,58275,692,0
19789,58276,547,0
19790,58277,196,0
19791,58278,1895,0
19792,58281,111,0
19793,58282,1459,0
19794,58301,10155,0
19795,58311,26,0
19796,58316,6988,0
19797,58317,202,0
19798,58318,4002,0
19799,58321,147,0
19800,58323,22,0
19801,58324,1356,0
19802,58325,69,0
19803,58327,418,0
19804,58329,3277,0
19805,58330,313,0
19806,58331,69,0
19807,58332,304,0
19808,58335,1949,0
19809,58338,118,0
19810,58339,25,0
19811,58341,2670,0
19812,58343,68,0
19813,58344,886,0
19814,58345,98,0
19815,58346,643,0
19816,58348,749,0
19817,58351,506,0
19818,58352,524,0
19819,58353,110,0
19820,58355,58,0
19821,58356,1745,0
19822,58357,358,0
19823,58361,294,0
19824,58362,18,0
19825,58363,114,0
19826,58365,269,0
19827,58366,1304,0
19828,58367,1744,0
19829,58368,3757,0
19830,58369,1246,0
19831,58370,1262,0
19832,58372,136,0
19833,58374,618,0
19834,58377,318,0
19835,58379,400,0
19836,58380,419,0
19837,58381,275,0
19838,58382,178,0
19839,58384,538,0
19840,58385,201,0
19841,58386,122,0
19842,58401,17078,0
19843,58402,241,0
19844,58405,426,0
19845,58413,1024,0
19846,58415,181,0
19847,58416,389,0
19848,58418,299,0
19849,58420,327,0
19850,58421,2706,0
19851,58422,141,0
19852,58423,41,0
19853,58424,313,0
19854,58425,1437,0
19855,58426,220,0
19856,58428,253,0
19857,58429,385,0
19858,58430,108,0
19859,58431,73,0
19860,58433,1014,0
19861,58436,1776,0
19862,58438,649,0
19863,58439,112,0
19864,58440,123,0
19865,58441,389,0
19866,58442,459,0
19867,58443,189,0
19868,58444,233,0
19869,58445,207,0
19870,58448,260,0
19871,58451,184,0
19872,58452,11,0
19873,58454,479,0
19874,58455,408,0
19875,58456,531,0
19876,58458,1231,0
19877,58460,191,0
19878,58461,453,0
19879,58463,617,0
19880,58464,275,0
19881,58466,365,0
19882,58467,703,0
19883,58472,563,0
19884,58474,2721,0
19885,58475,166,0
19886,58476,261,0
19887,58477,151,0
19888,58478,127,0
19889,58479,147,0
19890,58480,332,0
19891,58481,301,0
19892,58482,1008,0
19893,58483,265,0
19894,58484,21,0
19895,58486,245,0
19896,58487,426,0
19897,58488,230,0
19898,58490,183,0
19899,58492,464,0
19900,58494,249,0
19901,58495,1389,0
19902,58496,199,0
19903,58497,273,0
19904,58501,30255,0
19905,58503,31999,0
19906,58504,26866,0
19907,58505,0,0
19908,58520,245,0
19909,58521,545,0
19910,58523,3729,0
19911,58524,106,0
19912,58528,782,0
19913,58529,612,0
19914,58530,1069,0
19915,58531,416,0
19916,58532,252,0
19917,58533,991,0
19918,58535,642,0
19919,58538,2770,0
19920,58540,2483,0
19921,58541,492,0
19922,58542,286,0
19923,58544,522,0
19924,58545,3631,0
19925,58549,202,0
19926,58552,1736,0
19927,58554,25477,0
19928,58558,1077,0
19929,58559,242,0
19930,58560,167,0
19931,58561,1053,0
19932,58562,433,0
19933,58563,2059,0
19934,58564,101,0
19935,58565,232,0
19936,58566,97,0
19937,58568,618,0
19938,58569,71,0
19939,58570,435,0
19940,58571,492,0
19941,58572,271,0
19942,58573,624,0
19943,58575,745,0
19944,58576,1001,0
19945,58577,1896,0
19946,58579,1460,0
19947,58580,274,0
19948,58581,235,0
19949,58601,26309,0
19950,58620,120,0
19951,58621,1328,0
19952,58622,1796,0
19953,58623,2316,0
19954,58625,329,0
19955,58626,311,0
19956,58627,153,0
19957,58630,749,0
19958,58631,1081,0
19959,58632,189,0
19960,58634,255,0
19961,58636,993,0
19962,58638,1055,0
19963,58639,1816,0
19964,58640,1615,0
19965,58641,84,0
19966,58642,323,0
19967,58643,178,0
19968,58645,276,0
19969,58646,1252,0
19970,58647,1137,0
19971,58649,372,0
19972,58650,393,0
19973,58651,516,0
19974,58652,1352,0
19975,58653,699,0
19976,58654,384,0
19977,58655,586,0
19978,58656,512,0
19979,58701,33377,0
19980,58702,0,0
19981,58703,22467,0
19982,58704,4948,0
19983,58705,724,0
19984,58707,541,0
19985,58710,554,0
19986,58711,174,0
19987,58712,112,0
19988,58713,23,0
19989,58716,159,0
19990,58718,859,0
19991,58721,531,0
19992,58722,1725,0
19993,58723,256,0
19994,58725,401,0
19995,58727,243,0
19996,58730,1140,0
19997,58731,261,0
19998,58733,367,0
19999,58734,344,0
20000,58735,352,0
20001,58736,633,0
20002,58737,197,0
20003,58740,841,0
20004,58741,514,0
20005,58744,86,0
20006,58746,1269,0
20007,58748,123,0
20008,58750,556,0
20009,58752,185,0
20010,58755,78,0
20011,58756,147,0
20012,58757,889,0
20013,58758,247,0
20014,58759,851,0
20015,58760,286,0
20016,58761,992,0
20017,58762,250,0
20018,58763,4400,0
20019,58765,554,0
20020,58768,218,0
20021,58769,347,0
20022,58770,1450,0
20023,58771,583,0
20024,58772,203,0
20025,58773,946,0
20026,58775,207,0
20027,58776,218,0
20028,58778,184,0
20029,58779,560,0
20030,58781,634,0
20031,58782,434,0
20032,58783,372,0
20033,58784,3199,0
20034,58785,1292,0
20035,58787,174,0
20036,58788,1343,0
20037,58789,328,0
20038,58790,1759,0
20039,58792,335,0
20040,58793,486,0
20041,58794,219,0
20042,58795,224,0
20043,58801,29330,0
20044,58830,287,0
20045,58831,665,0
20046,58833,39,0
20047,58835,357,0
20048,58838,145,0
20049,58843,414,0
20050,58844,253,0
20051,58845,395,0
20052,58847,501,0
20053,58849,738,0
20054,58852,1618,0
20055,58853,172,0
20056,58854,7640,0
20057,58856,211,0
20058,59001,1440,0
20059,59002,239,0
20060,59003,1344,0
20061,59006,855,0
20062,59007,222,0
20063,59008,331,0
20064,59010,89,0
20065,59011,3016,0
20066,59012,249,0
20067,59013,207,0
20068,59014,1863,0
20069,59015,422,0
20070,59016,1085,0
20071,59018,512,0
20072,59019,4268,0
20073,59020,41,0
20074,59022,2418,0
20075,59024,399,0
20076,59025,45,0
20077,59026,142,0
20078,59027,757,0
20079,59028,612,0
20080,59029,777,0
20081,59030,1363,0
20082,59031,350,0
20083,59032,429,0
20084,59033,365,0
20085,59034,5613,0
20086,59035,181,0
20087,59036,1366,0
20088,59037,1541,0
20089,59038,692,0
20090,59039,34,0
20091,59041,1770,0
20092,59043,3017,0
20093,59044,11542,0
20094,59046,417,0
20095,59047,12139,0
20096,59050,1509,0
20097,59052,159,0
20098,59053,505,0
20099,59054,276,0
20100,59055,112,0
20101,59057,642,0
20102,59058,38,0
20103,59059,128,0
20104,59061,215,0
20105,59062,15,0
20106,59063,2046,0
20107,59064,193,0
20108,59065,131,0
20109,59066,575,0
20110,59067,231,0
20111,59068,3545,0
20112,59069,461,0
20113,59070,915,0
20114,59071,149,0
20115,59072,4394,0
20116,59074,302,0
20117,59075,216,0
20118,59076,71,0
20119,59077,100,0
20120,59078,163,0
20121,59079,3398,0
20122,59081,9,0
20123,59082,55,0
20124,59085,67,0
20125,59086,904,0
20126,59087,393,0
20127,59088,1518,0
20128,59089,404,0
20129,59101,41436,0
20130,59102,47520,1
20131,59105,30905,0
20132,59106,16552,0
20133,59201,5581,0
20134,59211,166,0
20135,59212,615,0
20136,59213,657,0
20137,59214,100,0
20138,59215,941,0
20139,59217,348,0
20140,59218,911,0
20141,59219,272,0
20142,59221,1718,0
20143,59222,104,0
20144,59223,334,0
20145,59225,547,0
20146,59226,422,0
20147,59230,4580,0
20148,59231,538,0
20149,59240,29,0
20150,59241,462,0
20151,59242,72,0
20152,59243,269,0
20153,59244,17,0
20154,59247,330,0
20155,59248,610,0
20156,59250,145,0
20157,59252,89,0
20158,59253,87,0
20159,59254,2135,0
20160,59255,3655,0
20161,59256,48,0
20162,59257,65,0
20163,59258,91,0
20164,59259,383,0
20165,59260,154,0
20166,59261,532,0
20167,59262,765,0
20168,59263,1550,0
20169,59270,8750,0
20170,59274,287,0
20171,59275,341,0
20172,59276,34,0
20173,59301,11560,0
20174,59311,152,0
20175,59312,42,0
20176,59313,2413,0
20177,59314,90,0
20178,59315,96,0
20179,59317,1122,0
20180,59318,161,0
20181,59322,69,0
20182,59323,2336,0
20183,59324,968,0
20184,59326,218,0
20185,59327,2859,0
20186,59330,8654,0
20187,59332,187,0
20188,59333,14,0
20189,59336,232,0
20190,59337,664,0
20191,59338,119,0
20192,59339,162,0
20193,59343,157,0
20194,59344,397,0
20195,59347,212,0
20196,59349,1119,0
20197,59351,162,0
20198,59353,1121,0
20199,59354,31,0
20200,59401,14242,0
20201,59404,27258,0
20202,59405,31381,0
20203,59410,647,0
20204,59411,740,0
20205,59412,1447,0
20206,59414,1054,0
20207,59416,400,0
20208,59417,7712,0
20209,59418,199,0
20210,59419,118,0
20211,59420,227,0
20212,59421,1751,0
20213,59422,2376,0
20214,59424,66,0
20215,59425,3698,0
20216,59427,4612,0
20217,59430,392,0
20218,59432,115,0
20219,59433,531,0
20220,59434,613,0
20221,59436,2105,0
20222,59440,139,0
20223,59441,65,0
20224,59442,1746,0
20225,59443,537,0
20226,59444,308,0
20227,59446,593,0
20228,59447,232,0
20229,59448,753,0
20230,59450,496,0
20231,59451,222,0
20232,59452,472,0
20233,59453,309,0
20234,59454,195,0
20235,59456,448,0
20236,59457,9037,0
20237,59460,189,0
20238,59461,32,0
20239,59462,125,0
20240,59463,124,0
20241,59464,478,0
20242,59465,25,0
20243,59466,63,0
20244,59467,123,0
20245,59468,745,0
20246,59469,174,0
20247,59471,269,0
20248,59472,695,0
20249,59474,3585,0
20250,59477,479,0
20251,59479,766,0
20252,59480,623,0
20253,59482,619,0
20254,59483,564,0
20255,59484,109,0
20256,59485,472,0
20257,59486,1067,0
20258,59487,1260,0
20259,59489,347,0
20260,59501,12528,0
20261,59520,1192,0
20262,59521,3917,0
20263,59522,1723,0
20264,59523,2233,0
20265,59524,817,0
20266,59525,319,0
20267,59526,2478,0
20268,59527,1126,0
20269,59528,253,0
20270,59529,188,0
20271,59530,131,0
20272,59531,309,0
20273,59532,199,0
20274,59535,80,0
20275,59537,11,0
20276,59538,2897,0
20277,59540,316,0
20278,59542,145,0
20279,59544,193,0
20280,59545,15,0
20281,59546,74,0
20282,59547,55,0
20283,59601,30611,0
20284,59602,26494,0
20285,59631,231,0
20286,59632,1823,0
20287,59633,246,0
20288,59634,5063,0
20289,59635,7027,0
20290,59636,15,0
20291,59638,716,0
20292,59639,1000,0
20293,59640,95,0
20294,59642,35,0
20295,59643,514,0
20296,59644,4034,0
20297,59645,1726,0
20298,59647,375,0
20299,59648,529,0
20300,59701,33443,0
20301,59703,42,0
20302,59710,254,0
20303,59711,8942,0
20304,59713,220,0
20305,59714,19552,0
20306,59715,35465,0
20307,59716,2348,0
20308,59718,32865,1
20309,59720,168,0
20310,59721,509,0
20311,59722,5713,0
20312,59724,63,0
20313,59725,8017,0
20314,59727,262,0
20315,59728,362,0
20316,59729,2278,0
20317,59730,1980,0
20318,59731,102,0
20319,59732,258,0
20320,59733,275,0
20321,59735,287,0
20322,59736,111,0
20323,59739,252,0
20324,59740,282,0
20325,59741,4282,0
20326,59743,115,0
20327,59745,133,0
20328,59746,105,0
20329,59747,167,0
20330,59748,139,0
20331,59749,1705,0
20332,59750,395,0
20333,59751,217,0
20334,59752,3658,0
20335,59754,963,0
20336,59755,216,0
20337,59756,433,0
20338,59758,1634,0
20339,59759,3574,0
20340,59760,240,0
20341,59761,289,0
20342,59762,263,0
20343,59801,32067,0
20344,59802,19376,0
20345,59803,17318,0
20346,59804,8229,0
20347,59808,19403,1
20348,59820,1707,0
20349,59821,2784,0
20350,59823,2084,0
20351,59824,1366,0
20352,59825,2270,0
20353,59826,488,0
20354,59827,214,0
20355,59828,5666,0
20356,59829,2234,0
20357,59830,108,0
20358,59831,427,0
20359,59832,899,0
20360,59833,5279,0
20361,59834,2607,0
20362,59837,420,0
20363,59840,13597,0
20364,59841,959,0
20365,59842,24,0
20366,59843,217,0
20367,59844,653,0
20368,59845,1200,0
20369,59846,1054,0
20370,59847,5573,0
20371,59848,145,0
20372,59851,142,0
20373,59853,777,0
20374,59854,200,0
20375,59855,1238,0
20376,59856,361,0
20377,59858,1365,0
20378,59859,2991,0
20379,59860,9720,0
20380,59863,41,0
20381,59864,7152,0
20382,59865,3395,0
20383,59866,982,0
20384,59867,74,0
20385,59868,1441,0
20386,59870,10324,0
20387,59871,254,0
20388,59872,1959,0
20389,59873,3625,0
20390,59874,1295,0
20391,59875,3891,0
20392,59901,53331,0
20393,59910,598,0
20394,59911,8312,0
20395,59912,14409,0
20396,59913,542,0
20397,59914,241,0
20398,59915,379,0
20399,59916,142,0
20400,59917,4828,0
20401,59918,615,0
20402,59919,518,0
20403,59920,1735,0
20404,59922,2257,0
20405,59923,9453,0
20406,59925,1336,0
20407,59926,373,0
20408,59927,374,0
20409,59928,168,0
20410,59929,344,0
20411,59930,423,0
20412,59931,314,0
20413,59932,1216,0
20414,59933,64,0
20415,59934,516,0
20416,59935,3350,0
20417,59936,421,0
20418,59937,13656,0
20419,60002,24217,0
20420,60004,50941,1
20421,60005,30148,0
20422,60007,33691,1
20423,60008,21930,1
20424,60010,45680,0
20425,60012,10653,0
20426,60013,26166,0
20427,60014,48553,1
20428,60015,27357,1
20429,60016,59255,0
20430,60018,30955,1
20431,60020,9761,0
20432,60021,5547,0
20433,60022,8563,0
20434,60025,41054,1
20435,60026,14297,0
20436,60029,521,0
20437,60030,37185,0
20438,60031,37525,1
20439,60033,13596,0
20440,60034,2084,0
20441,60035,29803,1
20442,60040,5375,0
20443,60041,8772,0
20444,60042,8390,0
20445,60043,2547,0
20446,60044,9849,1
20447,60045,20807,0
20448,60046,34918,0
20449,60047,42598,1
20450,60048,29012,1
20451,60050,32797,0
20452,60051,23624,1
20453,60053,23391,0
20454,60056,55221,1
20455,60060,37218,0
20456,60061,27013,1
20457,60062,40358,1
20458,60064,15816,0
20459,60067,37817,0
20460,60068,37810,1
20461,60069,7987,1
20462,60070,16185,0
20463,60071,3592,0
20464,60072,979,0
20465,60073,61774,1
20466,60074,39812,1
20467,60076,32093,0
20468,60077,28470,1
20469,60081,9838,0
20470,60083,10413,0
20471,60084,16832,0
20472,60085,71548,1
20473,60087,26216,0
20474,60088,12676,0
20475,60089,41601,0
20476,60090,38309,1
20477,60091,27335,0
20478,60093,19404,0
20479,60096,7009,0
20480,60097,10447,0
20481,60098,32941,0
20482,60099,30961,0
20483,60101,39405,1
20484,60102,32958,1
20485,60103,42409,0
20486,60104,19031,0
20487,60106,20300,0
20488,60107,40967,0
20489,60108,22851,1
20490,60109,635,0
20491,60110,39380,0
20492,60111,183,0
20493,60112,4416,0
20494,60113,353,0
20495,60115,45644,1
20496,60118,15831,1
20497,60119,10192,0
20498,60120,51244,0
20499,60123,48177,0
20500,60124,21739,0
20501,60126,48269,1
20502,60129,214,0
20503,60130,14127,0
20504,60131,18070,1
20505,60133,38479,0
20506,60134,29279,1
20507,60135,6723,0
20508,60136,7638,0
20509,60137,38280,1
20510,60139,34547,0
20511,60140,16707,0
20512,60141,209,0
20513,60142,27886,0
20514,60143,10623,0
20515,60144,78,0
20516,60145,2933,0
20517,60146,2584,0
20518,60148,52516,0
20519,60150,1666,0
20520,60151,4203,0
20521,60152,12534,0
20522,60153,23981,0
20523,60154,16750,0
20524,60155,7892,0
20525,60156,28867,0
20526,60157,2495,0
20527,60160,25559,1
20528,60162,8159,0
20529,60163,5197,0
20530,60164,21503,0
20531,60165,4949,0
20532,60169,33965,1
20533,60171,10232,0
20534,60172,24848,0
20535,60173,12490,0
20536,60174,31596,1
20537,60175,25833,0
20538,60176,11779,0
20539,60177,23392,1
20540,60178,22304,0
20541,60180,2056,0
20542,60181,28748,1
20543,60184,2433,0
20544,60185,36242,0
20545,60187,29454,1
20546,60188,42876,0
20547,60189,30704,0
20548,60190,11137,0
20549,60191,14365,0
20550,60192,16026,0
20551,60193,40317,0
20552,60194,18649,1
20553,60195,4970,0
20554,60201,42880,1
20555,60202,32677,0
20556,60203,4199,0
20557,60301,2555,1
20558,60302,32096,0
20559,60304,17578,0
20560,60305,11215,0
20561,60401,7625,0
20562,60402,63963,1
20563,60403,18157,0
20564,60404,18587,0
20565,60406,24909,0
20566,60407,1753,0
20567,60408,5549,0
20568,60409,37190,0
20569,60410,12619,0
20570,60411,58374,0
20571,60415,14338,0
20572,60416,9122,0
20573,60417,15516,0
20574,60419,22810,0
20575,60420,5154,0
20576,60421,3828,0
20577,60422,9821,0
20578,60423,31049,1
20579,60424,2337,0
20580,60425,8998,0
20581,60426,29784,0
20582,60428,12344,0
20583,60429,15532,0
20584,60430,19835,1
20585,60431,23843,0
20586,60432,20222,0
20587,60433,17259,0
20588,60435,49835,1
20589,60436,18711,0
20590,60437,156,0
20591,60438,28961,0
20592,60439,23700,0
20593,60440,52791,0
20594,60441,35662,0
20595,60442,10360,0
20596,60443,21422,1
20597,60444,1671,0
20598,60445,26258,1
20599,60446,39950,1
20600,60447,14097,0
20601,60448,25704,1
20602,60449,9516,0
20603,60450,20650,0
20604,60451,35282,1
20605,60452,28459,0
20606,60453,56754,1
20607,60455,16552,1
20608,60456,4344,0
20609,60457,13852,0
20610,60458,15139,0
20611,60459,29040,0
20612,60460,1280,0
20613,60461,4840,0
20614,60462,40120,1
20615,60463,14904,0
20616,60464,9618,0
20617,60465,17570,0
20618,60466,22036,0
20619,60467,27076,0
20620,60468,6039,0
20621,60469,6010,0
20622,60470,592,0
20623,60471,14086,0
20624,60472,5055,0
20625,60473,22414,1
20626,60474,925,0
20627,60475,9738,0
20628,60476,2583,0
20629,60477,38075,1
20630,60478,17173,0
20631,60479,795,0
20632,60480,5210,0
20633,60481,11699,0
20634,60482,11013,0
20635,60484,6673,0
20636,60487,26877,0
20637,60490,21757,1
20638,60491,22775,1
20639,60501,12002,0
20640,60502,22742,0
20641,60503,17101,0
20642,60504,37867,0
20643,60505,78312,0
20644,60506,53582,1
20645,60510,29652,0
20646,60511,1649,0
20647,60512,1744,0
20648,60513,18955,0
20649,60514,10061,0
20650,60515,28323,1
20651,60516,29006,0
20652,60517,32456,0
20653,60518,3456,0
20654,60519,40,0
20655,60520,2764,0
20656,60521,18352,0
20657,60523,10006,1
20658,60525,31295,1
20659,60526,13559,0
20660,60527,27728,1
20661,60530,490,0
20662,60531,1712,0
20663,60532,27831,0
20664,60534,10581,0
20665,60536,152,0
20666,60537,664,0
20667,60538,28117,0
20668,60539,321,0
20669,60540,44925,0
20670,60541,3518,0
20671,60542,17727,0
20672,60543,39859,1
20673,60544,26098,0
20674,60545,13288,0
20675,60546,15887,0
20676,60548,11893,0
20677,60549,397,0
20678,60550,1700,0
20679,60551,5680,0
20680,60552,4696,0
20681,60553,739,0
20682,60554,12063,0
20683,60555,13650,1
20684,60556,1827,0
20685,60557,68,0
20686,60558,13187,0
20687,60559,24901,1
20688,60560,24190,0
20689,60561,23218,0
20690,60563,37226,1
20691,60564,42099,0
20692,60565,40717,0
20693,60585,23521,1
20694,60586,47369,0
20695,60601,13887,0
20696,60602,1277,0
20697,60603,1197,0
20698,60604,668,1
20699,60605,26188,0
20700,60606,2959,0
20701,60607,28928,0
20702,60608,78877,0
20703,60609,60994,0
20704,60610,39345,0
20705,60611,32198,0
20706,60612,35332,0
20707,60613,50553,0
20708,60614,70225,0
20709,60615,40595,0
20710,60616,53331,0
20711,60617,81227,0
20712,60618,95218,0
20713,60619,62992,0
20714,60620,69195,0
20715,60621,30496,0
20716,60622,53680,0
20717,60623,88586,0
20718,60624,37665,0
20719,60625,80676,0
20720,60626,49416,0
20721,60628,67942,0
20722,60629,114129,0
20723,60630,57531,0
20724,60631,29566,0
20725,60632,91644,0
20726,60633,13202,0
20727,60634,74901,0
20728,60636,34461,0
20729,60637,48006,0
20730,60638,58990,0
20731,60639,90767,0
20732,60640,68258,0
20733,60641,69954,0
20734,60642,19488,0
20735,60643,51028,0
20736,60644,49051,0
20737,60645,48269,0
20738,60646,27865,0
20739,60647,87707,0
20740,60649,44223,0
20741,60651,61828,0
20742,60652,43582,0
20743,60653,31820,0
20744,60654,18148,0
20745,60655,28972,0
20746,60656,26896,0
20747,60657,70103,0
20748,60659,40442,0
20749,60660,42068,0
20750,60661,9697,0
20751,60706,23541,1
20752,60707,43250,0
20753,60712,12637,1
20754,60714,29911,1
20755,60803,22362,0
20756,60804,83735,1
20757,60805,19796,0
20758,60827,28856,0
20759,60901,35687,0
20760,60910,568,0
20761,60911,1422,0
20762,60912,421,0
20763,60913,1478,0
20764,60914,29273,1
20765,60915,10122,0
20766,60917,550,0
20767,60918,777,0
20768,60919,510,0
20769,60920,150,0
20770,60921,1369,0
20771,60922,2107,0
20772,60924,1521,0
20773,60926,26,0
20774,60927,2173,0
20775,60928,783,0
20776,60929,925,0
20777,60930,942,0
20778,60931,562,0
20779,60932,77,0
20780,60933,259,0
20781,60934,256,0
20782,60935,1200,0
20783,60936,4067,0
20784,60938,1994,0
20785,60940,3619,0
20786,60941,2023,0
20787,60942,5858,0
20788,60945,154,0
20789,60946,398,0
20790,60948,1473,0
20791,60949,570,0
20792,60950,11899,0
20793,60951,851,0
20794,60952,714,0
20795,60953,2483,0
20796,60954,5814,0
20797,60955,1648,0
20798,60957,5355,0
20799,60958,2114,0
20800,60959,1091,0
20801,60960,1090,0
20802,60961,755,0
20803,60962,598,0
20804,60963,1914,0
20805,60964,5202,0
20806,60966,1649,0
20807,60968,327,0
20808,60969,53,0
20809,60970,7034,0
20810,60973,435,0
20811,60974,331,0
20812,61001,943,0
20813,61006,1795,0
20814,61007,496,0
20815,61008,34628,0
20816,61010,7930,0
20817,61011,2290,0
20818,61012,2464,0
20819,61013,431,0
20820,61014,1325,0
20821,61015,809,0
20822,61016,4764,0
20823,61018,1095,0
20824,61019,3241,0
20825,61020,3208,0
20826,61021,22836,0
20827,61024,2512,0
20828,61025,4623,0
20829,61027,8,0
20830,61028,2138,0
20831,61030,2354,0
20832,61031,1644,0
20833,61032,30271,0
20834,61036,6984,0
20835,61037,107,0
20836,61038,1046,0
20837,61039,1000,0
20838,61041,990,0
20839,61042,567,0
20840,61043,97,0
20841,61044,308,0
20842,61046,2663,0
20843,61047,1940,0
20844,61048,3900,0
20845,61049,597,0
20846,61050,410,0
20847,61051,1617,0
20848,61052,842,0
20849,61053,2680,0
20850,61054,3849,0
20851,61057,135,0
20852,61059,179,0
20853,61060,1482,0
20854,61061,6464,0
20855,61062,1766,0
20856,61063,4312,0
20857,61064,3477,0
20858,61065,10256,0
20859,61067,656,0
20860,61068,14468,0
20861,61070,1501,0
20862,61071,14190,0
20863,61072,11652,0
20864,61073,19099,0
20865,61074,4306,0
20866,61075,1012,0
20867,61077,41,0
20868,61078,1163,0
20869,61079,180,0
20870,61080,10393,0
20871,61081,21461,0
20872,61084,3059,0
20873,61085,3412,0
20874,61087,1598,0
20875,61088,5875,0
20876,61089,809,0
20877,61091,61,0
20878,61101,19595,0
20879,61102,18842,0
20880,61103,24064,0
20881,61104,19554,0
20882,61107,30949,0
20883,61108,27677,1
20884,61109,27123,0
20885,61111,24233,0
20886,61112,107,0
20887,61114,15371,0
20888,61115,22826,1
20889,61201,38534,0
20890,61230,1153,0
20891,61231,5053,0
20892,61232,1300,0
20893,61234,1365,0
20894,61235,1472,0
20895,61236,140,0
20896,61238,3373,0
20897,61239,1236,0
20898,61240,6226,0
20899,61241,6822,0
20900,61242,1142,0
20901,61243,234,0
20902,61244,23373,0
20903,61250,2481,0
20904,61251,341,0
20905,61252,5405,0
20906,61254,11169,0
20907,61256,2066,0
20908,61257,1375,0
20909,61258,247,0
20910,61259,1212,0
20911,61260,1028,0
20912,61261,853,0
20913,61262,1237,0
20914,61263,688,0
20915,61264,11077,0
20916,61265,44180,1
20917,61270,7136,0
20918,61272,1291,0
20919,61273,3210,0
20920,61274,157,0
20921,61275,4491,0
20922,61276,109,0
20923,61277,3076,0
20924,61278,436,0
20925,61279,966,0
20926,61281,2358,0
20927,61282,7865,0
20928,61283,1691,0
20929,61284,2224,0
20930,61285,1452,0
20931,61301,10091,0
20932,61310,3825,0
20933,61311,222,0
20934,61312,479,0
20935,61313,196,0
20936,61314,807,0
20937,61315,218,0
20938,61316,319,0
20939,61317,468,0
20940,61318,848,0
20941,61319,1064,0
20942,61320,722,0
20943,61321,261,0
20944,61322,1468,0
20945,61323,93,0
20946,61324,98,0
20947,61325,985,0
20948,61326,2371,0
20949,61327,1272,0
20950,61328,26,0
20951,61329,1233,0
20952,61330,1443,0
20953,61331,21,0
20954,61332,80,0
20955,61333,315,0
20956,61334,753,0
20957,61335,561,0
20958,61336,528,0
20959,61337,369,0
20960,61338,292,0
20961,61340,250,0
20962,61341,7899,0
20963,61342,8856,0
20964,61344,388,0
20965,61345,832,0
20966,61346,72,0
20967,61348,4551,0
20968,61349,831,0
20969,61350,23820,0
20970,61353,1184,0
20971,61354,10684,1
20972,61356,10728,0
20973,61358,285,0
20974,61359,353,0
20975,61360,3706,0
20976,61361,1148,0
20977,61362,5542,0
20978,61363,219,0
20979,61364,19339,0
20980,61367,718,0
20981,61368,1514,0
20982,61369,1616,0
20983,61370,1383,0
20984,61372,166,0
20985,61373,2060,0
20986,61374,144,0
20987,61375,1126,0
20988,61376,2291,0
20989,61377,1476,0
20990,61378,398,0
20991,61379,1559,0
20992,61401,33964,0
20993,61410,3908,0
20994,61411,353,0
20995,61412,1435,0
20996,61413,900,0
20997,61414,823,0
20998,61415,1760,0
20999,61416,278,0
21000,61417,295,0
21001,61418,564,0
21002,61419,120,0
21003,61420,1195,0
21004,61421,1274,0
21005,61422,3206,0
21006,61423,663,0
21007,61424,126,0
21008,61425,349,0
21009,61426,99,0
21010,61427,2185,0
21011,61428,942,0
21012,61430,787,0
21013,61431,370,0
21014,61432,594,0
21015,61433,147,0
21016,61434,3005,0
21017,61435,64,0
21018,61436,750,0
21019,61437,913,0
21020,61438,905,0
21021,61439,214,0
21022,61440,718,0
21023,61441,1142,0
21024,61442,748,0
21025,61443,13788,0
21026,61447,939,0
21027,61448,3705,0
21028,61449,384,0
21029,61450,1766,0
21030,61451,457,0
21031,61452,265,0
21032,61453,627,0
21033,61454,538,0
21034,61455,21368,0
21035,61458,757,0
21036,61459,324,0
21037,61460,284,0
21038,61462,11592,0
21039,61465,1250,0
21040,61466,344,0
21041,61467,1159,0
21042,61468,57,0
21043,61469,2212,0
21044,61470,560,0
21045,61471,81,0
21046,61472,597,0
21047,61473,1562,0
21048,61474,224,0
21049,61475,198,0
21050,61476,445,0
21051,61477,578,0
21052,61478,330,0
21053,61479,107,0
21054,61480,1293,0
21055,61482,652,0
21056,61483,2111,0
21057,61484,752,0
21058,61485,539,0
21059,61486,1541,0
21060,61488,1014,0
21061,61489,891,0
21062,61490,1250,0
21063,61491,1802,0
21064,61501,1566,0
21065,61516,706,0
21066,61517,3372,0
21067,61519,219,0
21068,61520,17112,0
21069,61523,11588,0
21070,61524,310,0
21071,61525,9205,0
21072,61526,805,0
21073,61528,3176,0
21074,61529,2687,0
21075,61530,7040,0
21076,61531,3262,0
21077,61532,651,0
21078,61533,2604,0
21079,61534,1760,0
21080,61535,1451,0
21081,61536,2767,0
21082,61537,2850,0
21083,61539,248,0
21084,61540,2791,0
21085,61541,94,0
21086,61542,3561,0
21087,61543,137,0
