,0,Zip_Code,Total_Population,Median_Income,num_of_fast_food,num_of_mex_restaurants
4782,0.5390558596393893,15827.0,306.0,51875.0,27.0,8.0
4783,0.5247368842449964,15828.0,232.0,40000.0,134.0,25.0
4784,0.5432595757898568,15829.0,1489.0,48958.0,17.0,38.0
4785,0.5259905207792894,15832.0,269.0,39464.0,123.0,29.0
4786,0.5307861797647722,15834.0,4308.0,40833.0,6.0,17.0
4787,0.5423889094517689,15840.0,2103.0,52768.0,14.0,21.0
4788,0.5248788452084752,15841.0,318.0,38250.0,124.0,29.0
4789,0.5298341592682481,15845.0,3098.0,47365.0,121.0,26.0
4790,0.5383936615055995,15846.0,3540.0,54045.0,25.0,7.0
4791,0.5354359517661259,15847.0,258.0,36058.0,9.0,44.0
4792,0.5293484813682026,15848.0,1308.0,40481.0,14.0,5.0
4793,0.5377293423032243,15849.0,1254.0,51944.0,35.0,8.0
4794,0.526252207610582,15851.0,6732.0,42227.0,28.0,7.0
4795,0.5329125659220446,15853.0,6388.0,49601.0,25.0,8.0
4796,0.5426278602171904,15856.0,879.0,56731.0,18.0,5.0
4797,0.5306316249298916,15857.0,12733.0,49279.0,7.0,13.0
4798,0.5352643234798055,15860.0,1099.0,48839.0,35.0,8.0
4799,0.5267006824713947,15861.0,132.0,28828.0,10.0,31.0
4800,0.5270717464502619,15863.0,310.0,37656.0,28.0,7.0
4801,0.5347492258258087,15864.0,1551.0,48500.0,31.0,7.0
4802,0.5271258059102789,15865.0,1237.0,37917.0,16.0,5.0
4803,0.5385820050112494,15866.0,233.0,52143.0,35.0,8.0
4804,0.5355472066669537,15868.0,1406.0,48705.0,27.0,8.0
4805,0.5473588541980229,15870.0,1087.0,55750.0,8.0,27.0
4806,0.5085066745337801,15901.0,3428.0,14675.0,9.0,9.0
4807,0.5142988199245371,15902.0,11279.0,31449.0,29.0,7.0
4808,0.5295604939053914,15904.0,15686.0,55056.0,38.0,8.0
4809,0.523997302858032,15905.0,20197.0,51813.0,35.0,8.0
4810,0.5141843762587305,15906.0,11461.0,31714.0,37.0,9.0
4811,0.5321684691670813,15909.0,5393.0,49286.0,41.0,9.0
4812,0.5426341932338853,15920.0,686.0,60000.0,90.0,19.0
4814,0.5438274675863517,15922.0,205.0,39464.0,12.0,71.0
4815,0.587170611181893,15923.0,1611.0,52292.0,11.0,214.0
4816,0.5519662516450501,15924.0,1068.0,50000.0,7.0,69.0
4817,0.5382116945993627,15925.0,184.0,45000.0,6.0,23.0
4818,0.5220156762131073,15926.0,2456.0,46379.0,339.0,71.0
4819,0.5415477907270537,15927.0,908.0,48705.0,7.0,27.0
4820,0.5332888196799627,15928.0,1744.0,47074.0,28.0,6.0
4823,0.5335109199880812,15931.0,8927.0,55275.0,103.0,27.0
4825,0.5365660584490153,15935.0,3209.0,53188.0,39.0,7.0
4826,0.5268585032419292,15936.0,1257.0,40526.0,52.0,8.0
4827,0.535960893188012,15937.0,708.0,50167.0,38.0,7.0
4828,0.5369889314015039,15938.0,2292.0,52500.0,32.0,6.0
4829,0.5587478186030544,15940.0,4085.0,63833.0,20.0,62.0
4830,0.5374051240883031,15942.0,2056.0,52685.0,39.0,9.0
4831,0.5450371930565251,15943.0,3541.0,46917.0,18.0,62.0
4832,0.5321300688638317,15944.0,3063.0,50129.0,95.0,18.0
4833,0.5268211417949403,15945.0,108.0,36625.0,14.0,5.0
4834,0.5318032479305532,15946.0,6800.0,52052.0,99.0,23.0
4835,0.5315117443469941,15948.0,632.0,36833.0,7.0,25.0
4836,0.5292953671272629,15949.0,522.0,43929.0,101.0,22.0
4837,0.5200381237432019,15951.0,710.0,30699.0,43.0,8.0
4838,0.5414113555430538,15952.0,1707.0,56625.0,24.0,6.0
4840,0.5317082756087517,15954.0,2127.0,45039.0,31.0,9.0
4841,0.5327404772625003,15955.0,2374.0,47357.0,34.0,7.0
4842,0.527505307035407,15956.0,2426.0,39856.0,20.0,6.0
4843,0.5527305434724029,15957.0,596.0,49107.0,11.0,76.0
4844,0.5423378621227025,15958.0,2164.0,58984.0,38.0,8.0
4845,0.5218648539067662,15960.0,541.0,33707.0,71.0,15.0
4846,0.5486336356408877,15961.0,843.0,44125.0,13.0,78.0
4847,0.5402919988137939,15962.0,150.0,56250.0,95.0,23.0
4848,0.5201253117207199,15963.0,10665.0,42565.0,121.0,25.0
4849,0.5062645939683286,16001.0,39311.0,52423.0,214.0,50.0
4850,0.536412630404879,16002.0,15255.0,68230.0,243.0,64.0
4851,0.5604443011559849,16020.0,1171.0,46146.0,10.0,123.0
4852,0.5973337552061151,16022.0,373.0,51250.0,6.0,255.0
4853,0.5284770622941574,16023.0,4463.0,43838.0,39.0,10.0
4854,0.5411216726368682,16024.0,245.0,56875.0,52.0,10.0
4855,0.5427644495981487,16025.0,5391.0,66934.0,147.0,31.0
4856,0.5707343485607359,16027.0,284.0,69375.0,18.0,81.0
4857,0.6052565840818999,16028.0,1759.0,40040.0,8.0,334.0
4858,0.5336556793176866,16029.0,702.0,46607.0,30.0,8.0
4859,0.536916528656405,16030.0,308.0,53000.0,75.0,14.0
4860,0.5454331632435563,16033.0,6240.0,67981.0,89.0,21.0
4861,0.5386233259173588,16034.0,2036.0,54103.0,27.0,6.0
4862,0.5657096883990562,16035.0,99.0,77361.0,6.0,25.0
4863,0.5609597292049902,16036.0,164.0,48125.0,5.0,113.0
4864,0.5555411091918605,16037.0,4722.0,76855.0,48.0,13.0
4865,0.5631525246264274,16038.0,3711.0,57702.0,12.0,101.0
4866,0.5639034843395161,16040.0,854.0,45903.0,7.0,137.0
4867,0.5335756615282168,16041.0,2001.0,50190.0,78.0,16.0
4868,0.5312465836136453,16045.0,1247.0,42411.0,9.0,7.0
4869,0.5737860288448811,16046.0,15922.0,108789.0,116.0,34.0
4870,0.6069442398832383,16048.0,140.0,60694.0,8.0,259.0
4871,0.5326674448582993,16049.0,2918.0,49722.0,65.0,12.0
4872,0.6023348699967573,16050.0,1519.0,48676.0,9.0,290.0
4873,0.5391235431526638,16051.0,2793.0,55938.0,35.0,7.0
4874,0.5452782176860611,16052.0,2501.0,62887.0,41.0,10.0
4875,0.547551265153232,16053.0,4583.0,69207.0,87.0,20.0
4876,0.5548143601631559,16054.0,356.0,44107.0,5.0,102.0
4877,0.5565704882229651,16055.0,8249.0,82157.0,66.0,16.0
4878,0.53803834475138,16056.0,4254.0,56082.0,70.0,19.0
4879,0.5223764813173607,16057.0,14451.0,47909.0,140.0,36.0
4880,0.5492997347119967,16059.0,7797.0,73682.0,124.0,35.0
4881,0.538303173160544,16061.0,2366.0,57212.0,98.0,20.0
4882,0.5303490591080908,16063.0,6596.0,51783.0,143.0,34.0
4884,0.49832157856406867,16101.0,33113.0,39002.0,307.0,76.0
4885,0.5270484384277432,16102.0,6054.0,44213.0,44.0,10.0
4886,0.5361577368820536,16105.0,15203.0,62529.0,40.0,12.0
4887,0.5490861606409622,16110.0,366.0,65500.0,91.0,29.0
4888,0.5304120886689819,16111.0,1496.0,42621.0,20.0,8.0
4889,0.5593808590423585,16112.0,1589.0,52039.0,10.0,99.0
4890,0.5513609980082551,16113.0,514.0,68750.0,48.0,12.0
4891,0.5335547385126943,16114.0,662.0,48958.0,89.0,21.0
4892,0.5360320869964033,16115.0,2971.0,54208.0,66.0,12.0
4893,0.5313449396077599,16116.0,2814.0,45658.0,69.0,23.0
4894,0.5188955031324427,16117.0,17634.0,50248.0,331.0,91.0
4895,0.5358851535661667,16120.0,2031.0,52448.0,83.0,21.0
4896,0.5169994803244821,16121.0,4729.0,30045.0,28.0,6.0
4897,0.5517427585397994,16123.0,2021.0,73125.0,105.0,23.0
4898,0.5332303403855237,16124.0,2070.0,47799.0,32.0,8.0
4899,0.5205650185371167,16125.0,17442.0,47251.0,155.0,46.0
4900,0.5260656696734861,16127.0,15769.0,53333.0,123.0,32.0
4901,0.5586801510712861,16130.0,2112.0,46700.0,8.0,117.0
4902,0.5696012652318452,16131.0,872.0,54559.0,14.0,133.0
4904,0.5688754117527258,16133.0,1611.0,55446.0,25.0,133.0
4905,0.5292432053346071,16134.0,3887.0,45351.0,110.0,33.0
4906,0.5584215027392351,16136.0,684.0,52885.0,21.0,93.0
4907,0.5286857305015619,16137.0,12742.0,54245.0,137.0,36.0
4909,0.5364241001856962,16141.0,1928.0,52039.0,50.0,13.0
4910,0.532284171593247,16142.0,6942.0,52188.0,64.0,15.0
4911,0.5298034355878533,16143.0,2894.0,44631.0,93.0,29.0
4912,0.5281185291732013,16145.0,2589.0,49464.0,414.0,118.0
4913,0.5122735834215546,16146.0,13505.0,32493.0,35.0,6.0
4915,0.5310011085004884,16150.0,7004.0,50043.0,49.0,12.0
4917,0.5363093403895299,16153.0,2410.0,53819.0,90.0,22.0
4918,0.5390349164815266,16154.0,2415.0,56009.0,45.0,10.0
4919,0.5352627265044223,16155.0,135.0,25625.0,5.0,84.0
4920,0.534534890360237,16156.0,2863.0,55304.0,154.0,33.0
4921,0.5328614921625952,16157.0,2949.0,48359.0,50.0,14.0
4922,0.5346363946242987,16159.0,4824.0,52619.0,85.0,25.0
4923,0.5317896286243996,16160.0,827.0,45417.0,44.0,11.0
4924,0.5200594569984454,16161.0,755.0,30795.0,36.0,8.0
4925,0.5174233939613738,16201.0,17608.0,43535.0,84.0,21.0
4926,0.6171871877300676,16210.0,948.0,46719.0,10.0,357.0
4927,0.5247270031341926,16211.0,123.0,38229.0,764.0,263.0
4928,0.5228105691249253,16212.0,315.0,33214.0,22.0,6.0
4929,0.5595584516743305,16213.0,121.0,48750.0,17.0,111.0
4930,0.515717922452355,16214.0,9679.0,33656.0,34.0,6.0
4931,0.5219911988880483,16217.0,61.0,32639.0,26.0,5.0
4932,0.6179694379849562,16218.0,1119.0,50491.0,8.0,346.0
4933,0.531835683170049,16222.0,2544.0,47188.0,44.0,11.0
4934,0.526338907203053,16223.0,167.0,35313.0,804.0,296.0
4935,0.5797153053319802,16224.0,1276.0,49444.0,16.0,198.0
4936,0.5206077961062332,16226.0,7705.0,42589.0,177.0,41.0
4937,0.5352477097587488,16228.0,539.0,48750.0,21.0,6.0
4938,0.5398803984491369,16229.0,5118.0,59657.0,45.0,10.0
4939,0.5852612896295187,16230.0,420.0,41250.0,8.0,246.0
4940,0.5462954772095097,16232.0,4167.0,46742.0,21.0,75.0
4941,0.5341245495035817,16233.0,1126.0,41167.0,7.0,26.0
4942,0.5494779710829573,16235.0,1211.0,57143.0,13.0,38.0
4943,0.5277762237275591,16236.0,352.0,31696.0,8.0,30.0
4944,0.5511371110319963,16238.0,464.0,60139.0,8.0,30.0
4945,0.518537980388255,16239.0,5404.0,38264.0,138.0,26.0
4946,0.5301155366080299,16240.0,1326.0,43802.0,33.0,8.0
4947,0.5274706582709275,16242.0,4472.0,44048.0,38.0,7.0
4948,0.5370229898071818,16244.0,284.0,51944.0,852.0,301.0
4949,0.527308166283648,16245.0,257.0,34464.0,698.0,266.0
4950,0.5412409543471285,16246.0,225.0,55833.0,35.0,11.0
4951,0.5903693975925914,16248.0,3140.0,40500.0,8.0,279.0
4952,0.5396828765818575,16249.0,1700.0,55313.0,19.0,5.0
4953,0.5127063776563652,16250.0,528.0,21429.0,40.0,10.0
4954,0.6060773042931953,16253.0,84.0,50250.0,6.0,296.0
4955,0.5324436049593189,16254.0,3243.0,49129.0,35.0,6.0
4956,0.553955654605196,16255.0,1781.0,48854.0,14.0,91.0
4957,0.5580556233755092,16256.0,2459.0,38333.0,5.0,147.0
4958,0.5428331475223994,16258.0,1875.0,49219.0,26.0,45.0
4959,0.5329044481713405,16259.0,1870.0,48661.0,56.0,13.0
4960,0.5465018649372152,16260.0,292.0,67250.0,128.0,26.0
4961,0.6274792724542674,16262.0,2793.0,56125.0,13.0,370.0
4962,0.6203416394640092,16263.0,312.0,58438.0,6.0,323.0
4963,0.5268401330145615,16301.0,15954.0,42108.0,34.0,48.0
4964,0.5344280933052508,16311.0,459.0,56250.0,409.0,115.0
4966,0.5346689285718652,16313.0,1643.0,42159.0,14.0,30.0
4967,0.5352461220337826,16314.0,5378.0,54565.0,62.0,16.0
4968,0.5365810752676589,16316.0,5401.0,54852.0,34.0,11.0
4969,0.5386442103631232,16317.0,1257.0,54250.0,31.0,8.0
4970,0.5525400705050194,16319.0,1300.0,57448.0,11.0,51.0
4971,0.5204379831693483,16321.0,52.0,37500.0,237.0,57.0
4972,0.5420404834795084,16322.0,127.0,42500.0,19.0,59.0
4973,0.5198590989372475,16323.0,15787.0,45108.0,53.0,11.0
4974,0.5326623649312013,16326.0,444.0,47381.0,37.0,6.0
4975,0.5325583597340882,16327.0,3011.0,48571.0,44.0,12.0
4976,0.5282948263132058,16328.0,108.0,47917.0,262.0,64.0
4977,0.5452541907335329,16329.0,528.0,52232.0,9.0,35.0
4978,0.5606240864737528,16331.0,69.0,63750.0,22.0,63.0
4980,0.5333775593075861,16333.0,314.0,39792.0,20.0,31.0
4981,0.5472697553305949,16334.0,381.0,52500.0,13.0,44.0
4982,0.5119920399630918,16335.0,27747.0,43835.0,37.0,12.0
4983,0.5321098114473459,16340.0,1744.0,47976.0,49.0,10.0
4984,0.5444121386128985,16341.0,1886.0,45714.0,20.0,64.0
4985,0.5351688986571007,16342.0,2242.0,53021.0,55.0,9.0
4986,0.528658811684526,16343.0,428.0,38158.0,9.0,12.0
4987,0.5441467318922103,16344.0,469.0,48750.0,34.0,52.0
4988,0.5389463847746788,16345.0,3396.0,57869.0,47.0,9.0
4989,0.5443501287911959,16346.0,3255.0,48750.0,9.0,53.0
4990,0.5337489390971597,16347.0,2533.0,41658.0,14.0,31.0
4991,0.5278537232959303,16350.0,2793.0,43384.0,46.0,10.0
4992,0.5385396836730819,16351.0,1466.0,39457.0,21.0,60.0
4993,0.5421931376446335,16352.0,266.0,51250.0,19.0,28.0
4994,0.5230272059308728,16353.0,2558.0,36875.0,29.0,5.0
4995,0.535717318644794,16354.0,10999.0,42039.0,19.0,68.0
4996,0.530145442729987,16360.0,1422.0,52500.0,281.0,67.0
4998,0.5485853264045588,16362.0,1131.0,51625.0,5.0,53.0
4999,0.5503630893018917,16364.0,1243.0,57292.0,10.0,42.0
5000,0.5167978996790432,16365.0,18060.0,46086.0,117.0,24.0
5001,0.5176917408544436,16370.0,128.0,34583.0,243.0,58.0
5002,0.534874941016778,16371.0,3128.0,39559.0,8.0,44.0
5003,0.5327341133738798,16372.0,498.0,48125.0,50.0,9.0
5004,0.5510022716359886,16373.0,3246.0,51250.0,38.0,84.0
5005,0.5309141172576042,16374.0,1950.0,47391.0,44.0,6.0
5006,0.5308946000217549,16401.0,6758.0,50453.0,123.0,39.0
5007,0.5337977534471909,16402.0,842.0,48000.0,20.0,5.0
5008,0.5321299015063461,16403.0,6719.0,53115.0,74.0,17.0
5009,0.533902615817675,16404.0,3627.0,50179.0,27.0,9.0
5010,0.5406302697620615,16405.0,782.0,42639.0,7.0,51.0
5011,0.5354884322802927,16406.0,3176.0,52400.0,45.0,13.0
5012,0.5253655526107495,16407.0,11027.0,47412.0,43.0,10.0
5013,0.5547150018742215,16410.0,1677.0,59063.0,14.0,58.0
5014,0.5476640206724265,16411.0,1802.0,48750.0,15.0,66.0
5015,0.5289133346066556,16412.0,10540.0,52392.0,117.0,33.0
5016,0.5621563885544483,16415.0,9753.0,90676.0,77.0,22.0
5017,0.5226920680990168,16416.0,184.0,35278.0,50.0,10.0
5018,0.5297637641818917,16417.0,7849.0,51089.0,103.0,28.0
5019,0.5433799113634251,16420.0,635.0,43264.0,5.0,60.0
5020,0.5463282054709033,16421.0,2543.0,57308.0,10.0,29.0
5021,0.5176282011130404,16422.0,329.0,26641.0,14.0,6.0
5022,0.5325441671010462,16423.0,4388.0,49544.0,19.0,5.0
5023,0.5309669849836716,16424.0,4650.0,47172.0,51.0,19.0
5024,0.5350291224457229,16426.0,3896.0,53165.0,82.0,24.0
5025,0.5253632643764834,16427.0,168.0,38750.0,115.0,33.0
5026,0.5314458701148833,16428.0,12755.0,56747.0,98.0,29.0
5027,0.5341629480952604,16433.0,5190.0,52526.0,30.0,8.0
5028,0.5396374049793615,16434.0,3132.0,42411.0,17.0,59.0
5029,0.5358914479329507,16435.0,1861.0,53350.0,105.0,29.0
5030,0.5366207534365525,16436.0,598.0,38250.0,7.0,49.0
5031,0.529231873555529,16438.0,7863.0,49579.0,110.0,34.0
5032,0.5390563336601445,16440.0,909.0,53750.0,14.0,6.0
5033,0.5385581732487669,16441.0,10168.0,63631.0,105.0,30.0
5034,0.5537724199429025,16442.0,2886.0,61368.0,15.0,50.0
5035,0.5411110570114701,16443.0,1119.0,47778.0,8.0,36.0
5037,0.5045648822308973,16501.0,1998.0,10873.0,31.0,15.0
5038,0.5099129441751986,16502.0,15491.0,31351.0,74.0,24.0
5039,0.5033633228043863,16503.0,16959.0,22961.0,17.0,8.0
5040,0.518886539654376,16504.0,15749.0,41917.0,24.0,10.0
5042,0.5255486865207643,16506.0,24169.0,59315.0,80.0,24.0
5043,0.514413196192469,16507.0,9558.0,31710.0,58.0,19.0
5044,0.5211760096717435,16508.0,16561.0,46604.0,74.0,24.0
5046,0.5188984796151013,16510.0,25799.0,52081.0,82.0,26.0
5047,0.5267711162714903,16511.0,11718.0,49399.0,80.0,26.0
5050,0.5055687908998395,16601.0,32764.0,42315.0,63.0,16.0
5052,0.5329497013931842,16611.0,2638.0,50313.0,106.0,32.0
5053,0.54030426254351,16613.0,1388.0,57292.0,44.0,13.0
5054,0.518029390083391,16616.0,121.0,35208.0,231.0,56.0
5055,0.5398821551466965,16617.0,2793.0,57153.0,35.0,13.0
5056,0.5366643708814106,16619.0,336.0,37292.0,12.0,56.0
5057,0.5330653037996943,16620.0,287.0,33594.0,28.0,59.0
5058,0.5248212267073762,16621.0,699.0,47917.0,377.0,95.0
5059,0.5623247049699138,16622.0,198.0,65469.0,8.0,63.0
5060,0.5267249779351763,16623.0,548.0,46667.0,316.0,86.0
5061,0.5448030656099192,16624.0,212.0,61389.0,35.0,11.0
5062,0.5379296257279312,16625.0,3718.0,38244.0,14.0,70.0
5063,0.5264085123230899,16627.0,2160.0,47434.0,230.0,56.0
5064,0.5282955448658101,16630.0,4540.0,45816.0,51.0,14.0
5065,0.5359035273055782,16631.0,101.0,52750.0,80.0,19.0
5066,0.5264935753558444,16633.0,299.0,41250.0,43.0,6.0
5067,0.534497277858025,16634.0,340.0,50625.0,68.0,17.0
5068,0.5270207111628074,16635.0,12144.0,50433.0,46.0,14.0
5069,0.543204867953135,16636.0,707.0,59306.0,34.0,13.0
5070,0.5314894401819239,16637.0,2346.0,47654.0,35.0,9.0
5071,0.5430468197873888,16638.0,25.0,58750.0,28.0,10.0
5072,0.5197793208081295,16639.0,1418.0,38920.0,234.0,56.0
5073,0.5291873666197145,16640.0,811.0,50625.0,253.0,61.0
5074,0.5304308744743562,16641.0,2495.0,46193.0,43.0,13.0
5075,0.5416958982210394,16645.0,160.0,64375.0,229.0,56.0
5076,0.5280865222810586,16646.0,2371.0,50357.0,225.0,52.0
5077,0.5507040394351094,16647.0,707.0,52778.0,7.0,61.0
5078,0.5282437371219033,16648.0,15119.0,55496.0,58.0,15.0
5079,0.5499846976733753,16650.0,1819.0,47375.0,11.0,83.0
5080,0.5226678528203176,16651.0,5782.0,40160.0,28.0,5.0
5081,0.5119206680527323,16652.0,18248.0,45798.0,269.0,61.0
5082,0.5513142322896915,16655.0,1599.0,51373.0,10.0,73.0
5083,0.5219951890871185,16656.0,1234.0,40329.0,232.0,60.0
5084,0.5315577485074424,16657.0,1301.0,47721.0,63.0,16.0
5085,0.5538762640672472,16659.0,325.0,48750.0,13.0,91.0
5086,0.5211634407150267,16661.0,892.0,39250.0,229.0,58.0
5087,0.5308552485981043,16662.0,5930.0,52019.0,77.0,17.0
5088,0.5352311888338311,16664.0,1987.0,54457.0,74.0,14.0
5089,0.5264191302791548,16665.0,348.0,35417.0,10.0,16.0
5090,0.5420043315612174,16666.0,3147.0,46856.0,14.0,55.0
5091,0.548562521912429,16667.0,1427.0,46202.0,11.0,80.0
5092,0.5294405797493319,16668.0,3361.0,47394.0,62.0,14.0
5093,0.5301996597948329,16669.0,2078.0,52941.0,221.0,50.0
5095,0.5484682054558837,16671.0,574.0,50694.0,5.0,58.0
5096,0.5430575598751336,16672.0,324.0,70313.0,368.0,91.0
5097,0.529710726415124,16673.0,5385.0,50188.0,80.0,18.0
5098,0.5218136644010247,16674.0,742.0,44286.0,365.0,91.0
5099,0.5374370730918416,16677.0,266.0,37958.0,5.0,55.0
5100,0.5283681242093321,16678.0,2569.0,45494.0,74.0,18.0
5101,0.5408530118526754,16679.0,842.0,35909.0,8.0,81.0
5102,0.5368856085636687,16680.0,425.0,53750.0,65.0,16.0
5104,0.5369291953504812,16683.0,367.0,60000.0,232.0,53.0
5105,0.5215718325645101,16685.0,152.0,41042.0,298.0,76.0
5106,0.5248662797800897,16686.0,13102.0,49921.0,94.0,27.0
5107,0.5472221721352349,16689.0,416.0,42885.0,10.0,83.0
5108,0.5455602358125111,16691.0,285.0,36750.0,10.0,98.0
5109,0.5244471597260887,16692.0,723.0,43864.0,218.0,52.0
5110,0.5307604919579451,16693.0,4373.0,49500.0,68.0,18.0
5111,0.5236677853975298,16694.0,167.0,37625.0,41.0,6.0
5112,0.5541674497923099,16695.0,1169.0,46607.0,9.0,102.0
5114,0.5153616206683181,16701.0,17508.0,42825.0,101.0,26.0
5115,0.5301653859271173,16720.0,1162.0,47109.0,79.0,18.0
5116,0.5307562399819656,16724.0,96.0,41765.0,12.0,13.0
5117,0.5328978852512841,16725.0,251.0,45938.0,7.0,6.0
5118,0.5398853348629044,16726.0,697.0,50625.0,5.0,21.0
5119,0.5659612089991328,16727.0,213.0,86429.0,27.0,9.0
5120,0.5600254627132037,16728.0,58.0,72292.0,12.0,30.0
5121,0.5326798947934125,16729.0,928.0,47344.0,18.0,6.0
5123,0.532657547544775,16731.0,2523.0,49250.0,29.0,8.0
5124,0.5268200535147831,16732.0,356.0,40391.0,26.0,6.0
5125,0.521652407235598,16733.0,243.0,36071.0,110.0,28.0
5126,0.5234539113507004,16734.0,263.0,39167.0,124.0,30.0
5127,0.5248136625864744,16735.0,5847.0,45741.0,121.0,29.0
5128,0.535060472728546,16738.0,2466.0,52222.0,24.0,6.0
5129,0.5337238347652224,16740.0,1095.0,42500.0,14.0,28.0
5130,0.530290463573419,16743.0,3786.0,47246.0,21.0,6.0
5131,0.5270436725941461,16744.0,260.0,40625.0,26.0,6.0
5132,0.539147174783386,16745.0,595.0,51438.0,9.0,16.0
5133,0.5256601517053153,16746.0,1262.0,40600.0,51.0,12.0
5134,0.5233711131629994,16748.0,2735.0,37188.0,18.0,7.0
5135,0.5355726933042068,16749.0,4000.0,50375.0,12.0,16.0
5136,0.5308223686876345,16750.0,458.0,46087.0,46.0,11.0
5139,0.524652530362306,16803.0,25366.0,59731.0,58.0,18.0
5140,0.5567889788481462,16820.0,987.0,56125.0,6.0,78.0
5142,0.5376956905238064,16822.0,2062.0,46657.0,23.0,38.0
5143,0.5199620584818921,16823.0,30235.0,59151.0,79.0,22.0
5144,0.5337238580298391,16825.0,362.0,37031.0,14.0,47.0
5145,0.5434590172247937,16826.0,575.0,55000.0,6.0,22.0
5146,0.5729479603313188,16827.0,4662.0,99225.0,63.0,20.0
5147,0.5443208498900292,16828.0,4404.0,67083.0,88.0,23.0
5148,0.5324510209111154,16829.0,697.0,49205.0,72.0,18.0
5149,0.5182656937384392,16830.0,13597.0,44764.0,175.0,48.0
5150,0.5548693297316649,16832.0,662.0,77188.0,385.0,127.0
5151,0.5210155748040924,16833.0,5305.0,38694.0,35.0,6.0
5152,0.5491383721954416,16834.0,188.0,54934.0,5.0,46.0
5153,0.5407433854642303,16835.0,209.0,58036.0,63.0,18.0
5154,0.5420692879329472,16836.0,1053.0,52250.0,18.0,32.0
5155,0.5436967518984852,16837.0,143.0,47625.0,11.0,51.0
5156,0.5331449324676658,16838.0,1924.0,49231.0,16.0,5.0
5157,0.5394955902274525,16839.0,752.0,43854.0,5.0,46.0
5158,0.5470529050625733,16840.0,516.0,66688.0,71.0,18.0
5159,0.5352264996398888,16841.0,5818.0,57083.0,77.0,20.0
5160,0.5253056615050551,16843.0,438.0,25658.0,11.0,50.0
5161,0.5417376202712688,16844.0,2752.0,62026.0,74.0,20.0
5162,0.540429808674759,16845.0,884.0,50000.0,22.0,34.0
5164,0.5291899726340391,16848.0,304.0,37159.0,6.0,23.0
5165,0.5327690157752991,16849.0,396.0,49712.0,78.0,19.0
5166,0.5877434462419119,16851.0,851.0,112688.0,44.0,13.0
5167,0.5465422920598046,16852.0,334.0,65313.0,81.0,24.0
5168,0.5235441618779189,16853.0,166.0,30500.0,8.0,22.0
5169,0.5606750111661385,16854.0,733.0,63625.0,7.0,67.0
5171,0.5359245433813635,16858.0,3827.0,56129.0,73.0,19.0
5172,0.5444905533326844,16859.0,503.0,49464.0,5.0,47.0
5174,0.5228556740382505,16861.0,316.0,41250.0,226.0,58.0
5175,0.5392660360394347,16863.0,641.0,41719.0,11.0,55.0
5176,0.5436898539336273,16865.0,2009.0,63833.0,91.0,26.0
5177,0.5149703259429257,16866.0,10008.0,40121.0,218.0,54.0
5178,0.547416449305286,16868.0,416.0,65750.0,54.0,17.0
5179,0.562530324296069,16870.0,7149.0,91086.0,90.0,24.0
5181,0.5348545486833829,16872.0,1702.0,51927.0,48.0,14.0
5182,0.5524235161266517,16874.0,1438.0,60380.0,11.0,47.0
5183,0.5346709358071488,16875.0,4445.0,55574.0,88.0,23.0
5184,0.5420472600694379,16876.0,321.0,47292.0,14.0,47.0
5185,0.5385383184202889,16877.0,1822.0,58409.0,120.0,33.0
5186,0.5413676368831584,16878.0,1721.0,47533.0,15.0,48.0
5187,0.5314256903854977,16879.0,434.0,51111.0,183.0,46.0
5188,0.5469531900962352,16881.0,2234.0,54881.0,14.0,47.0
5189,0.5441405798470159,16882.0,408.0,43214.0,6.0,69.0
5190,0.5297474010555394,16901.0,10069.0,53809.0,111.0,34.0
5191,0.5568414465690441,16911.0,404.0,68750.0,10.0,32.0
5192,0.5388474013517885,16912.0,1901.0,46840.0,6.0,37.0
5193,0.5356708835565296,16914.0,2125.0,52727.0,49.0,17.0
5194,0.528634154387389,16915.0,6043.0,47804.0,52.0,17.0
5195,0.5414786830600892,16917.0,1204.0,49821.0,10.0,37.0
5196,0.5266388279862382,16920.0,2039.0,41490.0,29.0,10.0
5197,0.5273150213562525,16921.0,473.0,42000.0,98.0,31.0
5198,0.5245009534315738,16922.0,1926.0,39010.0,79.0,27.0
5199,0.5285552516358254,16923.0,1550.0,44345.0,66.0,20.0
5200,0.5343018320332295,16925.0,3525.0,52414.0,50.0,17.0
5201,0.5361656984723381,16926.0,914.0,54135.0,226.0,74.0
5202,0.5228863197783199,16927.0,623.0,37019.0,77.0,22.0
5203,0.534584521978777,16928.0,1282.0,51667.0,70.0,21.0
5204,0.5347939745859825,16929.0,2416.0,51648.0,43.0,16.0
5205,0.5311322804056169,16930.0,1319.0,47431.0,28.0,6.0
5206,0.5506358964772374,16932.0,781.0,59375.0,7.0,40.0
5207,0.5309219452994561,16933.0,7164.0,50679.0,14.0,7.0
5208,0.5405796972255739,16935.0,1380.0,57917.0,22.0,8.0
5209,0.5377308257004233,16936.0,1888.0,54792.0,43.0,16.0
5211,0.5465531372567658,16938.0,683.0,55000.0,10.0,39.0
5212,0.5459570937706189,16939.0,331.0,54250.0,10.0,38.0
5213,0.5311433489561861,16940.0,284.0,42500.0,122.0,55.0
5214,0.5235654915319804,16941.0,93.0,36406.0,69.0,23.0
5215,0.5315926169901629,16942.0,832.0,47153.0,76.0,25.0
5216,0.530543912083652,16943.0,466.0,46375.0,104.0,32.0
