,0,Zip_Code,Total_Population,Median_Income,num_of_fast_food,num_of_mex_restaurants
273,0.5937931297936667,1436.0,3460.0,60156.0,7.0,35.0
274,0.6179682508914833,1438.0,563.0,74142.0,8.0,71.0
275,0.5632944597388885,1440.0,20496.0,48915.0,15.0,7.0
276,0.6452042460587126,1450.0,11282.0,123918.0,108.0,62.0
277,0.6708723950560518,1451.0,4630.0,143625.0,97.0,58.0
278,0.6157065057533073,1452.0,4581.0,93387.0,14.0,6.0
279,0.5568927304257942,1453.0,41446.0,57610.0,53.0,29.0
280,0.6397170812938349,1460.0,9754.0,119177.0,108.0,54.0
281,0.6163887365601314,1462.0,11150.0,97775.0,42.0,24.0
282,0.6112908887476491,1463.0,12049.0,90029.0,121.0,64.0
283,0.5926201349333995,1464.0,7572.0,67541.0,75.0,41.0
285,0.7183820908749742,1468.0,4124.0,64872.0,15.0,486.0
286,0.6071032882361458,1469.0,7454.0,84489.0,60.0,31.0
287,0.6209658794575893,1473.0,7566.0,100071.0,45.0,23.0
288,0.6173497305402841,1474.0,1964.0,84851.0,275.0,130.0
289,0.5836537200859042,1475.0,10738.0,64539.0,18.0,5.0
290,0.5897414148059105,1501.0,16412.0,74576.0,77.0,33.0
291,0.6213227864178992,1503.0,3098.0,97417.0,42.0,19.0
292,0.5987328057828754,1504.0,9201.0,80260.0,32.0,9.0
293,0.6223997158513984,1505.0,4524.0,97074.0,172.0,76.0
294,0.5878600187393992,1506.0,3406.0,64219.0,37.0,7.0
295,0.6080854364857382,1507.0,13379.0,93921.0,122.0,42.0
296,0.5841754348140114,1510.0,13855.0,68362.0,22.0,5.0
297,0.6219229094659217,1515.0,2123.0,80234.0,11.0,71.0
298,0.6109911584089752,1516.0,8745.0,94531.0,60.0,14.0
299,0.5824145356847722,1518.0,3490.0,58438.0,39.0,7.0
300,0.6262256254464885,1519.0,6657.0,106250.0,39.0,16.0
301,0.613939589561765,1520.0,15061.0,99674.0,126.0,51.0
302,0.6317031378625767,1521.0,2510.0,78348.0,13.0,118.0
303,0.6305262468881717,1522.0,3497.0,104508.0,106.0,53.0
304,0.6278348032545036,1523.0,7735.0,104630.0,95.0,52.0
305,0.5859500017187311,1524.0,6702.0,64135.0,147.0,50.0
307,0.5903728325388353,1527.0,13521.0,74713.0,188.0,66.0
308,0.6125638835698428,1529.0,3237.0,90500.0,31.0,7.0
309,0.8132706138663558,1531.0,1247.0,84432.0,14.0,706.0
310,0.6291523718767914,1532.0,14918.0,111875.0,193.0,89.0
311,0.6828290953799192,1534.0,6262.0,89348.0,11.0,278.0
312,0.8130564019516378,1535.0,4760.0,73133.0,20.0,761.0
313,0.6243214793123903,1536.0,7709.0,105283.0,70.0,27.0
314,0.5985466681380182,1537.0,2337.0,74883.0,34.0,7.0
315,0.5866757125560278,1540.0,11386.0,68865.0,114.0,39.0
316,0.6517173126664221,1541.0,3438.0,128006.0,53.0,27.0
317,0.623398370682821,1542.0,2299.0,100000.0,52.0,19.0
318,0.6220340450882587,1543.0,8463.0,100962.0,82.0,41.0
320,0.5647976415582021,1550.0,16858.0,50202.0,56.0,13.0
321,0.6069825252953176,1560.0,4477.0,85390.0,25.0,6.0
323,0.5827572739772396,1562.0,11856.0,65386.0,110.0,36.0
324,0.6215629653861446,1564.0,8000.0,102500.0,87.0,34.0
325,0.6141807199514357,1566.0,6006.0,95800.0,36.0,5.0
326,0.6401124305143114,1568.0,7706.0,119115.0,179.0,76.0
327,0.6080641775565842,1569.0,13864.0,94809.0,86.0,28.0
328,0.6072055203879547,1570.0,16926.0,52107.0,16.0,168.0
329,0.5796749614025261,1571.0,11637.0,64281.0,75.0,14.0
331,0.5952167403223694,1583.0,7639.0,73463.0,149.0,58.0
332,0.5881686300392159,1585.0,4661.0,66317.0,41.0,7.0
333,0.6632006353893952,1588.0,9864.0,66607.0,11.0,304.0
334,0.6190786279071641,1590.0,9297.0,101315.0,153.0,57.0
335,0.5747154849388192,1602.0,24166.0,64808.0,99.0,41.0
336,0.5576025167887616,1603.0,19981.0,42259.0,111.0,42.0
337,0.5527766731302428,1604.0,36772.0,50487.0,111.0,45.0
338,0.5483132333753036,1605.0,28742.0,37703.0,87.0,38.0
339,0.5791998901014778,1606.0,19375.0,65135.0,82.0,37.0
340,0.5673225940854444,1607.0,8698.0,43500.0,48.0,20.0
341,0.553413687633414,1608.0,3371.0,20578.0,30.0,21.0
342,0.5583224669692909,1609.0,20714.0,42903.0,91.0,38.0
343,0.5468650065156657,1610.0,23438.0,31003.0,53.0,27.0
344,0.6067403567918349,1611.0,2451.0,81830.0,88.0,35.0
345,0.6177513038897608,1612.0,4845.0,95595.0,123.0,48.0
347,0.5580002639952043,1702.0,39226.0,52746.0,184.0,95.0
348,0.687221672023815,1718.0,716.0,160750.0,29.0,19.0
349,0.6225923529802885,1719.0,5546.0,101077.0,28.0,16.0
350,0.6442106241969774,1720.0,22680.0,133075.0,167.0,86.0
351,0.6361147391001558,1721.0,17478.0,120309.0,176.0,89.0
353,0.6180011387047409,1731.0,2012.0,93276.0,54.0,25.0
354,0.6761771594041812,1740.0,5167.0,151618.0,153.0,73.0
355,0.6920140490936268,1741.0,5160.0,170703.0,41.0,18.0
356,0.6544923019273552,1742.0,19383.0,137547.0,238.0,123.0
357,0.6511945500178409,1745.0,501.0,123992.0,67.0,38.0
358,0.6368945982380199,1746.0,14480.0,118933.0,177.0,88.0
359,0.6219012421843791,1747.0,5955.0,101761.0,24.0,11.0
360,0.6656045911218389,1748.0,16720.0,151357.0,188.0,86.0
361,0.6000546245376427,1749.0,19843.0,83765.0,165.0,87.0
363,0.6137402492799185,1754.0,10560.0,95833.0,24.0,16.0
364,0.6440805414008376,1756.0,5995.0,125816.0,96.0,33.0
367,0.7050644872460394,1770.0,4302.0,170872.0,262.0,140.0
368,0.6597980695061472,1772.0,9520.0,143375.0,57.0,24.0
369,0.6778131197299064,1773.0,4791.0,153500.0,64.0,39.0
370,0.6644686674451217,1775.0,7061.0,144766.0,32.0,19.0
371,0.6903949374348659,1776.0,18697.0,170945.0,216.0,119.0
372,0.6943028734747532,1778.0,13850.0,166548.0,279.0,156.0
375,0.6395057543564592,1810.0,35375.0,143292.0,240.0,99.0
376,0.6137334481943323,1821.0,32348.0,99881.0,305.0,174.0
378,0.5905172664358325,1826.0,30948.0,86644.0,258.0,108.0
379,0.6629225464935612,1827.0,3337.0,138700.0,153.0,68.0
381,0.5746491330353001,1832.0,23372.0,64238.0,57.0,28.0
382,0.6336248053578366,1833.0,8569.0,113417.0,122.0,58.0
383,0.6152262423875104,1834.0,6697.0,95031.0,26.0,14.0
384,0.5946461245456182,1835.0,13047.0,77697.0,61.0,29.0
385,0.5497468038559581,1840.0,5248.0,20596.0,50.0,21.0
386,0.5351125179520742,1841.0,48295.0,38199.0,91.0,45.0
387,0.5582601409158666,1843.0,25942.0,46629.0,72.0,37.0
390,0.562235178181223,1850.0,16890.0,46102.0,42.0,16.0
391,0.5580053233104443,1851.0,29849.0,52008.0,45.0,19.0
392,0.5541068776404718,1852.0,34756.0,50911.0,81.0,35.0
393,0.549594370861445,1854.0,29561.0,40982.0,89.0,38.0
394,0.6059277367395095,1860.0,6752.0,84417.0,29.0,18.0
396,0.5961092644347035,1863.0,9106.0,77055.0,78.0,31.0
397,0.647555949186195,1864.0,15598.0,124750.0,330.0,167.0
399,0.5989548201651245,1876.0,30433.0,94817.0,280.0,119.0
400,0.6179442917035582,1879.0,12305.0,101620.0,184.0,76.0
401,0.5992808501123812,1880.0,26450.0,93337.0,111.0,52.0
403,0.6317225021716569,1887.0,23538.0,118549.0,305.0,147.0
404,0.679505535611235,1890.0,22579.0,152196.0,188.0,154.0
405,0.5554498259657843,1901.0,1878.0,22057.0,21.0,20.0
406,0.5395659045595478,1902.0,48218.0,42851.0,40.0,30.0
407,0.6125438289642613,1904.0,17320.0,88395.0,155.0,110.0
408,0.5841869882634043,1905.0,25590.0,57638.0,155.0,136.0
411,0.6143232182881375,1908.0,3488.0,81384.0,102.0,79.0
412,0.5958317313021304,1913.0,17218.0,78638.0,89.0,55.0
414,0.6762106560237742,1921.0,8228.0,155034.0,190.0,86.0
415,0.6114363639322914,1922.0,2812.0,87986.0,16.0,10.0
416,0.5878949279638189,1923.0,27391.0,79795.0,88.0,51.0
417,0.6382779831029088,1929.0,3687.0,109327.0,99.0,68.0
418,0.5747754252317647,1930.0,29858.0,65348.0,41.0,41.0
420,0.6464730843336564,1938.0,13810.0,80829.0,568.0,407.0
421,0.6291637416933085,1940.0,13425.0,113509.0,123.0,58.0
422,0.6281105041678444,1944.0,5327.0,105500.0,11.0,17.0
423,0.6254644989952163,1945.0,20393.0,110025.0,97.0,70.0
424,0.6359533957792436,1949.0,9656.0,107727.0,305.0,159.0
425,0.6035765643103613,1950.0,17890.0,89887.0,55.0,35.0
426,0.6147257507069497,1951.0,4152.0,90662.0,47.0,29.0
427,0.5952771381588292,1952.0,9035.0,72900.0,56.0,36.0
429,0.5944211880209146,1966.0,7184.0,72015.0,9.0,13.0
430,0.6112251061097123,1969.0,6232.0,89338.0,58.0,31.0
431,0.5937963655141703,1970.0,42991.0,65476.0,277.0,248.0
432,0.6374713221314262,1982.0,7991.0,112250.0,133.0,81.0
433,0.9217707849221868,1983.0,6496.0,131387.0,23.0,862.0
434,0.6287265273897492,1984.0,5179.0,96979.0,169.0,108.0
435,0.6564589243147142,1985.0,4545.0,135882.0,21.0,13.0
436,0.6065389323008433,2019.0,16929.0,95533.0,117.0,46.0
437,0.6140250311197573,2021.0,22829.0,96583.0,333.0,169.0
438,0.6578286947071902,2025.0,8393.0,140000.0,16.0,14.0
440,0.7813144813801614,2030.0,5922.0,204018.0,520.0,368.0
441,0.6396261103121531,2032.0,4410.0,120250.0,18.0,7.0
442,0.6079763298686744,2035.0,17448.0,98199.0,176.0,65.0
445,0.6577336867115253,2045.0,10402.0,80584.0,526.0,425.0
448,0.5973289936529658,2050.0,26032.0,92610.0,54.0,27.0
449,0.6658481422963124,2052.0,12610.0,153847.0,13.0,5.0
450,0.6278336039043839,2053.0,13162.0,115432.0,39.0,16.0
451,0.6187310384019734,2054.0,8144.0,100230.0,15.0,12.0
452,0.6528482088078315,2056.0,11388.0,139137.0,33.0,15.0
453,0.6470137579452658,2061.0,10897.0,128563.0,122.0,63.0
455,0.6256523923139051,2066.0,18042.0,114766.0,61.0,34.0
456,0.6426353879886503,2067.0,18148.0,133229.0,214.0,86.0
457,0.637999365189681,2071.0,1572.0,115333.0,6.0,6.0
458,0.5840767410862231,2072.0,28338.0,78343.0,242.0,101.0
459,0.6202042922802566,2081.0,19358.0,105420.0,236.0,115.0
461,0.6233749391597782,2093.0,11597.0,107444.0,159.0,67.0
463,0.6745790715444169,2109.0,4051.0,129716.0,204.0,168.0
465,0.5902838216401799,2111.0,7452.0,39329.0,225.0,198.0
466,0.615356912625616,2113.0,7464.0,91212.0,74.0,52.0
467,0.6280687569519635,2114.0,13247.0,89452.0,243.0,188.0
468,0.5962798074670274,2115.0,29244.0,38759.0,445.0,375.0
470,0.6254713397983594,2118.0,27325.0,70575.0,429.0,361.0
471,0.5766510481773667,2119.0,28152.0,30663.0,339.0,282.0
472,0.59567156066183,2120.0,15719.0,32243.0,393.0,334.0
473,0.5497376200432148,2121.0,28479.0,27964.0,120.0,98.0
474,0.661910576286594,2122.0,24643.0,56024.0,859.0,699.0
475,0.5392470590457206,2124.0,55074.0,50227.0,67.0,36.0
477,0.5585062692186722,2126.0,29141.0,50039.0,46.0,30.0
478,0.6684651371985606,2127.0,37257.0,91597.0,615.0,544.0
479,0.6161941438309299,2128.0,46655.0,52154.0,520.0,489.0
480,0.6721686815009801,2129.0,18901.0,103834.0,398.0,374.0
481,0.6461737253287406,2130.0,39435.0,84847.0,624.0,497.0
482,0.5763894734127231,2131.0,32819.0,72127.0,61.0,42.0
483,0.6289938318206314,2132.0,28505.0,93343.0,340.0,262.0
484,0.6043076512309782,2134.0,18057.0,49938.0,293.0,275.0
486,0.5716356845087248,2136.0,33084.0,64877.0,145.0,80.0
489,0.6200524847018642,2140.0,19737.0,91596.0,159.0,140.0
492,0.6491248493899241,2143.0,26773.0,90285.0,422.0,374.0
494,0.6115074128840657,2145.0,26430.0,68553.0,304.0,266.0
495,0.5955670795179838,2148.0,61375.0,62283.0,454.0,393.0
496,0.5739620613461012,2149.0,44993.0,57143.0,124.0,150.0
497,0.5763439442810031,2150.0,39263.0,51875.0,149.0,170.0
498,0.597081697435036,2151.0,53873.0,53771.0,439.0,401.0
499,0.6255406154155926,2152.0,18391.0,69928.0,318.0,295.0
501,0.5913995437518667,2163.0,2569.0,64000.0,40.0,29.0
502,0.6351645532095397,2169.0,56541.0,67028.0,847.0,658.0
503,0.5909247817906305,2170.0,19434.0,82159.0,55.0,20.0
505,0.6229190242154372,2176.0,28132.0,93434.0,214.0,192.0
506,0.6093849731461116,2180.0,21967.0,90320.0,172.0,115.0
508,0.7129351756852575,2186.0,27527.0,126000.0,857.0,629.0
509,0.5958607849228538,2188.0,15301.0,81040.0,99.0,47.0
510,0.5761236636213684,2189.0,15146.0,58674.0,97.0,47.0
511,0.5970211369092929,2190.0,17415.0,85053.0,72.0,34.0
512,0.5947497543940813,2191.0,8028.0,73948.0,93.0,43.0
513,0.6110963843485301,2199.0,1177.0,82238.0,35.0,35.0
518,0.5644147119567251,2302.0,33841.0,63718.0,184.0,72.0
519,0.5909086233979061,2322.0,4468.0,69709.0,79.0,28.0
520,0.5891283671620378,2324.0,27434.0,88640.0,98.0,32.0
521,0.5901039511100145,2330.0,11617.0,73904.0,61.0,26.0
522,0.6339790799192853,2332.0,15572.0,123613.0,65.0,30.0
523,0.5987219571246444,2333.0,14301.0,86568.0,25.0,10.0
524,0.5970934205553219,2338.0,7739.0,77993.0,114.0,46.0
525,0.6224608687483822,2339.0,14328.0,111311.0,34.0,16.0
526,0.6125760850067382,2341.0,10560.0,96389.0,147.0,61.0
527,0.5843694391580747,2343.0,10753.0,67589.0,83.0,31.0
528,0.5904436824559897,2346.0,24166.0,79811.0,387.0,164.0
529,0.6101909891830123,2347.0,11292.0,97990.0,72.0,21.0
530,0.6027030382710978,2351.0,16275.0,91643.0,53.0,24.0
531,0.6290248487374478,2356.0,12885.0,113783.0,176.0,79.0
533,0.611287828618589,2359.0,18230.0,101447.0,99.0,45.0
534,0.5691680169283404,2360.0,58500.0,83746.0,245.0,121.0
535,0.6033763542091217,2364.0,13210.0,89796.0,62.0,27.0
537,0.6092169006113594,2367.0,2912.0,87438.0,74.0,30.0
539,0.5907703182455435,2370.0,17849.0,77573.0,200.0,86.0
540,0.6121466243356265,2375.0,9938.0,94457.0,164.0,71.0
541,0.6032103968633313,2379.0,7117.0,85368.0,45.0,17.0
542,0.5919265905784974,2382.0,14864.0,79705.0,30.0,12.0
543,0.6845680485954929,2420.0,14579.0,168065.0,114.0,67.0
544,0.6709712949713974,2421.0,18760.0,158554.0,119.0,69.0
545,0.7008957844117312,2445.0,20774.0,111642.0,640.0,544.0
546,0.6398908426483669,2446.0,30113.0,102342.0,297.0,264.0
548,0.600552052641964,2452.0,15470.0,87055.0,53.0,31.0
549,0.5874383984904807,2453.0,28696.0,73042.0,146.0,106.0
551,0.6247567111465281,2458.0,12465.0,103978.0,85.0,66.0
552,0.7134033603284772,2459.0,19473.0,169963.0,323.0,252.0
553,0.6363836986587641,2460.0,9911.0,118148.0,77.0,47.0
554,0.6767118954076339,2461.0,7214.0,159517.0,44.0,22.0
555,0.6284821630525207,2462.0,1520.0,104375.0,34.0,25.0
557,0.6522759369803663,2465.0,12112.0,137438.0,70.0,40.0
558,0.6337435353507833,2466.0,8568.0,115345.0,52.0,34.0
559,0.6836820843319066,2467.0,22105.0,119964.0,545.0,423.0
560,0.7347691636242513,2468.0,5568.0,212394.0,43.0,20.0
562,0.6639278405547081,2474.0,28028.0,104583.0,511.0,416.0
563,0.6127858459953356,2476.0,16964.0,101713.0,26.0,21.0
564,0.6672455679721875,2478.0,25940.0,118342.0,391.0,327.0
565,0.7002784706625365,2481.0,16309.0,187819.0,108.0,53.0
566,0.6768482232036209,2482.0,11015.0,160644.0,83.0,45.0
567,0.7464154232814983,2492.0,20128.0,147375.0,849.0,638.0
568,0.7669000868413175,2493.0,12027.0,196651.0,540.0,383.0
569,0.6396258867801131,2494.0,10301.0,126866.0,28.0,11.0
570,0.5907670266701188,2532.0,13337.0,75502.0,39.0,23.0
571,0.638680133306797,2534.0,815.0,88844.0,5.0,110.0
572,0.6078889735541052,2535.0,1757.0,79792.0,45.0,41.0
573,0.5817583317319149,2536.0,19191.0,67880.0,36.0,32.0
574,0.6136176810681118,2537.0,6572.0,95966.0,5.0,5.0
575,0.5892814975234061,2538.0,3571.0,67993.0,25.0,8.0
576,0.5976348359632241,2539.0,4292.0,75404.0,11.0,12.0
577,0.593167965308744,2540.0,8294.0,70758.0,33.0,32.0
578,0.5780657919331226,2542.0,881.0,48750.0,47.0,32.0
579,0.6200315968118856,2543.0,909.0,92188.0,155.0,80.0
581,0.6090748471399839,2554.0,10590.0,92327.0,14.0,17.0
582,0.6048502971512639,2556.0,2869.0,83659.0,8.0,5.0
583,0.5886090474630217,2557.0,4675.0,66091.0,8.0,10.0
585,0.5927667986059248,2559.0,4028.0,71741.0,19.0,8.0
587,0.6359665303336329,2562.0,3008.0,86310.0,9.0,118.0
588,0.6030821686270152,2563.0,9501.0,84087.0,58.0,36.0
590,0.5734722325023534,2568.0,4100.0,48869.0,11.0,10.0
591,0.5773026866895368,2571.0,10940.0,59449.0,41.0,20.0
592,0.6162522241083054,2575.0,2417.0,92188.0,15.0,20.0
593,0.6045104411511685,2576.0,4873.0,84497.0,71.0,30.0
596,0.6292210087300367,2630.0,2277.0,106299.0,36.0,26.0
597,0.5902952266469,2631.0,9736.0,69606.0,46.0,35.0
598,0.5977211526363208,2632.0,9923.0,80072.0,29.0,21.0
599,0.5993353960829177,2633.0,4055.0,76793.0,30.0,21.0
600,0.6043128980294981,2635.0,3301.0,62021.0,9.0,86.0
602,0.5941748755245757,2638.0,3011.0,70850.0,28.0,18.0
603,0.5706692318598798,2639.0,2949.0,44787.0,21.0,14.0
605,0.5866799941340234,2642.0,4908.0,62143.0,26.0,25.0
607,0.6115817421038806,2644.0,4393.0,92286.0,11.0,7.0
608,0.5979631532991923,2645.0,9516.0,78077.0,45.0,34.0
609,0.5866687686295681,2646.0,1806.0,62933.0,15.0,8.0
611,0.6066779483914163,2648.0,6589.0,82406.0,60.0,49.0
612,0.5918710887960287,2649.0,14054.0,73841.0,57.0,44.0
613,0.6056557505788168,2650.0,906.0,77991.0,5.0,23.0
615,0.5877532945542836,2652.0,942.0,60250.0,13.0,19.0
616,0.5848404197234993,2653.0,5905.0,61506.0,34.0,26.0
617,0.5973628813821404,2655.0,3257.0,75000.0,18.0,13.0
618,0.573853937755937,2657.0,2952.0,47500.0,8.0,13.0
619,0.5851449609949565,2659.0,1030.0,57540.0,39.0,28.0
620,0.5818824521514532,2660.0,6657.0,54924.0,71.0,54.0
622,0.5768996811697573,2664.0,9226.0,56242.0,36.0,24.0
623,0.5850522077393909,2666.0,638.0,63306.0,39.0,5.0
