,zip_code,num_of_fast_food,num_of_mex-restaurants
16825,66736,43,22
16826,66739,142,67
16827,66741,7,70
16828,66746,191,89
16829,66748,14,11
16830,66749,15,11
16831,66751,10,9
16832,66754,101,45
16833,66755,11,9
16834,66756,18,7
16835,66758,12,10
16836,66761,7,5
16837,66767,27,9
16838,66769,9,39
16839,66772,11,10
16840,66775,160,74
16841,66777,5,32
16842,66779,10,42
16843,66780,39,23
16844,66781,111,47
16845,66782,54,21
16846,66783,15,11
16847,66830,8,138
16848,66838,128,73
16849,66839,10,5
16850,66846,20,11
16851,66849,71,47
16852,66850,102,47
16853,66851,6,242
16854,66852,5,32
16855,66853,57,28
16856,66854,22,12
16857,66857,14,9
16858,66858,123,5
16859,66859,157,86
16860,66864,125,6
16861,66865,56,27
16862,66866,19,13
16863,66868,19,11
16864,66870,6,32
16865,66871,20,10
16866,66872,29,12
16867,66873,117,74
16868,66901,50,23
16869,66930,6,16
16870,66932,8,7
16871,66933,6,5
16872,66935,18,10
16873,66936,19,12
16874,66937,5,52
16875,66939,8,8
16876,66940,28,16
16877,66942,8,8
16878,66943,6,5
16879,66944,7,21
16880,66946,7,6
16881,66949,15,9
16882,66951,11,11
16883,66953,70,50
16884,66955,27,18
16885,66958,25,15
16886,66959,27,17
16887,66960,29,19
16888,66963,15,9
16889,66964,18,11
16890,66966,10,5
16891,66968,33,22
16892,66970,17,12
16893,67009,62,37
16894,67013,255,146
16895,67019,16,11
16896,67022,18,10
16897,67023,7,5
16898,67024,236,111
16899,67028,7,8
16900,67029,25,31
16901,67031,282,174
16902,67035,9,7
16903,67036,394,224
16904,67037,261,159
16905,67038,14,9
16906,67041,440,243
16907,67045,73,35
16908,67047,7,26
16909,67050,8,252
16910,67051,32,17
16911,67056,167,93
16912,67057,14,16
16913,67058,349,205
16914,67060,212,125
16915,67066,7,6
16916,67068,290,195
16917,67071,14,16
16918,67072,30,13
16919,67073,180,83
16920,67104,14,15
16921,67105,424,235
16922,67106,164,113
16923,67108,304,189
16924,67112,10,11
16925,67114,440,243
16926,67118,31,15
16927,67119,42,27
16928,67122,101,46
16929,67123,14,232
16930,67131,215,117
16931,67132,24,8
16932,67133,129,50
16933,67134,7,7
16934,67137,68,32
16935,67138,15,16
16936,67142,259,179
16937,67152,50,28
16938,67155,11,15
16939,67156,48,27
16940,67159,38,5
16941,67203,200,135
16942,67213,192,140
16943,67217,133,91
16944,67218,70,35
16945,67220,153,97
16946,67227,46,23
16947,67330,145,78
16948,67333,67,43
16949,67334,24,20
16950,67335,28,11
16951,67337,35,22
16952,67340,10,44
16953,67341,7,60
16954,67342,23,9
16955,67344,23,8
16956,67345,81,46
16957,67346,195,93
16958,67349,64,26
16959,67351,17,6
16960,67352,11,5
16961,67354,27,10
16962,67356,20,9
16963,67360,54,35
16964,67364,35,22
16965,67418,56,28
16966,67423,38,20
16967,67425,39,21
16968,67427,18,15
16969,67431,42,18
16970,67432,120,68
16971,67436,7,30
16972,67438,31,17
16973,67439,77,41
16974,67441,8,74
16975,67442,19,11
16976,67443,36,19
16977,67444,5,68
16978,67447,22,22
16979,67449,11,5
16980,67451,26,12
16981,67452,55,28
16982,67456,49,21
16983,67457,36,17
16984,67458,16,69
16985,67459,6,5
16986,67460,55,32
16987,67466,8,39
16988,67468,9,5
16989,67470,37,16
16990,67473,46,21
16991,67474,11,8
16992,67478,7,24
16993,67481,56,28
16994,67491,30,15
16995,67505,14,9
16996,67510,166,89
16997,67511,57,32
16998,67512,118,65
16999,67513,62,30
17000,67514,36,19
17001,67516,57,32
17002,67518,36,27
17003,67520,41,17
17004,67521,45,17
17005,67523,35,34
17006,67525,24,14
17007,67526,17,12
17008,67530,58,32
17009,67545,15,12
17010,67546,50,26
17011,67547,40,38
17012,67550,25,22
17013,67552,39,38
17014,67553,32,12
17015,67554,33,18
17016,67560,45,17
17017,67563,33,36
17018,67564,16,10
17019,67567,17,13
17020,67572,45,17
17021,67573,17,13
17022,67574,40,37
17023,67575,65,32
17024,67578,63,42
17025,67583,65,47
17026,67584,26,9
17027,67601,58,30
17028,67622,7,12
17029,67623,45,21
17030,67625,48,18
17031,67626,7,31
17032,67628,7,5
17033,67629,5,8
17034,67631,49,17
17035,67632,52,21
17036,67634,10,5
17037,67635,37,13
17038,67637,51,22
17039,67639,17,8
17040,67640,57,28
17041,67642,48,19
17042,67644,17,8
17043,67645,21,12
17044,67646,16,7
17045,67647,7,12
17046,67653,5,8
17047,67658,35,13
17048,67659,48,19
17049,67663,51,22
17050,67671,60,30
17051,67672,43,17
17052,67673,7,25
17053,67675,53,22
17054,67730,30,15
17055,67731,32,13
17056,67732,30,10
17057,67733,37,13
17058,67734,24,5
17059,67735,31,13
17060,67737,10,9
17061,67738,34,11
17062,67739,18,10
17063,67741,18,10
17064,67747,6,13
17065,67749,23,12
17066,67751,36,11
17067,67756,31,14
17068,67758,35,16
17069,67761,42,16
17070,67764,38,13
17071,67834,19,22
17072,67836,12,16
17073,67837,57,68
17074,67838,29,30
17075,67839,38,24
17076,67840,11,21
17077,67855,24,38
17078,67861,28,26
17079,67863,5,26
17080,67864,32,45
17081,67865,11,16
17082,67870,41,53
17083,67876,16,16
17084,67878,6,12
17085,67879,8,13
17086,67882,16,16
17087,67901,30,45
17088,67950,6,24
17089,67951,30,45
17090,67953,16,24
17091,67954,30,43
17092,68001,352,165
17093,68003,536,239
17094,68005,334,205
17095,68010,90,42
17096,68014,338,158
17097,68016,113,44
17098,68018,21,14
17099,68019,16,7
17100,68020,128,74
17101,68025,240,98
17102,68029,38,18
17103,68030,36,17
17104,68033,813,7
17105,68034,30,11
17106,68036,311,149
17107,68037,527,274
17108,68038,9,72
17109,68039,102,61
17110,68040,735,5
17111,68042,13,11
17112,68044,20,13
17113,68055,120,64
17114,68057,24,16
17115,68062,51,37
17116,68063,586,300
17117,68064,449,201
17118,68065,163,82
17119,68066,58,27
17120,68068,168,70
17121,68069,520,270
17122,68070,35,19
17123,68071,80,48
17124,68072,40,20
17125,68102,83,54
17126,68104,222,119
17127,68107,267,176
17128,68108,85,90
17129,68111,196,107
17130,68112,285,141
17131,68116,144,58
17132,68117,72,44
17133,68152,354,170
17134,68157,62,40
17135,68303,216,108
17136,68304,5,402
17137,68307,785,387
17138,68309,37,23
17139,68310,215,103
17140,68313,26,14
17141,68314,5,142
17142,68315,58,29
17143,68316,22,8
17144,68318,10,8
17145,68319,22,8
17146,68321,5,27
17147,68322,81,46
17148,68323,14,7
17149,68325,36,19
17150,68326,66,29
17151,68329,253,120
17152,68332,237,116
17153,68333,205,96
17154,68335,51,22
17155,68337,13,6
17156,68338,241,113
17157,68339,119,61
17158,68342,12,8
17159,68345,41,21
17160,68347,33,13
17161,68349,804,400
17162,68350,28,19
17163,68352,91,42
17164,68354,19,8
17165,68355,12,7
17166,68364,5,134
17167,68366,370,167
17168,68367,23,11
17169,68368,10,8
17170,68372,42,18
17171,68375,30,21
17172,68376,10,6
17173,68377,205,99
17174,68379,10,6
17175,68380,11,5
17176,68381,14,7
17177,68401,18,8
17178,68410,18,12
17179,68414,7,29
17180,68416,216,109
17181,68417,779,385
17182,68424,11,6
17183,68433,38,19
17184,68437,58,33
17185,68440,28,19
17186,68442,40,19
17187,68444,98,52
17188,68445,237,113
17189,68447,5,95
17190,68448,10,5
17191,68456,5,126
17192,68457,44,22
17193,68458,219,106
17194,68465,85,42
17195,68466,10,8
17196,68467,21,7
17197,68506,169,82
17198,68601,75,50
17199,68621,20,12
17200,68622,8,5
17201,68623,89,56
17202,68624,21,13
17203,68626,308,148
17204,68627,40,28
17205,68628,97,52
17206,68629,69,50
17207,68633,293,134
17208,68634,20,12
17209,68635,138,75
17210,68637,5,2
17211,68638,85,44
17212,68640,91,61
17213,68641,22,17
17214,68647,19,10
17215,68648,614,277
17216,68649,24,17
17217,68651,20,12
17218,68652,40,25
17219,68655,15,11
17220,68660,45,30
17221,68662,23,15
17222,68663,20,12
17223,68664,24,15
17224,68667,263,127
17225,68669,24,10
17226,68710,7,8
17227,68716,166,97
17228,68718,22,12
17229,68719,7,4
17230,68722,5,7
17231,68723,81,58
17232,68724,37,23
17233,68725,6,5
17234,68726,26,19
17235,68727,8,5
17236,68728,134,82
17237,68729,37,23
17238,68731,77,46
17239,68732,7,6
17240,68734,4,6
17241,68736,12,6
17242,68741,79,47
17243,68742,7,4
17244,68743,80,52
17245,68746,7,4
17246,68748,48,34
17247,68749,44,27
17248,68752,20,15
17249,68753,5,7
17250,68755,8,9
17251,68756,26,18
17252,68759,3,7
17253,68760,18,10
17254,68761,26,18
17255,68765,7,6
17256,68766,6,4
17257,68767,21,13
17258,68769,22,14
17259,68770,50,37
17260,68771,47,30
17261,68773,37,24
17262,68774,18,7
17263,68777,6,6
17264,68778,7,6
17265,68779,20,17
17266,68783,32,21
17267,68789,37,24
17268,68790,20,17
17269,68791,6,6
17270,68792,19,7
17271,68801,49,28
17272,68812,36,14
17273,68815,48,30
17274,68816,102,51
17275,68817,88,43
17276,68818,68,37
17277,68822,23,16
17278,68823,8,7
17279,68825,30,19
17280,68827,49,28
17281,68828,7,4
17282,68833,4,3
17283,68834,16,11
17284,68836,45,20
17285,68837,7,4
17286,68838,28,20
17287,68841,61,32
17288,68842,7,4
17289,68843,22,8
17290,68845,46,20
17291,68846,107,57
17292,68850,70,37
17293,68852,113,61
17294,68853,97,55
17295,68854,58,31
17296,68856,10,4
17297,68858,47,25
17298,68860,14,5
17299,68861,36,14
17300,68862,7,4
17301,68863,11,11
17302,68865,52,29
17303,68866,37,13
17304,68869,27,10
17305,68871,102,50
17306,68873,10,43
17307,68874,5,4
17308,68878,11,11
17309,68879,5,4
17310,68901,28,10
17311,68920,6,6
17312,68922,69,39
17313,68923,5,5
17314,68924,46,21
17315,68926,5,29
17316,68927,68,34
17317,68928,17,6
17318,68929,74,35
17319,68932,21,8
17320,68933,86,44
17321,68934,88,45
17322,68935,89,44
17323,68938,16,6
17324,68939,68,31
17325,68942,41,19
17326,68943,31,15
17327,68944,61,32
17328,68945,113,56
17329,68947,10,7
17330,68950,111,54
17331,68952,64,30
17332,68956,93,45
17333,68957,49,18
17334,68958,41,26
17335,68960,72,32
17336,68961,45,15
17337,68964,44,14
17338,68967,6,5
17339,68970,63,26
17340,68971,57,26
17341,68972,69,31
17342,68974,30,14
17343,68977,6,19
17344,68979,21,8
17345,68980,20,6
17346,68981,5,33
17347,69001,14,8
17348,69020,20,5
17349,69021,2,7
17350,69023,14,8
17351,69030,4,7
17352,69032,46,18
17353,69033,18,8
17354,69036,9,7
17355,69037,5,9
17356,69038,41,16
17357,69039,51,27
17358,69044,5,5
17359,69045,5,6
17360,69046,5,13
17361,69101,37,11
17362,69120,47,23
17363,69121,16,3
17364,69122,15,7
17365,69127,15,6
17366,69128,21,18
17367,69129,33,21
17368,69131,37,27
17369,69133,27,16
17370,69140,14,7
17371,69141,36,27
17372,69142,4,3
17373,69143,41,12
17374,69144,15,3
17375,69146,14,3
17376,69147,21,7
17377,69148,18,9
17378,69149,24,15
17379,69150,15,16
17380,69153,15,7
17381,69156,37,28
17382,69163,27,9
17383,69165,41,12
17384,69167,41,12
17385,69168,18,7
17386,69170,23,16
17387,69210,4,2
17388,69212,4,1
17389,69216,4,1
17390,69218,0,0
17391,69219,4,1
17392,69221,4,2
17393,69333,0,0
17394,69334,31,28
17395,69336,41,32
17396,69343,3,1
17397,69345,44,34
17398,69346,12,6
17399,69347,14,6
17400,69350,0,0
17401,69355,24,23
17402,69361,22,23
17403,69367,10,2
17404,70001,397,255
17405,70002,111,34
17406,70005,410,264
17407,70030,39,11
17408,70031,337,151
17409,70036,626,343
17410,70038,541,307
17411,70039,16,361
17412,70040,599,338
17413,70043,174,93
17414,70049,39,10
17415,70052,13,618
17416,70065,169,66
17417,70068,725,378
17418,70072,518,300
17419,70079,6,44
17420,70085,454,285
17421,70090,19,6
17422,70091,88,36
17423,70092,19,9
17424,70094,572,324
17425,70112,134,127
17426,70116,209,175
17427,70117,355,241
17428,70122,313,212
17429,70125,218,200
17430,70128,52,34
17431,70129,651,349
17432,70301,1300,587
17433,70339,79,32
17434,70341,146,58
17435,70343,44,21
17436,70344,649,354
17437,70354,22,9
17438,70356,85,42
17439,70359,23,10
17440,70372,27,12
17441,70374,29,12
17442,70377,63,27
17443,70380,62,27
17444,70390,125,50
17445,70401,154,63
17446,70422,766,292
17447,70427,92,35
17448,70431,156,63
17449,70436,12,261
17450,70438,397,150
17451,70443,111,37
17452,70445,193,78
17453,70449,316,123
17454,70452,170,61
17455,70454,175,67
17456,70458,65,20
17457,70461,63,18
17458,70462,206,85
17459,70471,84,37
17460,70506,151,67
17461,70507,154,67
17462,70514,55,25
17463,70515,40,13
17464,70516,27,9
17465,70517,206,89
17466,70524,127,51
17467,70525,201,81
17468,70529,131,60
17469,70532,41,13
17470,70533,173,78
17471,70534,15,139
17472,70537,8,13
17473,70538,496,209
17474,70542,30,8
17475,70546,38,11
17476,70548,280,128
17477,70549,50,30
17478,70552,26,10
17479,70556,39,13
17480,70559,45,18
17481,70560,162,75
17482,70576,45,16
17483,70581,10,147
17484,70583,145,66
17485,70585,308,130
17486,70589,35,12
17487,70601,80,42
17488,70615,80,40
17489,70630,107,51
17490,70631,317,162
17491,70632,16,6
17492,70634,267,117
17493,70640,11,87
17494,70645,116,55
17495,70647,112,53
17496,70652,31,14
17497,70657,115,56
17498,70660,60,37
17499,70661,100,35
17500,70662,276,120
17501,70668,172,86
17502,70706,407,152
17503,70714,247,93
17504,70726,460,171
17505,70729,45,9
17506,70732,7,269
17507,70733,485,183
17508,70734,92,34
17509,70736,51,11
17510,70740,334,120
17511,70750,165,70
17512,70752,335,122
17513,70754,425,167
17514,70759,11,268
17515,70760,11,263
17516,70774,441,166
17517,70789,548,200
17518,70814,160,58
17519,70818,329,125
17520,71004,13,9
17521,71016,18,7
17522,71019,333,149
17523,71027,230,104
17524,71029,399,5
17525,71032,53,22
17526,71033,59,20
17527,71044,394,195
17528,71046,419,225
17529,71051,240,109
17530,71055,50,23
17531,71060,256,121
17532,71063,19,7
17533,71067,38,21
17534,71068,136,64
17535,71069,9,227
17536,71071,5,180
17537,71104,183,84
17538,71105,159,74
17539,71106,210,96
17540,71107,227,109
17541,71108,155,74
17542,71112,235,112
17543,71129,103,46
17544,71203,102,40
17545,71219,15,5
17546,71220,85,36
17547,71223,172,66
17548,71229,97,38
17549,71232,149,57
17550,71234,121,47
17551,71237,16,5
17552,71241,180,74
17553,71243,206,78
17554,71250,16,6
17555,71253,164,56
17556,71275,45,17
17557,71276,41,17
17558,71277,23,12
17559,71323,14,6
17560,71326,24,8
17561,71331,70,27
17562,71340,131,45
17563,71341,10,56
17564,71343,132,46
17565,71350,10,57
17566,71360,129,44
17567,71362,23,6
17568,71369,5,175
17569,71371,35,6
17570,71404,31,8
17571,71409,72,26
17572,71410,33,9
17573,71414,25,6
17574,71416,35,7
17575,71423,148,56
17576,71426,103,8
17577,71433,78,28
17578,71438,59,24
17579,71439,103,49
17580,71441,11,90
17581,71450,35,15
17582,71454,34,7
17583,71461,16,8
17584,71465,240,88
17585,71468,28,8
17586,71469,164,68
17587,71472,180,68
17588,71474,146,62
17589,71479,12,77
17590,71486,10,9
17591,71602,53,23
17592,71603,40,20
17593,71630,107,36
17594,71631,9,8
17595,71638,32,10
17596,71643,10,46
17597,71646,76,31
17598,71647,14,8
17599,71652,28,12
17600,71653,92,33
17601,71655,90,35
17602,71665,108,53
17603,71674,7,38
17604,71676,15,6
17605,71701,101,54
17606,71720,10,7
17607,71722,100,56
17608,71725,12,5
17609,71740,20,11
17610,71744,70,41
17611,71751,26,15
17612,71753,120,68
17613,71759,26,15
17614,71764,39,19
17615,71765,24,12
17616,71827,26,14
17617,71832,11,10
17618,71835,17,11
17619,71836,93,48
17620,71837,83,37
17621,71841,10,11
17622,71845,161,84
17623,71847,231,129
17624,71851,27,20
17625,71852,203,116
17626,71854,150,78
17627,71859,145,75
17628,71862,15,11
17629,71865,91,44
17630,71866,127,76
17631,71909,96,57
17632,71923,213,125
17633,71937,12,8
17634,71941,109,59
17635,71944,13,14
17636,71950,10,12
17637,71956,66,42
17638,71958,12,13
17639,71965,182,112
17640,71969,198,119
17641,71971,17,12
17642,71973,14,10
17643,71999,16,5
17644,72001,9,5
17645,72004,396,186
17646,72005,161,81
17647,72006,195,94
17648,72007,263,137
17649,72012,155,76
17650,72013,23,19
17651,72016,264,142
17652,72020,35,18
17653,72025,56,29
17654,72027,421,208
17655,72030,340,178
17656,72035,21,15
17657,72040,52,25
17658,72041,20,7
17659,72042,7,54
17660,72044,17,14
17661,72045,25,9
17662,72051,145,86
17663,72055,6,45
17664,72058,103,54
17665,72060,56,27
17666,72061,84,48
17667,72063,114,59
17668,72064,34,14
17669,72067,21,16
17670,72068,34,19
17671,72069,78,30
17672,72072,6,216
17673,72076,400,195
17674,72083,276,135
17675,72084,420,224
17676,72085,30,21
17677,72086,507,245
17678,72088,6,93
17679,72099,20,6
17680,72103,165,74
17681,72107,23,16
17682,72110,117,57
17683,72111,107,54
17684,72116,123,69
17685,72117,381,185
17686,72121,51,33
17687,72122,259,132
17688,72123,172,85
17689,72125,10,5
17690,72127,102,48
17691,72130,6,7
17692,72131,65,39
17693,72134,5,70
17694,72137,58,38
17695,72141,13,103
17696,72143,467,237
17697,72156,6,243
17698,72157,23,14
17699,72167,141,84
17700,72168,161,81
17701,72170,18,6
17702,72175,403,190
17703,72176,148,60
17704,72202,266,136
17705,72206,336,164
17706,72223,377,188
17707,72321,23,9
17708,72322,12,5
17709,72324,12,158
17710,72326,28,9
17711,72335,24,8
17712,72341,14,6
17713,72347,8,79
17714,72350,218,94
17715,72355,11,6
17716,72360,297,123
17717,72365,66,35
17718,72392,8,43
17719,72395,5,399
17720,72404,81,44
17721,72410,41,30
17722,72412,85,47
17723,72413,7,75
17724,72414,9,161
17725,72416,87,47
17726,72417,67,39
17727,72419,10,281
17728,72424,149,73
17729,72426,19,7
17730,72428,51,24
17731,72429,50,29
17732,72430,10,94
17733,72432,65,32
17734,72434,26,12
17735,72436,9,85
17736,72437,78,43
17737,72438,201,94
17738,72440,34,16
17739,72443,18,11
17740,72445,64,34
17741,72449,45,24
17742,72453,154,76
17743,72454,15,8
17744,72456,185,86
17745,72457,11,75
17746,72458,138,71
17747,72466,35,19
17748,72469,35,18
17749,72470,154,76
17750,72471,13,8
17751,72478,11,5
17752,72479,60,33
17753,72482,20,10
17754,72501,121,69
17755,72524,25,13
17756,72526,23,14
17757,72527,12,5
17758,72530,31,21
17759,72533,82,44
17760,72534,28,16
17761,72536,97,49
17762,72538,86,39
17763,72542,16,8
17764,72543,53,37
17765,72546,46,32
17766,72560,108,61
17767,72562,19,11
17768,72567,29,21
17769,72569,24,15
17770,72572,164,92
17771,72577,86,47
17772,72579,19,11
17773,72583,27,11
17774,72584,87,47
17775,72617,83,51
17776,72623,21,9
17777,72624,24,24
17778,72631,156,127
17779,72648,17,13
17780,72650,114,71
17781,72658,31,15
17782,72660,23,23
17783,72662,88,49
17784,72669,5,81
17785,72701,172,117
17786,72712,297,210
17787,72714,110,85
17788,72718,93,65
17789,72727,473,339
17790,72729,107,63
17791,72734,303,213
17792,72738,283,211
17793,72742,16,14
17794,72745,291,215
17795,72747,5,293
17796,72752,12,9
17797,72756,421,298
17798,72761,293,205
17799,72768,209,160
17800,72774,162,118
17801,72823,55,27
17802,72832,26,14
17803,72833,196,110
17804,72835,5,56
17805,72839,9,5
17806,72843,40,18
17807,72845,8,5
17808,72847,54,29
17809,72855,180,108
17810,72856,10,5
17811,72857,198,112
17812,72863,57,32
17813,72865,12,8
17814,72923,45,29
17815,72927,187,117
17816,72928,11,6
17817,72932,24,12
17818,72935,112,72
17819,72937,111,78
17820,72938,161,101
17821,72940,108,72
17822,72941,117,72
17823,72944,80,49
17824,72947,103,66
17825,72950,17,8
17826,72951,10,6
17827,72959,444,317
17828,73002,122,71
17829,73003,161,78
17830,73004,338,224
17831,73006,87,31
17832,73009,30,14
17833,73010,392,231
17834,73013,791,429
17835,73014,57,24
17836,73018,106,55
17837,73020,840,466
17838,73029,9,6
17839,73032,11,7
17840,73033,21,12
17841,73034,717,401
17842,73038,12,7
17843,73040,312,166
17844,73041,6,75
17845,73043,326,174
17846,73044,318,139
17847,73051,211,106
17848,73052,761,450
17849,73053,21,12
17850,73055,299,152
17851,73056,72,36
17852,73059,168,81
17853,73062,195,96
17854,73065,715,416
17855,73066,76,32
17856,73067,33,18
17857,73069,227,123
17858,73071,210,100
17859,73073,67,32
17860,73075,39,23
17861,73077,53,23
17862,73079,157,87
17863,73080,185,97
17864,73086,75,41
17865,73092,20,11
17866,73096,30,17
17867,73103,109,89
17868,73105,248,180
17869,73110,109,35
17870,73112,298,209
17871,73118,278,199
17872,73121,146,85
17873,73122,85,53
17874,73127,596,348
17875,73132,236,127
17876,73135,171,83
17877,73141,64,28
17878,73145,119,38
17879,73173,82,58
17880,73401,219,148
17881,73432,49,37
17882,73438,37,17
17883,73440,7,5
17884,73442,14,15
17885,73443,37,15
17886,73446,232,150
17887,73447,55,29
17888,73448,78,38
17889,73456,192,102
17890,73458,164,98
17891,73459,31,21
17892,73461,192,116
17893,73463,167,111
17894,73481,49,24
17895,73487,49,24
17896,73491,181,89
17897,73505,75,24
17898,73507,150,80
17899,73520,14,14
17900,73521,18,17
17901,73530,16,9
17902,73532,19,13
17903,73537,31,20
17904,73538,114,44
17905,73539,27,21
17906,73542,226,107
17907,73544,62,35
17908,73546,80,34
17909,73548,61,38
17910,73549,18,16
17911,73550,60,32
17912,73552,79,28
17913,73553,78,32
17914,73555,225,106
17915,73556,17,12
17916,73557,82,25
17917,73562,100,47
17918,73565,281,144
17919,73566,18,16
17920,73569,6,7
17921,73570,25,21
17922,73622,31,18
17923,73625,30,16
17924,73626,35,20
17925,73627,24,11
17926,73632,158,73
17927,73638,52,35
17928,73641,146,67
17929,73642,39,25
17930,73644,56,30
17931,73645,51,28
17932,73646,29,#N/A
17933,73650,17,7
17934,73651,16,16
17935,73654,55,36
17936,73658,73,45
17937,73659,62,40
17938,73660,33,17
17939,73661,11,8
17940,73666,13,6
17941,73703,44,22
17942,73705,43,20
17943,73716,59,34
17944,73717,13,19
17945,73719,48,28
17946,73720,46,24
17947,73722,49,32
17948,73724,116,57
17949,73726,5,6
17950,73727,42,19
17951,73729,59,34
17952,73730,180,94
17953,73731,59,40
17954,73733,24,13
17955,73734,42,29
17956,73736,9,9
17957,73737,66,41
17958,73738,55,27
17959,73739,83,42
17960,73743,44,22
17961,73744,9,5
17962,73747,202,93
17963,73749,21,12
17964,73753,43,22
17965,73754,37,12
17966,73755,110,60
17967,73758,79,43
17968,73759,104,60
17969,73760,46,25
17970,73763,27,15
17971,73764,918,515
17972,73768,19,12
17973,73771,79,45
17974,73773,46,24
17975,73801,11,15
17976,73832,39,26
17977,73838,14,18
17978,73840,10,15
17979,73842,12,20
17980,73844,26,43
17981,73851,6,6
17982,73852,14,19
17983,73853,8,9
17984,73855,7,18
17985,73857,7,9
17986,73858,9,15
17987,73931,30,6
17988,73932,21,35
17989,73937,19,17
17990,73938,21,39
17991,73944,11,16
17992,73947,12,18
17993,73950,16,23
17994,74001,94,72
17995,74002,77,57
17996,74010,692,400
17997,74011,327,185
17998,74023,67,33
17999,74027,33,25
18000,74029,22,20
18001,74034,15,12
18002,74036,318,199
18003,74038,22,15
18004,74042,32,25
18005,74044,115,74
18006,74045,59,29
18007,74047,473,281
18008,74048,35,28
18009,74050,8,6
18010,74051,22,20
18011,74052,24,15
18012,74054,9,395
18013,74056,349,242
18014,74058,402,231
18015,74061,94,68
18016,74063,470,289
18017,74068,23,16
18018,74071,233,113
18019,74072,46,26
18020,74079,25,15
18021,74080,109,82
18022,74081,7,391
18023,74082,245,193
18024,74083,39,26
18025,74084,40,32
18026,74107,390,237
18027,74115,147,129
18028,74116,413,258
18029,74119,35,40
18030,74129,250,157
18031,74131,82,43
18032,74135,321,207
18033,74136,274,159
18034,74137,189,93
18035,74330,54,40
18036,74331,42,29
18037,74332,50,38
18038,74337,82,56
18039,74349,12,9
18040,74352,52,29
18041,74358,9,5
18042,74359,49,29
18043,74363,122,53
18044,74365,38,25
18045,74366,41,30
18046,74369,281,161
18047,74370,109,56
18048,74422,76,42
18049,74423,33,15
18050,74425,97,51
18051,74426,410,197
18052,74430,35,18
18053,74431,8,14
18054,74434,69,32
18055,74436,394,214
18056,74437,410,203
18057,74438,49,30
18058,74442,33,16
18059,74446,39,19
18060,74450,47,26
18061,74451,54,28
18062,74452,421,265
18063,74455,14,7
18064,74456,10,6
18065,74458,31,13
18066,74459,5,344
18067,74464,506,313
18068,74467,114,65
18069,74468,16,9
18070,74472,138,79
18071,74501,72,38
18072,74521,74,56
18073,74522,21,10
18074,74523,91,6
18075,74528,23,11
18076,74530,172,102
18077,74531,18,12
18078,74533,14,8
18079,74534,150,90
18080,74535,32,24
18081,74546,19,9
18082,74549,60,49
18083,74552,8,5
18084,74553,32,17
18085,74557,72,48
18086,74558,62,49
18087,74561,30,16
18088,74562,7,6
18089,74563,154,5
18090,74570,105,64
18091,74571,122,84
18092,74572,28,20
18093,74574,48,37
18094,74576,99,70
18095,74577,100,70
18096,74578,72,44
18097,74604,29,13
18098,74630,35,18
18099,74631,37,18
18100,74632,42,23
18101,74633,16,9
18102,74637,494,280
18103,74640,63,29
18104,74641,11,5
18105,74643,58,24
18106,74644,136,72
18107,74646,37,19
18108,74647,66,38
18109,74650,384,221
18110,74652,20,12
18111,74701,90,61
18112,74722,57,42
18113,74723,13,16
18114,74735,48,41
18115,74736,19,17
18116,74738,5,64
18117,74745,21,17
18118,74754,53,46
18119,74756,68,54
18120,74759,12,11
18121,74760,69,54
18122,74764,61,49
18123,74801,104,48
18124,74804,78,38
18125,74820,274,150
18126,74825,16,13
18127,74826,52,29
18128,74831,103,65
18129,74839,29,14
18130,74844,16,12
18131,74845,19,12
18132,74848,137,72
18133,74849,31,21
18134,74850,24,11
18135,74852,138,64
18136,74854,67,33
18137,74855,80,35
18138,74856,49,26
18139,74857,731,417
18140,74860,65,29
18141,74867,30,21
18142,74868,54,25
18143,74869,11,5
18144,74878,120,73
18145,74884,49,23
18146,74902,71,53
18147,74930,71,52
18148,74931,71,45
18149,74935,14,14
18150,74936,14,9
18151,74942,169,107
18152,74943,166,5
18153,74945,8,244
18154,74946,58,41
18155,74948,294,183
18156,74949,82,59
18157,74951,116,78
18158,74956,67,55
18159,74960,500,333
18160,74964,50,32
18161,75001,521,373
18162,75020,106,74
18163,75021,58,43
18164,75040,374,252
18165,75042,508,374
18166,75050,1600,1200
18167,75051,1400,1100
18168,75052,862,614
18169,75058,573,326
18170,75062,1800,1500
18171,75068,777,459
18172,75074,377,200
18173,75081,560,408
18174,75092,104,73
18175,75102,68,55
18176,75105,21,15
18177,75109,75,52
18178,75110,93,67
18179,75127,19,19
18180,75134,600,568
18181,75147,150,102
18182,75149,1000,929
18183,75154,1900,1500
18184,75156,33,20
18185,75157,35,28
18186,75161,281,161
18187,75163,23,15
18188,75164,112,69
18189,75203,428,555
18190,75208,435,571
18191,75220,1800,1600
18192,75226,235,353
18193,75228,491,429
18194,75231,686,638
18195,75235,618,717
18196,75236,1200,1000
18197,75244,175,142
18198,75402,186,118
18199,75407,2000,1400
18200,75410,80,57
18201,75411,26,20
18202,75412,37,29
18203,75413,15,7
18204,75417,40,25
18205,75420,23,12
18206,75421,20,15
18207,75426,129,87
18208,75431,49,34
18209,75437,23,11
18210,75439,16,10
18211,75442,941,583
18212,75446,664,420
18213,75448,10,6
18214,75449,83,50
18215,75450,50,34
18216,75451,16,9
18217,75455,231,141
18218,75457,58,39
18219,75462,165,116
