,zip code,num_of_fast_food
525,02826,317
526,02827,7
527,02828,27
528,02830,31
529,02831,152
530,02832,13
531,02833,26
532,02835,60
533,02837,42
534,02838,5
535,02839,283
536,02840,31
537,02841,31
538,02842,50
539,02852,80
540,02857,73
541,02858,48
542,02859,10
543,02860,147
544,02861,132
545,02863,36
546,02864,178
547,02865,186
548,02871,67
549,02872,95
550,02874,61
551,02875,124
552,02878,59
553,02879,22
554,02881,12
555,02882,51
556,02885,19
557,02886,172
558,02888,115
559,02889,34
560,02891,25
561,02892,26
562,02893,31
563,02894,146
564,02895,9
565,02896,126
566,02898,22
567,02903,98
568,02904,156
569,02905,144
570,02906,83
571,02907,148
572,02908,95
573,02909,93
574,02910,37
575,02911,47
576,02912,9
577,02914,144
578,02915,114
579,02916,37
580,02917,180
581,02919,195
582,02920,131
583,02921,86
584,03031,71
585,03032,60
586,03033,22
587,03034,51
588,03036,27
589,03037,14
590,03038,93
591,03042,18
592,03043,6
593,03044,5
594,03045,48
595,03046,50
596,03047,6
597,03048,13
598,03049,46
599,03051,76
600,03052,80
601,03053,82
602,03054,80
603,03055,34
604,03057,5
605,03060,31
606,03062,32
607,03063,32
608,03064,30
609,03070,6
610,03071,9
611,03076,103
612,03077,11
613,03079,71
614,03082,12
615,03084,9
616,03086,11
617,03087,93
618,03101,36
619,03102,52
620,03103,59
621,03104,42
622,03106,53
623,03109,43
624,03110,59
625,03215,28
626,03216,165
627,03217,26
628,03218,283
629,03220,16
630,03221,16
631,03222,26
632,03223,18
633,03224,17
634,03225,288
635,03226,11
636,03227,38
637,03229,14
638,03230,23
639,03231,39
640,03234,15
641,03235,11
642,03237,41
643,03238,15
644,03240,120
645,03241,6
646,03242,288
647,03243,6
648,03244,36
649,03245,8
650,03246,17
651,03249,34
652,03251,13
653,03253,27
654,03254,32
655,03255,195
656,03256,24
657,03257,163
658,03258,14
659,03259,77
660,03260,192
661,03261,6
662,03262,15
663,03263,6
664,03264,26
665,03266,20
666,03268,7
667,03269,30
668,03273,23
669,03275,19
670,03276,14
671,03278,42
672,03279,92
673,03280,218
674,03281,12
675,03282,95
676,03284,142
677,03285,13
678,03287,167
679,03290,15
680,03293,13
681,03301,76
682,03303,43
683,03304,42
684,03307,44
685,03431,26
686,03440,302
687,03441,24
688,03442,44
689,03443,5
690,03444,6
691,03445,11
692,03446,11
693,03447,6
694,03448,12
695,03449,7
696,03450,12
697,03451,7
698,03452,6
699,03455,12
700,03456,219
701,03457,15
702,03458,39
703,03461,5
704,03462,15
705,03464,10
706,03465,13
707,03466,7
708,03467,17
709,03470,32
710,03561,13
711,03570,6
712,03574,9
713,03576,13
714,03579,5
715,03580,12
716,03581,14
717,03582,7
718,03583,41
719,03584,12
720,03585,13
721,03586,70
722,03588,5
723,03590,15
724,03592,6
725,03593,49
726,03595,45
727,03597,17
728,03598,12
729,03601,5
730,03602,32
731,03603,13
732,03604,29
733,03605,194
734,03607,149
735,03608,119
736,03609,29
737,03740,75
738,03741,21
739,03743,22
740,03745,87
741,03746,20
742,03748,22
743,03750,13
744,03751,21
745,03752,195
746,03753,11
747,03755,17
748,03765,12
749,03766,13
750,03768,89
751,03770,21
752,03771,52
753,03773,22
754,03774,85
755,03777,86
756,03779,87
757,03780,88
758,03781,21
759,03782,166
760,03784,14
761,03785,11
762,03801,62
763,03809,53
764,03810,32
765,03811,19
766,03812,27
767,03813,141
768,03814,130
769,03816,27
770,03818,24
771,03819,248
772,03820,52
773,03823,53
774,03824,55
775,03825,101
776,03826,7
777,03827,57
778,03830,5
779,03832,8
780,03833,45
781,03835,10
782,03836,133
783,03837,7
784,03838,16
785,03839,7
786,03840,33
787,03841,6
788,03842,61
789,03844,55
790,03845,16
791,03846,23
792,03848,47
793,03849,6
794,03850,31
795,03851,8
796,03852,307
797,03853,13
798,03854,19
799,03855,52
800,03856,7
801,03857,55
802,03858,7
803,03860,16
804,03861,30
805,03862,61
806,03864,162
807,03865,15
808,03867,19
809,03868,22
810,03869,14
811,03870,50
812,03872,19
813,03873,233
814,03874,37
815,03875,7
816,03878,13
817,03882,202
818,03884,116
819,03885,59
820,03886,5
821,03887,5
822,03890,33
823,03894,26
824,03901,22
825,03902,44
826,03903,60
827,03904,29
828,03905,48
829,03906,23
830,03907,9
831,03908,34
832,03909,51
833,03910,5
834,04001,24
835,04002,72
836,04003,98
837,04005,117
838,04006,8
839,04008,15
840,04009,19
841,04010,181
842,04011,107
843,04015,5
844,04017,109
845,04020,210
846,04021,66
847,04022,167
848,04024,186
849,04027,47
850,04029,177
851,04030,267
852,04032,110
853,04037,153
854,04038,99
855,04039,7
856,04040,19
857,04041,178
858,04042,8
859,04043,26
860,04046,125
861,04047,219
862,04048,223
863,04049,210
864,04050,36
865,04051,23
866,04055,5
867,04056,22
868,04061,251
869,04062,100
870,04063,8
871,04064,15
872,04066,98
873,04068,190
874,04069,7
875,04071,96
876,04072,61
877,04073,10
878,04074,105
879,04076,35
880,04079,101
881,04083,54
882,04084,98
883,04085,193
884,04086,17
885,04087,291
886,04088,141
887,04090,20
888,04091,184
889,04092,77
890,04093,106
891,04095,260
892,04096,70
893,04097,8
894,04101,51
895,04102,73
896,04103,69
897,04105,79
898,04106,86
899,04107,78
900,04108,78
901,04110,6
902,04210,36
903,04216,20
904,04217,11
905,04219,5
906,04220,18
907,04221,6
908,04222,24
909,04224,62
910,04226,44
911,04231,85
912,04236,14
913,04237,55
914,04238,13
915,04239,50
916,04240,47
917,04250,23
918,04252,45
919,04253,67
920,04254,66
921,04255,65
922,04256,11
923,04257,55
924,04258,15
925,04259,133
926,04260,19
927,04261,48
928,04263,26
929,04265,30
930,04268,138
931,04270,25
932,04274,10
933,04275,22
934,04276,49
935,04280,43
936,04281,135
937,04282,17
938,04284,73
939,04285,5
940,04287,15
941,04289,78
942,04290,6
943,04292,85
944,04294,5
945,04330,18
946,04342,165
947,04344,9
948,04345,35
949,04346,10
950,04347,9
951,04348,24
952,04349,68
953,04350,7
954,04351,9
955,04352,66
956,04353,31
957,04354,94
958,04355,9
959,04357,152
960,04358,16
961,04359,32
962,04360,51
963,04363,87
964,04364,9
965,04401,14
966,04406,19
967,04408,28
968,04410,25
969,04411,12
970,04412,14
971,04413,2
972,04414,3
973,04415,12
974,04416,21
975,04417,15
976,04418,11
977,04419,48
978,04421,64
979,04422,25
980,04424,2
981,04426,18
982,04427,31
983,04428,17
984,04429,18
985,04430,2
986,04434,47
987,04435,32
988,04438,68
989,04441,1
990,04443,22
991,04444,15
992,04448,16
993,04449,29
994,04450,15
995,04451,3
996,04453,16
997,04455,15
998,04456,53
999,04457,3
1000,04459,2
1001,04460,2
1002,04461,8
1003,04462,1
1004,04463,18
1005,04464,10
1006,04468,14
1007,04469,14
1008,04471,1
1009,04472,22
1010,04473,14
1011,04474,12
1012,04475,16
1013,04476,60
1014,04478,0
1015,04479,22
1016,04481,18
1017,04485,6
1018,04487,10
1019,04488,40
1020,04489,14
1021,04490,1
1022,04491,2
1023,04492,1
1024,04493,16
1025,04495,3
1026,04496,6
1027,04497,2
1028,04530,43
1029,04535,9
1030,04537,22
1031,04538,22
1032,04539,9
1033,04543,23
1034,04544,22
1035,04547,20
1036,04548,25
1037,04551,6
1038,04553,8
1039,04554,17
1040,04555,7
1041,04556,11
1042,04558,18
1043,04562,33
1044,04563,6
1045,04564,8
1046,04568,144
1047,04571,22
1048,04572,24
1049,04573,8
1050,04574,84
1051,04575,160
1052,04576,22
1053,04578,23
1054,04579,16
1055,04605,54
1056,04606,28
1057,04607,26
1058,04609,27
1059,04611,26
1060,04612,26
1061,04613,26
1062,04614,25
1063,04616,57
1064,04617,63
1065,04619,2
1066,04622,43
1067,04623,28
1068,04624,42
1069,04625,26
1070,04626,3
1071,04627,53
1072,04628,5
1073,04630,22
1074,04631,2
1075,04634,23
1076,04637,2
1077,04640,20
1078,04642,20
1079,04643,19
1080,04646,17
1081,04648,25
1082,04649,25
1083,04650,23
1084,04652,2
1085,04653,49
1086,04654,28
1087,04655,6
1088,04657,21
1089,04658,21
1090,04660,26
1091,04662,5
1092,04664,26
1093,04666,3
1094,04667,3
1095,04668,2
1096,04671,3
1097,04673,18
1098,04674,5
1099,04675,26
1100,04676,60
1101,04677,26
1102,04679,17
1103,04680,23
1104,04681,45
1105,04684,25
1106,04685,43
1107,04686,11
1108,04691,5
1109,04693,19
1110,04694,2
1111,04730,1
1112,04732,0
1113,04733,2
1114,04734,6
1115,04735,6
1116,04736,5
1117,04739,4
1118,04740,5
1119,04742,5
1120,04743,5
1121,04745,2
1122,04746,2
1123,04747,2
1124,04750,5
1125,04756,2
1126,04757,5
1127,04758,6
1128,04760,6
1129,04761,1
1130,04762,5
1131,04763,2
1132,04764,6
1133,04765,4
1134,04766,5
1135,04768,0
1136,04769,5
1137,04772,5
1138,04773,2
1139,04774,0
1140,04776,2
1141,04777,2
1142,04779,5
1143,04780,7
1144,04781,5
1145,04783,5
1146,04785,5
1147,04786,5
1148,04787,6
1149,04841,11
1150,04843,19
1151,04847,8
1152,04848,17
1153,04849,18
1154,04851,44
1155,04852,8
1156,04853,57
1157,04854,6
1158,04855,20
1159,04856,11
1160,04858,6
1161,04859,12
1162,04860,18
1163,04861,6
1164,04862,27
1165,04863,55
1166,04864,11
1167,04901,18
1168,04910,5
1169,04911,13
1170,04912,19
1171,04915,12
1172,04917,20
1173,04918,61
1174,04920,11
1175,04921,18
1176,04922,51
1177,04923,28
1178,04924,9
1179,04925,8
1180,04927,7
1181,04928,29
1182,04929,44
1183,04930,23
1184,04932,52
1185,04937,7
1186,04938,42
1187,04939,26
1188,04941,15
1189,04942,26
1190,04943,39
1191,04945,0
1192,04947,15
1193,04949,77
1194,04950,28
1195,04951,62
1196,04952,5
1197,04953,40
1198,04955,44
1199,04956,26
1200,04957,12
1201,04958,8
1202,04961,15
1203,04962,8
1204,04963,19
1205,04964,12
1206,04965,42
1207,04966,7
1208,04967,8
1209,04969,47
1210,04970,10
1211,04971,34
1212,04973,18
1213,04974,5
1214,04976,9
1215,04978,6
1216,04979,21
1217,04981,12
1218,04982,15
1219,04983,22
1220,04984,29
1221,04985,4
1222,04986,7
1223,04987,51
1224,04988,63
1225,04989,12
1226,05001,27
1227,05032,22
1228,05033,88
1229,05034,34
1230,05035,53
1231,05036,96
1232,05037,29
1233,05038,100
1234,05039,82
1235,05040,11
1236,05041,12
1237,05042,65
1238,05043,86
1239,05045,19
1240,05046,11
1241,05048,14
1242,05050,50
1243,05051,7
1244,05053,21
1245,05055,15
1246,05056,9
1247,05058,18
1248,05059,30
1249,05060,10
1250,05061,100
1251,05062,10
1252,05065,13
1253,05067,8
1254,05068,21
1255,05069,70
1256,05070,74
1257,05072,86
1258,05075,80
1259,05076,77
1260,05077,103
1261,05079,86
1262,05081,73
1263,05083,89
1264,05084,21
1265,05086,77
1266,05089,29
1267,05091,32
1268,05101,103
1269,05141,101
1270,05142,8
1271,05143,87
1272,05146,94
1273,05148,15
1274,05149,30
1275,05150,11
1276,05151,5
1277,05152,122
1278,05153,8
1279,05154,33
1280,05155,27
1281,05156,13
1282,05158,114
1283,05161,6
1284,05201,24
1285,05250,19
1286,05251,197
1287,05252,5
1288,05253,185
1289,05254,233
1290,05255,233
1291,05257,7
1292,05260,28
1293,05261,15
1294,05262,23
1295,05301,26
1296,05340,137
1297,05341,24
1298,05342,136
1299,05343,91
1300,05345,10
1301,05346,23
1302,05350,7
1303,05352,14
1304,05353,90
1305,05354,6
1306,05355,83
1307,05356,108
1308,05358,17
1309,05359,96
1310,05360,20
1311,05361,155
1312,05363,31
1313,05401,31
1314,05403,37
1315,05404,27
1316,05405,26
1317,05408,29
1318,05440,12
1319,05441,77
1320,05442,79
1321,05443,16
1322,05444,52
1323,05445,7
1324,05446,48
1325,05447,8
1326,05448,43
1327,05450,8
1328,05452,36
1329,05454,77
1330,05455,77
1331,05456,88
1332,05457,210
1333,05458,7
1334,05459,220
1335,05461,9
1336,05462,6
1337,05463,86
1338,05464,49
1339,05465,57
1340,05468,48
1341,05471,68
1342,05472,11
1343,05473,89
1344,05474,12
1345,05476,77
1346,05477,58
1347,05478,12
1348,05482,37
1349,05483,77
1350,05486,10
1351,05487,88
1352,05488,12
1353,05489,59
1354,05491,5
1355,05492,83
1356,05494,30
1357,05495,37
1358,05602,22
1359,05640,11
1360,05641,19
1361,05647,53
1362,05648,11
1363,05649,7
1364,05650,7
1365,05651,7
1366,05652,77
1367,05653,79
1368,05654,14
1369,05655,77
1370,05656,84
1371,05657,20
1372,05658,57
1373,05660,28
1374,05661,20
1375,05663,7
1376,05667,7
1377,05669,97
1378,05672,26
1379,05673,54
1380,05674,95
1381,05675,105
1382,05676,55
1383,05677,16
1384,05679,97
1385,05680,20
1386,05681,83
1387,05682,22
1388,05701,18
1389,05730,6
1390,05732,73
1391,05733,14
1392,05734,95
1393,05735,6
1394,05736,5
1395,05737,14
1396,05738,14
1397,05739,15
1398,05742,7
1399,05743,15
1400,05744,5
1401,05747,95
1402,05748,111
1403,05751,8
1404,05753,9
1405,05757,99
1406,05758,6
1407,05759,8
1408,05760,67
1409,05761,128
1410,05762,5
1411,05763,6
1412,05764,83
1413,05765,5
1414,05766,103
1415,05767,13
1416,05769,104
1417,05770,74
1418,05772,5
1419,05773,19
1420,05774,108
1421,05775,125
1422,05776,189
1423,05777,16
1424,05778,77
1425,05819,13
1426,05820,50
1427,05821,48
1428,05822,8
1429,05824,12
1430,05825,8
1431,05826,76
1432,05827,51
1433,05828,9
1434,05829,23
1435,05830,23
1436,05832,54
1437,05833,40
1438,05836,44
1439,05837,7
1440,05839,39
1441,05841,47
1442,05842,41
1443,05843,19
1444,05845,11
1445,05846,28
1446,05847,8
1447,05851,9
1448,05853,31
1449,05855,23
1450,05857,5
1451,05858,10
1452,05859,5
1453,05860,8
1454,05862,46
1455,05866,39
1456,05867,8
1457,05868,47
1458,05871,7
1459,05872,29
1460,05873,16
1461,05874,67
1462,05875,40
1463,05902,10
1464,05903,14
1465,05904,5
1466,05905,25
1467,05906,44
1468,05907,19
1469,06001,96
1470,06002,108
1471,06010,83
1472,06013,47
1473,06016,9
1474,06018,5
1475,06019,45
1476,06021,75
1477,06023,7
1478,06024,32
1479,06026,47
1480,06027,173
1481,06029,202
1482,06031,7
1483,06032,118
1484,06033,123
1485,06035,28
1486,06037,130
1487,06039,581
1488,06040,99
1489,06042,104
1490,06043,51
1491,06051,43
1492,06052,7
1493,06053,58
1494,06057,20
1495,06058,52
1496,06060,185
1497,06062,34
1498,06063,17
1499,06065,12
1500,06066,20
1501,06067,129
1502,06068,569
1503,06069,745
1504,06070,81
1505,06071,47
1506,06073,116
1507,06074,107
1508,06076,133
1509,06078,56
1510,06081,66
1511,06082,51
1512,06084,27
1513,06085,18
1514,06088,13
1515,06089,89
1516,06090,211
1517,06091,155
1518,06092,68
1519,06093,48
1520,06095,116
1521,06096,17
1522,06098,136
1523,06103,13
1524,06105,71
1525,06106,79
1526,06107,61
1527,06108,74
1528,06109,81
1529,06110,70
1530,06111,57
1531,06112,33
1532,06114,81
1533,06117,54
1534,06118,68
1535,06119,36
1536,06120,25
1537,06226,8
1538,06231,17
1539,06232,187
1540,06234,5
1541,06235,13
1542,06237,23
1543,06238,27
1544,06239,5
1545,06241,6
1546,06242,869
1547,06247,15
1548,06248,39
1549,06249,154
1550,06250,14
1551,06254,26
1552,06255,10
1553,06256,7
1554,06259,7
1555,06260,6
1556,06262,7
1557,06264,14
1558,06266,21
1559,06268,15
1560,06277,10
1561,06278,7
1562,06279,8
1563,06280,17
1564,06281,11
1565,06282,42
1566,06320,55
1567,06330,19
1568,06331,8
1569,06332,6
1570,06333,58
1571,06334,21
1572,06335,65
1573,06339,68
1574,06340,57
1575,06351,21
1576,06354,7
1577,06355,64
1578,06357,45
1579,06359,38
1580,06360,20
1581,06365,38
1582,06370,55
1583,06371,134
1584,06373,227
1585,06374,7
1586,06375,33
1587,06376,44
1588,06377,7
1589,06378,62
1590,06379,28
1591,06380,26
1592,06382,64
1593,06384,7
1594,06385,56
1595,06390,48
1596,06401,27
1597,06403,422
1598,06405,113
1599,06409,19
1600,06410,92
1601,06412,25
1602,06413,21
1603,06415,226
1604,06416,29
1605,06417,21
1606,06418,31
1607,06419,26
1608,06420,48
1609,06422,56
1610,06423,13
1611,06424,292
1612,06426,13
1613,06437,275
1614,06438,252
1615,06441,27
1616,06442,15
1617,06443,237
1618,06447,47
1619,06450,100
1620,06451,28
1621,06455,28
1622,06457,74
1623,06460,188
1624,06461,49
1625,06467,7
1626,06468,93
1627,06469,245
1628,06470,73
1629,06471,13
1630,06472,135
1631,06473,164
1632,06475,21
1633,06477,191
1634,06478,66
1635,06479,21
1636,06480,77
1637,06481,10
1638,06482,62
1639,06483,152
1640,06484,141
1641,06488,55
1642,06489,115
1643,06492,135
1644,06498,21
1645,06510,55
1646,06511,111
1647,06512,139
1648,06513,91
1649,06514,176
1650,06515,107
1651,06516,158
1652,06517,102
1653,06518,173
1654,06519,74
1655,06524,166
1656,06525,178
1657,06604,130
1658,06605,62
1659,06606,69
1660,06607,26
1661,06608,36
1662,06610,71
1663,06611,132
1664,06612,160
1665,06614,60
1666,06615,60
1667,06702,17
1668,06704,22
1669,06705,24
1670,06706,23
1671,06708,21
1672,06710,15
1673,06712,22
1674,06716,81
1675,06750,105
1676,06751,193
1677,06752,58
1678,06754,877
1679,06755,109
1680,06756,9
1681,06757,904
1682,06758,23
1683,06759,118
1684,06762,39
1685,06763,27
1686,06770,72
1687,06776,142
1688,06777,11
1689,06778,190
1690,06779,22
1691,06782,58
1692,06783,31
1693,06784,21
1694,06785,10
1695,06786,62
1696,06787,39
1697,06790,12
1698,06791,37
1699,06793,14
1700,06794,12
1701,06795,36
1702,06796,45
1703,06798,35
1704,06801,79
1705,06804,68
1706,06807,92
1707,06810,65
1708,06811,70
1709,06812,62
1710,06820,167
1711,06824,150
1712,06825,62
1713,06830,259
1714,06831,242
1715,06840,147
1716,06850,97
1717,06851,76
1718,06853,33
1719,06854,82
1720,06855,71
1721,06870,91
1722,06877,71
1723,06878,91
1724,06880,172
1725,06883,161
1726,06890,56
1727,06896,118
1728,06897,139
1729,06901,41
1730,06902,188
1731,06903,211
1732,06905,77
1733,06906,52
1734,06907,101
1735,07001,22
1736,07002,580
1737,07003,2000
1738,07004,88
1739,07005,173
1740,07006,113
1741,07008,118
1742,07009,162
1743,07010,302
1744,07011,234
1745,07012,94
1746,07013,217
1747,07014,89
1748,07016,118
1749,07017,68
1750,07018,60
1751,07020,1600
1752,07021,18
1753,07022,27
1754,07023,25
1755,07024,775
1756,07026,94
1757,07027,17
1758,07028,216
1759,07029,55
1760,07030,1200
1761,07031,43
1762,07032,313
1763,07033,41
1764,07034,20
1765,07035,68
1766,07036,141
1767,07039,78
1768,07040,26
1769,07041,28
1770,07042,204
1771,07043,53
1772,07044,48
1773,07045,241
1774,07046,16
1775,07047,2200
1776,07050,46
1777,07052,134
1778,07054,230
1779,07055,243
1780,07057,99
1781,07058,68
1782,07059,244
1783,07060,73
1784,07062,22
1785,07063,28
1786,07064,16
1787,07065,26
1788,07066,113
1789,07067,24
1790,07068,105
1791,07069,60
1792,07070,395
1793,07071,401
1794,07072,857
1795,07073,488
1796,07074,44
1797,07075,97
1798,07076,101
1799,07077,25
1800,07078,84
1801,07079,28
1802,07080,100
1803,07081,112
1804,07082,58
1805,07083,150
1806,07086,1100
1807,07087,1100
1808,07088,8
1809,07090,110
1810,07092,105
1811,07093,721
1812,07094,1800
1813,07095,71
1814,07102,51
1815,07103,64
1816,07104,185
1817,07105,225
1818,07106,29
1819,07107,180
1820,07108,57
1821,07109,65
1822,07110,212
1823,07111,27
1824,07112,51
1825,07114,205
1826,07201,194
1827,07202,152
1828,07203,135
1829,07204,55
1830,07205,55
1831,07206,175
1832,07208,179
1833,07302,544
1834,07304,142
1835,07305,2000
1836,07306,171
1837,07307,291
1838,07310,1100
1839,07311,7
1840,07401,13
1841,07403,26
1842,07405,140
1843,07407,55
1844,07410,177
1845,07416,7
1846,07417,49
1847,07418,175
1848,07419,19
1849,07420,26
1850,07421,37
1851,07422,28
1852,07423,13
1853,07424,187
1854,07430,143
1855,07432,12
1856,07435,87
1857,07436,35
1858,07438,62
1859,07439,6
1860,07440,7
1861,07442,29
1862,07444,41
1863,07446,40
1864,07450,92
1865,07452,21
1866,07456,74
1867,07457,18
