Total Population,ZIP Code,Median Income
977,30662,17815
440,30663,20270
32,30665,14239
689,30666,26516
192,30667,25051
255,30668,16639
513,30669,16627
658,30673,20095
1501,30677,33294
248,30678,21595
3352,30680,25369
592,30683,25201
2269,30701,24761
2319,30705,22013
845,30707,24918
708,30710,29422
258,30711,23269
1598,30720,26227
2986,30721,21862
244,30725,23216
1297,30728,22034
278,30730,19824
291,30731,22443
261,30733,19980
243,30734,25260
375,30735,22581
2427,30736,29583
292,30738,27143
408,30739,25931
540,30740,30123
1513,30741,20288
415,30742,23538
45,30746,21635
1449,30747,22396
767,30750,15007
753,30752,25091
617,30753,23253
785,30755,24009
87,30757,17158
405,30802,21500
197,30803,21131
358,30805,23239
29,30807,23929
383,30808,19926
2375,30809,40928
329,30810,19817
53,30812,14265
1662,30813,34457
584,30814,22032
2297,30815,22568
211,30816,25852
803,30817,22835
34,30818,26964
197,30820,25110
103,30821,20889
26,30822,20646
256,30823,17970
1051,30824,22408
504,30828,19302
799,30830,23408
259,30833,18930
1317,30901,13562
26,30903,30930
1761,30904,20152
897,30905,22333
3511,30906,19027
2705,30907,32803
2137,30909,26773
700,31001,20722
364,31002,19158
46,31003,18750
849,31005,36725
422,31006,22068
239,31007,19662
781,31008,32176
237,31009,16875
175,31011,28750
513,31012,26676
1155,31014,22101
1231,31015,16874
243,31016,20684
209,31017,20280
399,31018,9661
364,31019,21930
97,31020,15625
2236,31021,21693
337,31022,31274
956,31023,21734
1106,31024,24020
85,31025,31991
688,31027,19824
307,31028,30947
1180,31029,22794
1552,31030,18902
701,31031,23316
1155,31032,32865
112,31033,35394
309,31035,23517
1010,31036,22127
522,31037,16319
47,31038,28224
146,31041,15521
236,31042,22500
371,31044,16484
191,31046,22653
662,31047,36457
229,31049,17099
55,31050,14245
65,31051,19464
531,31052,30875
237,31054,21004
492,31055,17382
242,31057,17361
104,31058,20238
316,31060,21222
2769,31061,20911
286,31063,17093
625,31064,20888
142,31065,21989
107,31066,25942
73,31067,18250
587,31068,19706
1207,31069,24931
194,31070,14812
243,31071,22292
193,31072,22380
285,31075,22290
398,31076,19345
262,31077,21333
373,31078,21935
300,31079,22630
804,31082,20588
85,31083,25000
200,31085,21652
811,31087,18690
2085,31088,32103
566,31089,18815
165,31090,18021
548,31091,20177
372,31092,17535
1452,31093,24230
128,31094,26778
588,31096,18197
277,31097,27303
508,31098,26561
860,31201,14077
2327,31204,17670
1761,31206,14765
2290,31210,34875
981,31211,21796
1227,31216,31047
1326,31217,18146
822,31220,30573
276,31301,22227
646,31302,25333
167,31303,26597
387,31305,20618
458,31308,26071
59,31309,17344
1350,31312,33684
2766,31313,28130
272,31314,23688
725,31315,28769
562,31316,25977
26,31318,30988
1042,31320,29865
458,31321,23738
823,31322,38184
266,31323,20705
1626,31324,36878
1261,31326,33292
288,31328,39258
722,31329,26528
350,31331,28722
2336,31401,17562
2626,31404,19449
2976,31405,25538
2592,31406,25944
278,31407,45054
843,31408,20579
134,31409,23595
1487,31410,39806
667,31411,46325
1171,31415,16950
3357,31419,26480
1264,31501,20771
1241,31503,22055
835,31510,22013
190,31512,27708
1124,31513,19382
724,31516,20986
88,31518,24107
366,31519,22345
1261,31520,17037
1129,31522,40156
598,31523,28896
1708,31525,25217
30,31527,19141
130,31532,19598
865,31533,19176
643,31535,24675
856,31537,21911
786,31539,22367
237,31542,23333
181,31543,23617
76,31544,18235
972,31545,21552
653,31546,18952
225,31547,21713
1218,31548,26716
206,31549,17318
37,31550,20708
84,31551,19299
43,31552,19430
338,31553,17188
1008,31554,20970
350,31555,23413
24,31556,18393
429,31557,25965
1399,31558,27653
316,31560,22274
153,31562,20014
177,31563,25058
137,31565,30917
181,31566,17718
50,31567,17038
61,31568,18632
611,31569,27995
2417,31601,16273
2075,31602,21613
1337,31605,30882
354,31606,18914
682,31620,23682
265,31622,22892
27,31623,13125
163,31624,23348
74,31625,16359
453,31626,23470
62,31627,20227
68,31629,19792
68,31630,19375
107,31631,26176
981,31632,26969
477,31634,19144
353,31635,18972
992,31636,24375
390,31637,23382
143,31638,17031
705,31639,22183
110,31641,21629
403,31642,20569
637,31643,22747
479,31645,23097
460,31647,16783
94,31648,23063
111,31649,30986
298,31650,19625
107,31698,2974
114,31699,23424
1714,31701,16303
2603,31705,15773
1538,31707,23742
1075,31709,22206
140,31711,17934
189,31712,21032
297,31714,23754
315,31716,20963
533,31719,17070
81,31720,22195
1377,31721,35418
143,31722,21250
581,31730,20851
128,31733,26556
63,31735,17442
309,31738,22755
76,31743,12708
356,31744,23069
41,31747,11442
284,31749,23718
1331,31750,21175
38,31756,24353
721,31757,26866
1786,31763,34149
263,31764,19605
369,31765,17433
1409,31768,20503
541,31771,19073
30,31772,18304
389,31773,19758
510,31774,17996
327,31775,19521
411,31778,23333
821,31779,20501
260,31780,18343
290,31781,21694
154,31783,26667
181,31784,25833
198,31787,22478
584,31788,20406
156,31789,29375
274,31790,23750
664,31791,21402
1337,31792,21041
846,31793,27036
1431,31794,21053
308,31795,20088
185,31796,16992
50,31798,31600
279,31801,20439
454,31803,20846
302,31804,32065
188,31805,22411
661,31806,25884
159,31807,30307
382,31808,40232
61,31810,12829
557,31811,30594
72,31812,12411
16,31814,25750
344,31815,16858
255,31816,22523
591,31820,43031
555,31822,25349
58,31823,20139
187,31824,22015
307,31825,19529
350,31826,22017
306,31827,19417
52,31829,44417
333,31830,15970
359,31831,28155
22,31832,16250
292,31833,22089
134,31836,21068
716,31901,14391
1419,31903,15826
2476,31904,24793
2442,31905,22063
1802,31906,19617
3852,31907,21163
1912,31909,32171
1245,32003,41342
359,32008,21039
352,32009,29525
1006,32011,28358
1069,32024,26385
1746,32025,24251
293,32033,25153
1947,32034,31767
676,32038,24801
577,32040,25725
1336,32043,30391
225,32044,27659
764,32046,24603
1098,32052,17974
313,32053,22744
1395,32054,21437
938,32055,20885
591,32058,20767
267,32059,23142
1191,32060,21264
120,32062,21182
636,32063,26724
274,32064,20096
1530,32065,31942
614,32066,23409
2408,32068,27452
152,32071,22959
2510,32073,28412
77,32079,27303
1641,32080,31593
428,32081,47635
2247,32082,44340
632,32083,16623
2191,32084,24070
1549,32086,27268
463,32087,23485
737,32091,25109
844,32092,42996
169,32094,25457
332,32095,29005
315,32096,20603
942,32097,31315
183,32102,18304
632,32110,19841
665,32112,18075
292,32113,19155
2347,32114,18212
1534,32117,19802
1316,32118,25903
1807,32119,22388
653,32124,22371
2237,32127,27291
761,32128,32167
1236,32129,23967
372,32130,23542
415,32131,22907
531,32132,25653
623,32134,21349
710,32136,27803
2692,32137,26158
75,32139,12160
86,32140,26703
1248,32141,25118
509,32145,20951
23,32147,19000
640,32148,19536
20,32157,33393
1848,32159,24863
1553,32162,30607
2467,32164,23162
1589,32168,26867
1090,32169,35246
3030,32174,25871
1333,32176,26078
1465,32177,18778
422,32179,18564
443,32180,23189
326,32181,21086
94,32187,22372
301,32189,21121
73,32190,19813
157,32193,18722
155,32195,27440
679,32202,15087
479,32204,28789
1992,32205,27367
1712,32206,18362
2268,32207,26913
1916,32208,19852
2459,32209,16750
4255,32210,26129
2295,32211,22716
153,32212,23445
1751,32216,30188
1132,32217,28333
2858,32218,28033
505,32219,22560
660,32220,31647
1631,32221,27805
420,32222,30826
1717,32223,37233
2084,32224,36422
3120,32225,34600
906,32226,34935
295,32227,22245
54,32228,22005
1960,32233,30175
556,32234,26098
2855,32244,27909
2472,32246,29688
1580,32250,43144
970,32254,17621
2061,32256,34946
2466,32257,30638
1080,32258,42883
2770,32259,44335
532,32266,39293
1886,32277,27372
2581,32301,24583
3027,32303,27171
3151,32304,10113
1299,32305,22578
1497,32308,36457
2024,32309,41609
1220,32310,19905
1367,32311,36990
2349,32312,46115
1332,32317,41436
380,32320,23292
731,32321,19480
555,32322,20994
21,32323,14650
475,32324,21137
1700,32327,31303
297,32328,27708
113,32330,25179
383,32331,20636
201,32332,14598
817,32333,27188
204,32334,30791
103,32336,29688
991,32340,18680
334,32343,32417
1340,32344,26313
91,32346,22598
453,32347,21385
1007,32348,18010
95,32350,19363
1416,32351,21510
262,32352,24072
68,32355,38000
200,32358,28725
55,32359,24329
18,32361,27656
1771,32401,21623
486,32403,30594
2688,32404,24094
2131,32405,24666
868,32407,27591
1258,32408,25903
557,32409,27615
211,32410,28875
977,32413,29558
270,32420,16621
407,32421,23727
124,32423,27611
775,32424,17577
1596,32425,20500
134,32426,14946
171,32427,15465
1765,32428,21069
72,32430,26739
595,32431,22981
1155,32433,18891
474,32435,24762
148,32437,12147
175,32438,18482
875,32439,27818
882,32440,20850
383,32442,23608
329,32443,24296
1303,32444,30621
486,32445,17750
920,32446,22125
462,32448,20672
37,32449,18063
411,32455,18067
701,32456,24285
629,32459,34962
804,32460,25143
330,32462,25096
51,32463,21429
355,32464,24090
781,32465,18561
254,32466,22848
1146,32501,18514
271,32502,27153
2360,32503,20234
1349,32504,26471
1587,32505,22126
2422,32506,26824
1900,32507,28660
638,32508,14980
52,32509,9552
117,32511,13430
2454,32514,25341
2407,32526,29793
266,32531,27642
1660,32533,32732
747,32534,26589
747,32535,19334
1048,32536,31282
1684,32539,25743
1667,32541,35462
433,32542,23170
244,32544,23390
2195,32547,26267
1844,32548,28609
419,32550,33915
510,32561,45467
1682,32563,30057
150,32564,31994
512,32565,27458
1605,32566,33098
530,32567,24315
222,32568,24108
722,32569,27443
1800,32570,27326
1765,32571,30363
316,32577,26720
2187,32578,35169
1194,32579,31984
215,32580,27107
2107,32583,22341
1138,32601,14924
855,32603,6889
1374,32605,35847
987,32606,35103
2059,32607,20716
3207,32608,22942
1181,32609,19669
850,32615,28269
69,32616,19290
324,32617,26165
499,32618,23292
363,32619,22601
381,32621,19884
229,32622,26386
187,32625,22047
659,32626,20310
625,32628,19967
17,32631,50368
780,32640,20201
965,32641,20450
798,32643,26377
55,32648,22381
851,32653,33034
1174,32656,24972
68,32658,27844
78,32664,15391
311,32666,21788
476,32667,33642
220,32668,23790
822,32669,37117
488,32680,19205
30,32683,13381
346,32686,22087
1483,32693,20839
205,32694,24250
897,32696,22295
75,32697,15625
1453,32701,27975
302,32702,21860
2544,32703,25585
2181,32707,26780
2254,32708,31682
84,32709,15143
2524,32712,31527
1106,32713,27984
1880,32714,30010
1842,32720,22896
2366,32724,23487
2720,32725,23269
1390,32726,21185
276,32730,27914
195,32732,32191
216,32735,30092
807,32736,24967
2430,32738,23746
476,32744,23165
2429,32746,36727
1962,32750,31100
1984,32751,36556
812,32754,25807
1521,32757,29248
348,32759,19608
1292,32763,24380
342,32764,26507
3939,32765,31229
1011,32766,36761
152,32767,16934
2904,32771,26459
1482,32773,23990
352,32776,27105
1623,32778,24420
2423,32779,39317
2047,32780,26579
564,32784,21790
2742,32789,36748
3042,32792,26956
1334,32796,23561
119,32798,26165
801,32801,40586
1498,32803,39304
1175,32804,38940
1446,32805,14981
2120,32806,31014
2185,32807,20486
2750,32808,19260
1493,32809,20361
1696,32810,23088
2121,32811,21133
2015,32812,28652
257,32814,49826
2668,32817,24150
2681,32818,21027
1985,32819,30182
430,32820,27177
822,32821,26200
3368,32822,19621
1625,32824,24202
3144,32825,26238
2869,32826,20334
523,32827,36597
1766,32828,31453
860,32829,31061
546,32831,10800
677,32832,40852
411,32833,30088
2173,32835,27488
812,32836,37223
2607,32837,26750
2783,32839,19894
1632,32901,18719
943,32903,40107
1813,32904,28471
1251,32905,20158
2349,32907,23243
358,32908,24264
1311,32909,24689
691,32920,25040
925,32922,17493
240,32925,25071
1233,32926,24775
1463,32927,27077
1192,32931,29454
1199,32934,32778
2551,32935,24978
1870,32937,33107
1706,32940,32202
221,32948,20142
247,32949,28325
513,32950,29833
923,32951,33900
1421,32952,31738
1781,32953,27135
2059,32955,29273
1456,32958,25091
1297,32960,22291
1138,32962,23984
1185,32963,46573
1029,32966,22851
889,32967,24097
739,32968,32404
547,32976,19318
38,33001,25536
1026,33004,24117
2263,33009,22534
3018,33010,15155
4051,33012,16244
2035,33013,15474
1979,33014,19255
3111,33015,23044
2744,33016,19176
2906,33018,20565
1039,33019,42376
2575,33020,23210
3133,33021,29213
4249,33023,22776
4117,33024,26344
2897,33025,31071
2148,33026,34592
2552,33027,32041
1736,33028,40797
1869,33029,35787
1608,33030,18377
265,33031,25266
1755,33032,21136
3132,33033,19240
1878,33034,16133
405,33035,26729
330,33036,33590
976,33037,30475
19,33039,23458
2331,33040,32796
687,33042,40011
419,33043,27074
847,33050,27338
66,33051,36958
1518,33054,17117
2182,33055,19003
2120,33056,20457
2225,33060,22484
1950,33062,36217
2859,33063,25651
3408,33064,24622
3382,33065,25577
927,33066,28862
1656,33067,41998
2798,33068,22891
1894,33069,22495
401,33070,28057
2541,33071,35325
1643,33073,35144
1885,33076,51065
3165,33125,14738
2866,33126,17372
1913,33127,15918
493,33128,14483
609,33129,42448
1041,33130,17370
1068,33131,56308
810,33132,43384
2299,33133,30822
2482,33134,29990
2141,33135,15953
873,33136,16723
1422,33137,31400
1573,33138,25628
2461,33139,33410
1702,33140,41798
2218,33141,23696
3370,33142,16322
2038,33143,34991
1301,33144,19915
1927,33145,21384
1624,33146,24272
2616,33147,16009
1059,33149,57071
1645,33150,18907
762,33154,38163
2780,33155,25002
2497,33156,43557
4703,33157,24160
595,33158,52047
2696,33160,30773
3512,33161,20162
2437,33162,20154
3196,33165,18924
2045,33166,24706
910,33167,19819
1736,33168,19597
2286,33169,21987
712,33170,19535
2690,33172,21523
1883,33173,29287
2206,33174,19677
3362,33175,22294
3006,33176,30111
3467,33177,22612
2974,33178,32891
2506,33179,24846
1637,33180,38691
1191,33181,23001
1520,33182,26252
2328,33183,25183
1168,33184,21250
1929,33185,30591
3614,33186,30413
815,33187,28860
1470,33189,25316
871,33190,27338
2676,33193,23645
590,33194,31888
3550,33196,29384
1020,33301,52403
1112,33304,31244
810,33305,40493
265,33306,45436
2362,33308,40285
2056,33309,23940
3936,33311,18046
2453,33312,24044
3300,33313,19559
1395,33314,22787
746,33315,33839
836,33316,31883
2121,33317,30960
2930,33319,23985
2188,33321,26441
2738,33322,27315
1419,33323,38584
2770,33324,32906
1622,33325,32009
2112,33326,36677
893,33327,39278
2002,33328,38107
858,33330,43140
1486,33331,41934
578,33332,42406
1894,33334,27724
1644,33351,26907
2076,33401,23799
668,33403,23778
2189,33404,20763
1120,33405,23473
1586,33406,28933
2057,33407,21096
1606,33408,35565
2041,33409,24906
2463,33410,33577
4520,33411,30966
893,33412,36886
987,33413,25505
4037,33414,36244
3487,33415,20335
1934,33417,21583
3160,33418,40199
1396,33426,30383
3032,33428,29526
1346,33430,16448
1445,33431,27452
1307,33432,34822
2922,33433,35066
1714,33434,30185
2524,33435,23829
3079,33436,28073
2498,33437,31608
22,33438,18980
940,33440,19238
1801,33441,23803
1853,33442,28711
1730,33444,23056
2194,33445,27271
1664,33446,29827
588,33449,36111
1588,33455,27741
3296,33458,35912
2069,33460,19678
2519,33461,21116
2423,33462,25356
3966,33463,24070
3436,33467,29775
1042,33469,37535
1694,33470,32476
679,33471,19865
1078,33472,33881
422,33473,48132
487,33476,15764
1212,33477,40504
802,33478,41170
919,33480,48074
1107,33483,42439
1897,33484,25171
1608,33486,37807
1373,33487,42083
788,33493,16439
1477,33496,40121
865,33498,45400
1756,33510,29892
3747,33511,30827
1125,33513,18347
234,33514,19375
74,33521,23365
1434,33523,21666
1988,33525,22912
1183,33527,24083
1065,33534,24554
411,33538,18453
725,33540,20884
2058,33541,22114
1722,33542,19786
2140,33543,37110
1472,33544,36716
1291,33545,31583
2099,33547,43462
543,33548,35822
1214,33549,32189
1627,33556,41451
1650,33558,40262
915,33559,28362
1693,33563,21745
1518,33565,25450
1489,33566,28894
994,33567,24436
1687,33569,31349
1880,33570,24320
1487,33572,38137
1985,33573,27189
553,33576,29405
2683,33578,31085
1591,33579,36707
1690,33584,29489
105,33585,23125
947,33592,20583
2381,33594,30621
2335,33596,40909
617,33597,21629
1307,33598,22167
1262,33602,40507
1656,33603,23676
2794,33604,21567
1707,33605,16530
1466,33606,33793
1479,33607,24069
1152,33609,36649
2943,33610,20684
2078,33611,37118
3184,33612,19363
2087,33613,19086
2642,33614,20374
2355,33615,26179
1106,33616,30543
2804,33617,23108
1999,33618,35237
3047,33619,21128
258,33621,30807
2519,33624,32368
1386,33625,30576
2035,33626,50250
1932,33629,53964
1299,33634,27265
1036,33635,33128
1035,33637,29186
3860,33647,39607
1107,33701,26552
2091,33702,27939
1521,33703,34860
1403,33704,41656
2155,33705,25683
1299,33706,38618
2020,33707,27529
2059,33708,32929
2257,33709,23433
2245,33710,29238
1397,33711,20701
1748,33712,23743
2331,33713,25917
1235,33714,21137
779,33715,44468
854,33716,36367
1643,33755,23316
2075,33756,24009
1320,33759,28408
1311,33760,24455
1161,33761,29796
721,33762,28357
1068,33763,26338
1688,33764,30135
731,33765,24629
745,33767,41942
1822,33770,24760
1818,33771,23399
1883,33772,28255
1419,33773,26765
1245,33774,27985
1035,33776,31718
1389,33777,30408
1299,33778,25504
1577,33781,24609
1230,33782,26980
634,33785,36842
422,33786,45417
2648,33801,19777
2165,33803,27105
1863,33805,19391
2103,33809,26573
2963,33810,27289
2106,33811,30499
804,33812,35067
2563,33813,37304
887,33815,20609
2386,33823,23372
1985,33825,19934
402,33827,25846
2227,33830,24511
830,33834,20826
1652,33837,25669
195,33838,18730
426,33839,25839
889,33841,23493
1373,33843,19103
2095,33844,21502
34,33847,11250
49,33848,16528
50,33849,29065
403,33850,25000
114,33851,23958
1172,33852,20027
694,33853,21301
28,33856,20172
93,33857,19594
789,33859,21609
1164,33860,25233
34,33865,14375
38,33867,27875
1496,33868,25273
1432,33870,17507
874,33872,22403
673,33873,22617
522,33875,22464
257,33876,21652
2090,33880,22445
2007,33881,20733
1979,33884,30614
471,33890,18819
654,33896,23056
962,33897,22971
1339,33898,20956
1375,33901,21681
1396,33903,22978
2383,33904,26014
3085,33905,22028
1271,33907,25031
2447,33908,30346
1185,33909,25250
1693,33912,32386
1667,33913,32559
1647,33914,29652
1313,33916,21355
2110,33917,23974
2119,33919,30411
515,33920,28075
111,33921,26703
384,33922,22396
22,33924,21058
1618,33928,32452
35,33930,27808
1150,33931,30645
955,33935,20370
1357,33936,18458
151,33946,34906
501,33947,24974
1114,33948,25255
1593,33950,28170
1869,33952,21657
321,33953,27753
457,33954,23336
856,33955,26460
197,33956,25967
647,33957,47541
89,33960,22857
297,33965,3089
437,33966,29626
1524,33967,28969
2021,33971,22674
1045,33972,23258
745,33973,20267
1515,33974,20782
1266,33976,24877
900,33980,24141
659,33981,26847
641,33982,21644
955,33983,25394
1486,33990,23813
1073,33991,29134
1182,33993,25092
1371,34102,39186
1123,34103,36751
1476,34104,26168
1035,34105,38241
1423,34108,41616
1181,34109,35410
1430,34110,32973
1999,34112,28059
1131,34113,26029
1047,34114,25525
1951,34116,21183
586,34117,27571
1225,34119,37156
847,34120,35064
983,34134,36095
1923,34135,28383
70,34139,23362
1881,34142,14402
1328,34145,35906
197,34201,44349
1474,34202,40387
1943,34203,26731
2369,34205,22775
1834,34207,22139
2395,34208,22420
2386,34209,28187
1174,34210,27699
452,34211,40971
849,34212,39395
48,34215,19485
130,34216,32847
503,34217,30792
1843,34219,32704
2895,34221,25168
615,34222,27339
1521,34223,28216
1054,34224,21309
796,34228,47908
411,34229,35252
2172,34231,28422
2943,34232,30299
902,34233,32415
1392,34234,20515
862,34235,30501
998,34236,30986
1249,34237,23863
1212,34238,36808
1367,34239,31356
623,34240,36403
969,34241,34319
1015,34242,44250
1688,34243,30646
425,34251,30391
2478,34266,20065
375,34269,23852
1159,34275,30080
1384,34285,29470
387,34286,31217
1520,34287,25445
216,34288,26709
39,34289,27248
216,34291,24282
914,34292,31580
2877,34293,29029
675,34420,22864
448,34428,23073
456,34429,22004
490,34431,22180
940,34432,23721
258,34433,24819
397,34434,23559
616,34436,21140
836,34442,23441
861,34446,23399
554,34448,18543
371,34449,14880
713,34450,23909
895,34452,22309
634,34453,20813
763,34461,23147
881,34465,21176
1385,34470,22252
1539,34471,27129
1537,34472,21604
567,34473,25563
730,34474,26063
926,34475,14183
1076,34476,24481
680,34479,22221
920,34480,26831
988,34481,24072
1683,34482,17339
190,34484,25164
521,34488,18652
1005,34491,23085
156,34498,23352
1739,34601,20840
542,34602,21547
927,34604,24040
1993,34606,21832
675,34607,22967
2172,34608,22484
2533,34609,24954
1184,34610,21926
1226,34613,22824
611,34614,23074
630,34637,29795
1773,34638,41884
1999,34639,36109
2078,34652,22135
2736,34653,21836
1464,34654,23742
3091,34655,31664
2693,34667,22389
3346,34668,20585
1082,34669,23562
1656,34677,30309
31,34681,41406
1828,34683,32837
1987,34684,27362
1200,34685,37999
730,34688,38534
1724,34689,25303
1087,34690,21390
1696,34691,23219
1154,34695,32044
2456,34698,28564
403,34705,22780
2123,34711,30495
605,34714,23187
839,34715,27393
783,34731,22451
216,34734,26002
626,34736,26085
396,34737,30514
2345,34741,20707
1738,34743,20545
1889,34744,21902
1637,34746,21571
908,34747,31945
2418,34748,23737
312,34753,18526
482,34756,31061
1143,34758,20551
1008,34759,22030
83,34760,26098
2311,34761,29728
24,34762,21736
1254,34769,21628
797,34771,27375
1441,34772,27746
188,34773,28823
2133,34785,24390
1767,34786,45455
2271,34787,32414
1312,34788,23207
53,34797,27305
462,34945,23074
541,34946,20490
625,34947,16989
542,34949,30170
787,34950,17087
735,34951,24951
2380,34952,23643
1719,34953,26164
793,34956,20143
1495,34957,26849
1562,34972,20861
2098,34974,22216
229,34981,24898
1131,34982,21003
1685,34983,24132
798,34984,25075
547,34986,32023
293,34987,32224
1659,34990,36028
1027,34994,24119
957,34996,34134
2392,34997,26557
529,35004,33028
761,35005,25635
321,35006,23493
1783,35007,30804
1228,35010,21199
349,35014,20412
4435,35016,23437
260,35019,20931
2068,35020,15398
1061,35022,29811
2015,35023,25244
748,35031,21828
22,35032,15000
242,35033,26816
360,35034,16324
55,35035,32304
51,35036,13309
1064,35040,32256
368,35042,29167
612,35043,37405
306,35044,23368
766,35045,23113
364,35046,28411
494,35049,25468
645,35051,21090
26,35052,9002
186,35053,30787
197,35054,24797
1462,35055,22767
1094,35057,25431
692,35058,22871
20,35060,20792
132,35061,13852
614,35062,24178
304,35063,18776
792,35064,21352
295,35068,31080
54,35070,25156
980,35071,31834
370,35072,18365
303,35073,25000
1224,35077,20656
387,35078,21741
638,35079,24982
1222,35080,42829
380,35083,23873
708,35085,20288
97,35087,21458
143,35089,16389
360,35091,41198
1109,35094,30499
472,35096,26377
289,35097,25457
91,35098,20824
1248,35111,32179
577,35114,37813
1267,35115,18592
670,35116,31610
412,35117,34267
623,35118,25022
648,35120,30686
1326,35121,27057
1848,35124,37088
547,35125,23340
1429,35126,30770
603,35127,30799
536,35128,26716
507,35130,22392
419,35131,22107
156,35133,27597
258,35135,28933
191,35136,22450
218,35143,26046
671,35146,25119
674,35147,36554
300,35148,19418
22,35149,11771
1456,35150,19433
505,35151,19812
1934,35160,19045
542,35171,29636
367,35172,19225
1694,35173,39939
382,35175,20637
90,35176,25801
375,35178,21093
707,35179,23251
825,35180,29156
43,35183,32457
394,35184,21800
676,35186,30735
401,35188,24311
293,35203,13692
776,35204,15720
1654,35205,21730
1244,35206,19743
691,35207,14919
961,35208,16992
2196,35209,32287
812,35210,27757
1688,35211,19939
887,35212,19539
876,35213,54583
1303,35214,26617
2880,35215,23182
2138,35216,34088
966,35217,17709
633,35218,17232
303,35221,18056
728,35222,31171
847,35223,58396
374,35224,20065
2280,35226,47284
744,35228,17594
173,35229,2613
118,35233,30833
401,35234,13635
1120,35235,29131
3806,35242,44068
1151,35243,44724
2080,35244,42638
195,35254,4456
3118,35401,10298
1343,35404,20688
2303,35405,28287
1271,35406,47854
181,35441,18911
467,35442,13999
183,35443,12066
555,35444,23652
157,35446,24453
446,35447,18313
398,35452,25128
891,35453,23956
176,35456,19663
145,35459,16981
67,35460,20806
235,35461,21614
301,35462,14698
127,35463,32917
87,35464,13214
491,35466,23101
298,35470,11646
831,35473,28934
571,35474,21937
936,35475,35703
588,35476,20221
15,35477,12900
105,35480,26610
366,35481,17841
448,35490,27071
814,35501,19753
538,35503,22048
786,35504,22054
301,35540,21268
400,35541,25020
115,35542,21345
159,35543,16700
98,35544,26017
443,35546,20698
237,35548,19491
450,35549,17466
501,35550,20522
112,35552,23125
357,35553,15793
181,35554,20575
798,35555,21153
606,35563,18484
312,35564,18047
980,35565,18748
767,35570,20461
173,35571,22741
84,35572,20000
248,35574,23640
230,35575,27368
361,35576,25328
478,35578,21717
335,35579,23867
421,35580,21763
372,35581,16794
391,35582,21654
110,35584,17632
118,35585,24760
306,35586,17529
72,35587,15511
379,35592,19221
277,35593,24590
503,35594,22507
2221,35601,21428
2275,35603,26247
213,35610,27149
1534,35611,21432
1634,35613,31985
519,35614,20670
426,35616,21751
353,35618,18721
387,35619,22707
767,35620,26037
293,35621,22075
665,35622,23904
2362,35630,19300
1223,35633,26511
715,35634,27949
1617,35640,25984
312,35643,20212
1143,35645,28926
418,35646,23885
149,35647,25332
449,35648,23247
1012,35650,25232
142,35651,21200
825,35652,26806
709,35653,21979
649,35654,21333
878,35660,20629
1067,35661,26305
534,35670,24428
77,35671,19349
534,35672,25495
657,35673,27963
1244,35674,23388
234,35677,25212
486,35739,30152
322,35740,25041
127,35741,40288
271,35744,19392
39,35745,20000
26,35746,17805
551,35747,24197
618,35748,29442
995,35749,35954
636,35750,25924
21,35751,9229
204,35752,17642
196,35754,23907
149,35755,18000
863,35756,39857
886,35757,43508
2638,35758,42900
387,35759,39018
530,35760,24164
741,35761,31692
965,35763,51506
166,35764,18693
420,35765,22236
1163,35768,21925
596,35769,24805
381,35771,22652
364,35772,21042
714,35773,28254
21,35774,21500
792,35776,23313
2435,35801,32124
2111,35802,34985
2071,35803,39043
1448,35805,16864
1043,35806,39037
208,35808,29604
2568,35810,21752
1668,35811,30189
1033,35816,15041
258,35824,44335
91,35896,3159
1600,35901,20596
1176,35903,19637
1306,35904,19021
345,35905,23518
590,35906,28388
404,35907,34474
2037,35950,21176
894,35951,19938
1085,35952,20108
621,35953,22832
1056,35954,21354
968,35956,23899
932,35957,20148
148,35958,25726
501,35959,20415
686,35960,23035
611,35961,19820
654,35962,20848
61,35963,15618
189,35966,18560
1132,35967,20259
436,35968,20821
675,35971,21046
90,35972,22342
317,35973,21193
324,35974,21377
3263,35976,25192
448,35978,21421
60,35979,23169
1022,35980,21058
238,35981,16769
471,35983,26148
268,35984,19872
530,35986,20718
387,35987,23476
320,35988,25000
550,35989,20448
23,35990,9643
246,36003,17279
174,36005,21111
129,36006,17377
401,36009,21861
937,36010,19151
722,36016,13870
439,36017,12860
196,36020,26996
794,36022,31282
522,36024,26320
1034,36025,9316
74,36026,30000
1554,36027,19755
262,36028,24472
75,36029,47050
51,36030,22861
16,36031,15170
258,36032,17429
484,36033,16584
157,36034,20152
279,36035,26137
209,36036,21881
1251,36037,21567
585,36040,14388
147,36041,22708
169,36042,18821
211,36043,20968
149,36046,20603
71,36047,16989
207,36048,15566
654,36049,21609
87,36051,29071
28,36052,43676
182,36053,16189
994,36054,28419
947,36064,50507
988,36066,35689
2077,36067,24658
155,36069,20149
82,36071,21700
348,36075,21654
604,36078,26916
1079,36079,25589
138,36080,30186
1047,36081,18552
229,36082,2682
990,36083,20655
757,36088,8361
422,36089,20028
163,36091,26110
1138,36092,22849
713,36093,41750
999,36104,12747
711,36105,16936
1135,36106,29307
618,36107,20802
1600,36108,15881
1822,36109,28287
1028,36110,14995
904,36111,26053
26,36112,24487
410,36113,18619
170,36115,41304
2267,36116,25102
3371,36117,34216
1770,36201,16597
1162,36203,27454
659,36206,21744
1210,36207,25697
220,36250,32305
464,36251,20190
